索引ID	装备名称	类型	是否远古装备	品质	颜色方案	等级	主属性类型	主属性值	命中基准值	命中浮动百分比	闪避基准值	闪避浮动百分比	暴击基准值	暴击浮动百分比	韧性基准值	韧性浮动百分比	熔炼升品概率	熔炼值	洗练花费金币(0锁定)	洗练花费金币(1锁定)	洗练花费金币(2锁定)	洗练花费金币(3锁定)	传承花费金币	拆解花费金币	拆解获得	图片	描述	出售价格	获取途径
440201	龙甲之铠	4	0	4	4	20	2	162	17	20	83	20	23	20	100	20	60	60	20	25	30	35	100	0		35.png	这件特别牛掰	100	501
450201	龙甲之铠	4	0	5	5	20	2	232	17	20	83	20	23	20	100	20	5	100	20	25	30	35	100	0		35.png	这件特别牛掰	100	501
410301	鬼面之铠	4	0	1	1	30	2	61	28	25	140	25	39	25	168	25	70	10	30	35	40	50	100	0		45.png	这件特别牛掰	100	501
420301	鬼面之铠	4	0	2	2	30	2	107	28	25	140	25	39	25	168	25	70	20	30	35	40	50	100	0		45.png	这件特别牛掰	100	501
430301	鬼面之铠	4	0	3	3	30	2	153	28	25	140	25	39	25	168	25	60	40	30	35	40	50	100	0		45.png	这件特别牛掰	100	501
440301	鬼面之铠	4	0	4	4	30	2	214	28	25	140	25	39	25	168	25	50	60	30	35	40	50	100	0		45.png	这件特别牛掰	100	501
450301	鬼面之铠	4	0	5	5	30	2	306	28	25	140	25	39	25	168	25	10	100	30	35	40	50	100	0		45.png	这件特别牛掰	100	501
410401	修罗之铠	4	0	1	1	40	2	81	38	30	192	30	54	30	231	30	70	10	40	50	60	70	100	0		55.png	这件特别牛掰	100	501
420401	修罗之铠	4	0	2	2	40	2	142	38	30	192	30	54	30	231	30	50	20	40	50	60	70	100	0		55.png	这件特别牛掰	100	501
430401	修罗之铠	4	0	3	3	40	2	203	38	30	192	30	54	30	231	30	30	40	40	50	60	70	100	0		55.png	这件特别牛掰	100	501
440401	修罗之铠	4	0	4	4	40	2	284	38	30	192	30	54	30	231	30	15	60	40	50	60	70	100	0		55.png	这件特别牛掰	100	501
450401	修罗之铠	4	0	5	5	40	2	406	38	30	192	30	54	30	231	30	5	100	40	50	60	70	100	0		55.png	这件特别牛掰	100	501
410501	武神之铠	4	0	1	1	50	2	107	48	35	241	35	67	35	289	35	70	10	80	100	120	140	100	0		65.png	这件特别牛掰	100	501
420501	武神之铠	4	0	2	2	50	2	188	48	35	241	35	67	35	289	35	60	20	80	100	120	140	100	0		65.png	这件特别牛掰	100	501
430501	武神之铠	4	0	3	3	50	2	268	48	35	241	35	67	35	289	35	40	40	80	100	120	140	100	0		65.png	这件特别牛掰	100	501
440501	武神之铠	4	0	4	4	50	2	375	48	35	241	35	67	35	289	35	30	60	80	100	120	140	100	0		65.png	这件特别牛掰	100	501
450501	武神之铠	4	0	5	5	50	2	536	48	35	241	35	67	35	289	35	20	100	80	100	120	140	100	0		65.png	这件特别牛掰	100	501
410601	神威之铠	4	0	1	1	60	2	142	61	40	304	40	85	40	364	40	70	10	150	180	220	260	100	0		75.png	这件特别牛掰	100	501
420601	神威之铠	4	0	2	2	60	2	249	61	40	304	40	85	40	364	40	50	20	150	180	220	260	100	0		75.png	这件特别牛掰	100	501
430601	神威之铠	4	0	3	3	60	2	355	61	40	304	40	85	40	364	40	30	40	150	180	220	260	100	0		75.png	这件特别牛掰	100	501
440601	神威之铠	4	0	4	4	60	2	497	61	40	304	40	85	40	364	40	30	60	150	180	220	260	100	0		75.png	这件特别牛掰	100	501
450601	神威之铠	4	0	5	5	60	2	710	61	40	304	40	85	40	364	40	15	100	150	180	220	260	100	0		75.png	这件特别牛掰	100	501
410701	天霸之铠	4	0	1	1	70	2	188	75	40	375	40	105	40	450	40	70	10	370	440	530	640	100	0		85.png	这件特别牛掰	100	501
420701	天霸之铠	4	0	2	2	70	2	328	75	40	375	40	105	40	450	40	50	20	370	440	530	640	100	0		85.png	这件特别牛掰	100	501
430701	天霸之铠	4	0	3	3	70	2	469	75	40	375	40	105	40	450	40	30	40	370	440	530	640	100	0		85.png	这件特别牛掰	100	501
440701	天霸之铠	4	0	4	4	70	2	657	75	40	375	40	105	40	450	40	30	60	370	440	530	640	100	0		85.png	这件特别牛掰	100	501
450701	天霸之铠	4	0	5	5	70	2	938	75	40	375	40	105	40	450	40	15	100	370	440	530	640	100	0		85.png	这件特别牛掰	100	501
410801	龙魂之铠	4	0	1	1	80	2	248	89	40	446	40	125	40	536	40	70	10	930	1100	1300	1600	100	0		95.png	这件特别牛掰	100	501
420801	龙魂之铠	4	0	2	2	80	2	435	89	40	446	40	125	40	536	40	50	20	930	1100	1300	1600	100	0		95.png	这件特别牛掰	100	501
430801	龙魂之铠	4	0	3	3	80	2	621	89	40	446	40	125	40	536	40	30	40	930	1100	1300	1600	100	0		95.png	这件特别牛掰	100	501
440801	龙魂之铠	4	0	4	4	80	2	869	89	40	446	40	125	40	536	40	30	60	930	1100	1300	1600	100	0		95.png	这件特别牛掰	100	501
450801	龙魂之铠	4	0	5	5	80	2	1242	89	40	446	40	125	40	536	40	15	100	930	1100	1300	1600	100	0		95.png	这件特别牛掰	100	501
410901	轩辕之铠	4	0	1	1	90	2	329	107	40	536	40	150	40	643	40	70	10	2600	3100	3700	4400	100	0		105.png	这件特别牛掰	100	501
420901	轩辕之铠	4	0	2	2	90	2	575	107	40	536	40	150	40	643	40	50	20	2600	3100	3700	4400	100	0		105.png	这件特别牛掰	100	501
430901	轩辕之铠	4	0	3	3	90	2	822	107	40	536	40	150	40	643	40	30	40	2600	3100	3700	4400	100	0		105.png	这件特别牛掰	100	501
440901	轩辕之铠	4	0	4	4	90	2	1151	107	40	536	40	150	40	643	40	30	60	2600	3100	3700	4400	100	0		105.png	这件特别牛掰	100	501
450901	轩辕之铠	4	0	5	5	90	2	1644	107	40	536	40	150	40	643	40	15	100	2600	3100	3700	4400	100	0		105.png	这件特别牛掰	100	501
411001	四神之铠	4	0	1	1	100	2	435	125	40	625	40	175	40	750	40	70	10	5900	7100	8500	10200	100	0		115.png	这件特别牛掰	100	501
421001	四神之铠	4	0	2	2	100	2	761	125	40	625	40	175	40	750	40	50	20	5900	7100	8500	10200	100	0		115.png	这件特别牛掰	100	501
431001	四神之铠	4	0	3	3	100	2	1087	125	40	625	40	175	40	750	40	30	40	5900	7100	8500	10200	100	0		115.png	这件特别牛掰	100	501
441001	四神之铠	4	0	4	4	100	2	1522	125	40	625	40	175	40	750	40	30	60	5900	7100	8500	10200	100	0		115.png	这件特别牛掰	100	501
451001	四神之铠	4	0	5	5	100	2	2174	125	40	625	40	175	40	750	40	15	100	5900	7100	8500	10200	100	0		115.png	这件特别牛掰	100	501
510011	英雄之靴	5	0	1	1	1	4	265	8	10	27	10	9	10	15	10	80	10	10	12	15	18	100	0		13.png	这件特别牛掰	100	501
520011	英雄之靴	5	0	2	2	1	4	464	8	10	27	10	9	10	15	10	80	20	10	12	15	18	100	0		13.png	这件特别牛掰	100	501
530011	英雄之靴	5	0	3	3	1	4	663	8	10	27	10	9	10	15	10	70	40	10	12	15	18	100	0		13.png	这件特别牛掰	100	501
540011	英雄之靴	5	0	4	4	1	4	928	8	10	27	10	9	10	15	10	60	60	10	12	15	18	100	0		13.png	这件特别牛掰	100	501
550011	英雄之靴	5	0	5	5	1	4	1326	8	10	27	10	9	10	15	10	1	100	10	12	15	18	100	0		13.png	这件特别牛掰	100	501
510101	青鳞之靴	5	0	1	1	10	4	351	16	15	52	15	17	15	30	15	80	10	15	20	25	30	100	0		23.png	这件特别牛掰	100	501
520101	青鳞之靴	5	0	2	2	10	4	614	16	15	52	15	17	15	30	15	70	20	15	20	25	30	100	0		23.png	这件特别牛掰	100	501
530101	青鳞之靴	5	0	3	3	10	4	877	16	15	52	15	17	15	30	15	70	40	15	20	25	30	100	0		23.png	这件特别牛掰	100	501
540101	青鳞之靴	5	0	4	4	10	4	1228	16	15	52	15	17	15	30	15	60	60	15	20	25	30	100	0		23.png	这件特别牛掰	100	501
550101	青鳞之靴	5	0	5	5	10	4	1754	16	15	52	15	17	15	30	15	5	100	15	20	25	30	100	0		23.png	这件特别牛掰	100	501
510201	龙甲之靴	5	0	1	1	20	4	464	30	20	100	20	33	20	57	20	80	10	20	25	30	35	100	0		33.png	这件特别牛掰	100	501
520201	龙甲之靴	5	0	2	2	20	4	812	30	20	100	20	33	20	57	20	70	20	20	25	30	35	100	0		33.png	这件特别牛掰	100	501
530201	龙甲之靴	5	0	3	3	20	4	1160	30	20	100	20	33	20	57	20	70	40	20	25	30	35	100	0		33.png	这件特别牛掰	100	501
540201	龙甲之靴	5	0	4	4	20	4	1624	30	20	100	20	33	20	57	20	60	60	20	25	30	35	100	0		33.png	这件特别牛掰	100	501
550201	龙甲之靴	5	0	5	5	20	4	2320	30	20	100	20	33	20	57	20	5	100	20	25	30	35	100	0		33.png	这件特别牛掰	100	501
510301	鬼面之靴	5	0	1	1	30	4	614	50	25	168	25	56	25	95	25	70	10	30	35	40	50	100	0		43.png	这件特别牛掰	100	501
520301	鬼面之靴	5	0	2	2	30	4	1074	50	25	168	25	56	25	95	25	70	20	30	35	40	50	100	0		43.png	这件特别牛掰	100	501
530301	鬼面之靴	5	0	3	3	30	4	1535	50	25	168	25	56	25	95	25	60	40	30	35	40	50	100	0		43.png	这件特别牛掰	100	501
540301	鬼面之靴	5	0	4	4	30	4	2148	50	25	168	25	56	25	95	25	50	60	30	35	40	50	100	0		43.png	这件特别牛掰	100	501
550301	鬼面之靴	5	0	5	5	30	4	3069	50	25	168	25	56	25	95	25	10	100	30	35	40	50	100	0		43.png	这件特别牛掰	100	501
510401	修罗之靴	5	0	1	1	40	4	812	69	30	231	30	77	30	131	30	70	10	40	50	60	70	100	0		53.png	这件特别牛掰	100	501
520401	修罗之靴	5	0	2	2	40	4	1421	69	30	231	30	77	30	131	30	50	20	40	50	60	70	100	0		53.png	这件特别牛掰	100	501
530401	修罗之靴	5	0	3	3	40	4	2030	69	30	231	30	77	30	131	30	30	40	40	50	60	70	100	0		53.png	这件特别牛掰	100	501
540401	修罗之靴	5	0	4	4	40	4	2841	69	30	231	30	77	30	131	30	15	60	40	50	60	70	100	0		53.png	这件特别牛掰	100	501
550401	修罗之靴	5	0	5	5	40	4	4059	69	30	231	30	77	30	131	30	5	100	40	50	60	70	100	0		53.png	这件特别牛掰	100	501
510501	武神之靴	5	0	1	1	50	4	1074	87	35	289	35	96	35	164	35	70	10	80	100	120	140	100	0		63.png	这件特别牛掰	100	501
520501	武神之靴	5	0	2	2	50	4	1879	87	35	289	35	96	35	164	35	60	20	80	100	120	140	100	0		63.png	这件特别牛掰	100	501
530501	武神之靴	5	0	3	3	50	4	2685	87	35	289	35	96	35	164	35	40	40	80	100	120	140	100	0		63.png	这件特别牛掰	100	501
540501	武神之靴	5	0	4	4	50	4	3758	87	35	289	35	96	35	164	35	30	60	80	100	120	140	100	0		63.png	这件特别牛掰	100	501
550501	武神之靴	5	0	5	5	50	4	5369	87	35	289	35	96	35	164	35	20	100	80	100	120	140	100	0		63.png	这件特别牛掰	100	501
510601	神威之靴	5	0	1	1	60	4	1420	109	40	364	40	121	40	206	40	70	10	150	180	220	260	100	0		73.png	这件特别牛掰	100	501
520601	神威之靴	5	0	2	2	60	4	2486	109	40	364	40	121	40	206	40	50	20	150	180	220	260	100	0		73.png	这件特别牛掰	100	501
530601	神威之靴	5	0	3	3	60	4	3551	109	40	364	40	121	40	206	40	30	40	150	180	220	260	100	0		73.png	这件特别牛掰	100	501
540601	神威之靴	5	0	4	4	60	4	4971	109	40	364	40	121	40	206	40	30	60	150	180	220	260	100	0		73.png	这件特别牛掰	100	501
550601	神威之靴	5	0	5	5	60	4	7102	109	40	364	40	121	40	206	40	15	100	150	180	220	260	100	0		73.png	这件特别牛掰	100	501
510701	天霸之靴	5	0	1	1	70	4	1879	135	40	450	40	150	40	255	40	70	10	370	440	530	640	100	0		83.png	这件特别牛掰	100	501
520701	天霸之靴	5	0	2	2	70	4	3288	135	40	450	40	150	40	255	40	50	20	370	440	530	640	100	0		83.png	这件特别牛掰	100	501
530701	天霸之靴	5	0	3	3	70	4	4697	135	40	450	40	150	40	255	40	30	40	370	440	530	640	100	0		83.png	这件特别牛掰	100	501
540701	天霸之靴	5	0	4	4	70	4	6576	135	40	450	40	150	40	255	40	30	60	370	440	530	640	100	0		83.png	这件特别牛掰	100	501
550701	天霸之靴	5	0	5	5	70	4	9394	135	40	450	40	150	40	255	40	15	100	370	440	530	640	100	0		83.png	这件特别牛掰	100	501
510801	龙魂之靴	5	0	1	1	80	4	2485	161	40	536	40	179	40	304	40	70	10	930	1100	1300	1600	100	0		93.png	这件特别牛掰	100	501
520801	龙魂之靴	5	0	2	2	80	4	4349	161	40	536	40	179	40	304	40	50	20	930	1100	1300	1600	100	0		93.png	这件特别牛掰	100	501
530801	龙魂之靴	5	0	3	3	80	4	6213	161	40	536	40	179	40	304	40	30	40	930	1100	1300	1600	100	0		93.png	这件特别牛掰	100	501
540801	龙魂之靴	5	0	4	4	80	4	8698	161	40	536	40	179	40	304	40	30	60	930	1100	1300	1600	100	0		93.png	这件特别牛掰	100	501
550801	龙魂之靴	5	0	5	5	80	4	12426	161	40	536	40	179	40	304	40	15	100	930	1100	1300	1600	100	0		93.png	这件特别牛掰	100	501
510901	轩辕之靴	5	0	1	1	90	4	3287	193	40	643	40	214	40	364	40	70	10	2600	3100	3700	4400	100	0		103.png	这件特别牛掰	100	501
520901	轩辕之靴	5	0	2	2	90	4	5753	193	40	643	40	214	40	364	40	50	20	2600	3100	3700	4400	100	0		103.png	这件特别牛掰	100	501
530901	轩辕之靴	5	0	3	3	90	4	8218	193	40	643	40	214	40	364	40	30	40	2600	3100	3700	4400	100	0		103.png	这件特别牛掰	100	501
540901	轩辕之靴	5	0	4	4	90	4	11505	193	40	643	40	214	40	364	40	30	60	2600	3100	3700	4400	100	0		103.png	这件特别牛掰	100	501
550901	轩辕之靴	5	0	5	5	90	4	16436	193	40	643	40	214	40	364	40	15	100	2600	3100	3700	4400	100	0		103.png	这件特别牛掰	100	501
511001	四神之靴	5	0	1	1	100	4	4348	225	40	750	40	250	40	425	40	70	10	5900	7100	8500	10200	100	0		113.png	这件特别牛掰	100	501
521001	四神之靴	5	0	2	2	100	4	7609	225	40	750	40	250	40	425	40	50	20	5900	7100	8500	10200	100	0		113.png	这件特别牛掰	100	501
531001	四神之靴	5	0	3	3	100	4	10870	225	40	750	40	250	40	425	40	30	40	5900	7100	8500	10200	100	0		113.png	这件特别牛掰	100	501
541001	四神之靴	5	0	4	4	100	4	15218	225	40	750	40	250	40	425	40	30	60	5900	7100	8500	10200	100	0		113.png	这件特别牛掰	100	501
551001	四神之靴	5	0	5	5	100	4	21741	225	40	750	40	250	40	425	40	15	100	5900	7100	8500	10200	100	0		113.png	这件特别牛掰	100	501
610011	英雄挂饰	6	0	1	1	1	1	23	27	10	9	10	19	10	5	10	80	10	10	12	15	18	100	0		16.png	这件特别牛掰	100	501
620011	英雄挂饰	6	0	2	2	1	1	40	27	10	9	10	19	10	5	10	80	20	10	12	15	18	100	0		16.png	这件特别牛掰	100	501
630011	英雄挂饰	6	0	3	3	1	1	57	27	10	9	10	19	10	5	10	70	40	10	12	15	18	100	0		16.png	这件特别牛掰	100	501
640011	英雄挂饰	6	0	4	4	1	1	80	27	10	9	10	19	10	5	10	60	60	10	12	15	18	100	0		16.png	这件特别牛掰	100	501
650011	英雄挂饰	6	0	5	5	1	1	114	27	10	9	10	19	10	5	10	1	100	10	12	15	18	100	0		16.png	这件特别牛掰	100	501
610101	青鳞挂饰	6	0	1	1	10	1	30	52	15	17	15	37	15	10	15	80	10	15	20	25	30	100	0		26.png	这件特别牛掰	100	501
620101	青鳞挂饰	6	0	2	2	10	1	53	52	15	17	15	37	15	10	15	70	20	15	20	25	30	100	0		26.png	这件特别牛掰	100	501
630101	青鳞挂饰	6	0	3	3	10	1	76	52	15	17	15	37	15	10	15	70	40	15	20	25	30	100	0		26.png	这件特别牛掰	100	501
640101	青鳞挂饰	6	0	4	4	10	1	106	52	15	17	15	37	15	10	15	60	60	15	20	25	30	100	0		26.png	这件特别牛掰	100	501
650101	青鳞挂饰	6	0	5	5	10	1	151	52	15	17	15	37	15	10	15	5	100	15	20	25	30	100	0		26.png	这件特别牛掰	100	501
610201	龙甲挂饰	6	0	1	1	20	1	40	100	20	33	20	70	20	20	20	80	10	20	25	30	35	100	0		36.png	这件特别牛掰	100	501
620201	龙甲挂饰	6	0	2	2	20	1	70	100	20	33	20	70	20	20	20	70	20	20	25	30	35	100	0		36.png	这件特别牛掰	100	501
630201	龙甲挂饰	6	0	3	3	20	1	100	100	20	33	20	70	20	20	20	70	40	20	25	30	35	100	0		36.png	这件特别牛掰	100	501
640201	龙甲挂饰	6	0	4	4	20	1	140	100	20	33	20	70	20	20	20	60	60	20	25	30	35	100	0		36.png	这件特别牛掰	100	501
650201	龙甲挂饰	6	0	5	5	20	1	200	100	20	33	20	70	20	20	20	5	100	20	25	30	35	100	0		36.png	这件特别牛掰	100	501
610301	鬼面挂饰	6	0	1	1	30	1	53	168	25	56	25	118	25	34	25	70	10	30	35	40	50	100	0		46.png	这件特别牛掰	100	501
620301	鬼面挂饰	6	0	2	2	30	1	93	168	25	56	25	118	25	34	25	70	20	30	35	40	50	100	0		46.png	这件特别牛掰	100	501
630301	鬼面挂饰	6	0	3	3	30	1	133	168	25	56	25	118	25	34	25	60	40	30	35	40	50	100	0		46.png	这件特别牛掰	100	501
640301	鬼面挂饰	6	0	4	4	30	1	186	168	25	56	25	118	25	34	25	50	60	30	35	40	50	100	0		46.png	这件特别牛掰	100	501
650301	鬼面挂饰	6	0	5	5	30	1	265	168	25	56	25	118	25	34	25	10	100	30	35	40	50	100	0		46.png	这件特别牛掰	100	501
610401	修罗挂饰	6	0	1	1	40	1	70	231	30	77	30	162	30	46	30	70	10	40	50	60	70	100	0		56.png	这件特别牛掰	100	501
620401	修罗挂饰	6	0	2	2	40	1	123	231	30	77	30	162	30	46	30	50	20	40	50	60	70	100	0		56.png	这件特别牛掰	100	501
630401	修罗挂饰	6	0	3	3	40	1	175	231	30	77	30	162	30	46	30	30	40	40	50	60	70	100	0		56.png	这件特别牛掰	100	501
640401	修罗挂饰	6	0	4	4	40	1	245	231	30	77	30	162	30	46	30	15	60	40	50	60	70	100	0		56.png	这件特别牛掰	100	501
650401	修罗挂饰	6	0	5	5	40	1	350	231	30	77	30	162	30	46	30	5	100	40	50	60	70	100	0		56.png	这件特别牛掰	100	501
610501	武神挂饰	6	0	1	1	50	1	93	289	35	96	35	202	35	58	35	70	10	80	100	120	140	100	0		66.png	这件特别牛掰	100	501
620501	武神挂饰	6	0	2	2	50	1	162	289	35	96	35	202	35	58	35	60	20	80	100	120	140	100	0		66.png	这件特别牛掰	100	501
630501	武神挂饰	6	0	3	3	50	1	232	289	35	96	35	202	35	58	35	40	40	80	100	120	140	100	0		66.png	这件特别牛掰	100	501
640501	武神挂饰	6	0	4	4	50	1	324	289	35	96	35	202	35	58	35	30	60	80	100	120	140	100	0		66.png	这件特别牛掰	100	501
650501	武神挂饰	6	0	5	5	50	1	463	289	35	96	35	202	35	58	35	20	100	80	100	120	140	100	0		66.png	这件特别牛掰	100	501
610601	神威挂饰	6	0	1	1	60	1	123	364	40	121	40	255	40	73	40	70	10	150	180	220	260	100	0		76.png	这件特别牛掰	100	501
620601	神威挂饰	6	0	2	2	60	1	215	364	40	121	40	255	40	73	40	50	20	150	180	220	260	100	0		76.png	这件特别牛掰	100	501
630601	神威挂饰	6	0	3	3	60	1	307	364	40	121	40	255	40	73	40	30	40	150	180	220	260	100	0		76.png	这件特别牛掰	100	501
640601	神威挂饰	6	0	4	4	60	1	429	364	40	121	40	255	40	73	40	30	60	150	180	220	260	100	0		76.png	这件特别牛掰	100	501
650601	神威挂饰	6	0	5	5	60	1	613	364	40	121	40	255	40	73	40	15	100	150	180	220	260	100	0		76.png	这件特别牛掰	100	501
610701	天霸挂饰	6	0	1	1	70	1	162	450	40	150	40	315	40	90	40	70	10	370	440	530	640	100	0		86.png	这件特别牛掰	100	501
620701	天霸挂饰	6	0	2	2	70	1	284	450	40	150	40	315	40	90	40	50	20	370	440	530	640	100	0		86.png	这件特别牛掰	100	501
630701	天霸挂饰	6	0	3	3	70	1	406	450	40	150	40	315	40	90	40	30	40	370	440	530	640	100	0		86.png	这件特别牛掰	100	501
640701	天霸挂饰	6	0	4	4	70	1	568	450	40	150	40	315	40	90	40	30	60	370	440	530	640	100	0		86.png	这件特别牛掰	100	501
650701	天霸挂饰	6	0	5	5	70	1	811	450	40	150	40	315	40	90	40	15	100	370	440	530	640	100	0		86.png	这件特别牛掰	100	501
610801	龙魂挂饰	6	0	1	1	80	1	215	536	40	179	40	375	40	107	40	70	10	930	1100	1300	1600	100	0		96.png	这件特别牛掰	100	501
620801	龙魂挂饰	6	0	2	2	80	1	376	536	40	179	40	375	40	107	40	50	20	930	1100	1300	1600	100	0		96.png	这件特别牛掰	100	501
630801	龙魂挂饰	6	0	3	3	80	1	537	536	40	179	40	375	40	107	40	30	40	930	1100	1300	1600	100	0		96.png	这件特别牛掰	100	501
640801	龙魂挂饰	6	0	4	4	80	1	751	536	40	179	40	375	40	107	40	30	60	930	1100	1300	1600	100	0		96.png	这件特别牛掰	100	501
650801	龙魂挂饰	6	0	5	5	80	1	1073	536	40	179	40	375	40	107	40	15	100	930	1100	1300	1600	100	0		96.png	这件特别牛掰	100	501
610901	轩辕挂饰	6	0	1	1	90	1	284	643	40	214	40	450	40	129	40	70	10	2600	3100	3700	4400	100	0		106.png	这件特别牛掰	100	501
620901	轩辕挂饰	6	0	2	2	90	1	497	643	40	214	40	450	40	129	40	50	20	2600	3100	3700	4400	100	0		106.png	这件特别牛掰	100	501
630901	轩辕挂饰	6	0	3	3	90	1	710	643	40	214	40	450	40	129	40	30	40	2600	3100	3700	4400	100	0		106.png	这件特别牛掰	100	501
640901	轩辕挂饰	6	0	4	4	90	1	993	643	40	214	40	450	40	129	40	30	60	2600	3100	3700	4400	100	0		106.png	这件特别牛掰	100	501
650901	轩辕挂饰	6	0	5	5	90	1	1419	643	40	214	40	450	40	129	40	15	100	2600	3100	3700	4400	100	0		106.png	这件特别牛掰	100	501
611001	四神挂饰	6	0	1	1	100	1	375	750	40	250	40	525	40	150	40	70	10	5900	7100	8500	10200	100	0		116.png	这件特别牛掰	100	501
621001	四神挂饰	6	0	2	2	100	1	657	750	40	250	40	525	40	150	40	50	20	5900	7100	8500	10200	100	0		116.png	这件特别牛掰	100	501
631001	四神挂饰	6	0	3	3	100	1	939	750	40	250	40	525	40	150	40	30	40	5900	7100	8500	10200	100	0		116.png	这件特别牛掰	100	501
641001	四神挂饰	6	0	4	4	100	1	1314	750	40	250	40	525	40	150	40	30	60	5900	7100	8500	10200	100	0		116.png	这件特别牛掰	100	501
651001	四神挂饰	6	0	5	5	100	1	1877	750	40	250	40	525	40	150	40	15	100	5900	7100	8500	10200	100	0		116.png	这件特别牛掰	100	501
901001	远古神威之盔	1	1	5	11	60	3	1030	379	40	146	40	291	40	146	40	5	100	180	220	260	310	100	100	material.400021:5	201.png	这件特别牛掰	100	501
901002	远古天霸之盔	1	1	5	11	70	3	1360	468	40	180	40	360	40	180	40	5	100	440	530	640	770	100	100	material.400031:5	211.png	这件特别牛掰	100	501
901003	远古龙魂之盔	1	1	5	11	80	3	1801	557	40	214	40	429	40	214	40	5	100	1100	1300	1600	1900	100	100	material.400041:5	221.png	这件特别牛掰	100	501
901004	远古轩辕之盔	1	1	5	11	90	3	2384	669	40	257	40	514	40	257	40	5	100	3100	3700	4400	5300	100	100	material.400051:5	231.png	这件特别牛掰	100	501
901005	远古四神之盔	1	1	5	11	100	3	3152	780	40	300	40	600	40	300	40	5	100	7100	8500	10200	12200	100	100		241.png	这件特别牛掰	100	501
902001	远古神威之刃	2	1	5	11	60	1	889	291	40	146	40	466	40	73	40	5	100	180	220	260	310	100	100	material.400022:5	204.png	这件特别牛掰	100	501
902002	远古天霸之刃	2	1	5	11	70	1	1176	360	40	180	40	576	40	90	40	5	100	440	530	640	770	100	100	material.400032:5	214.png	这件特别牛掰	100	501
902003	远古龙魂之刃	2	1	5	11	80	1	1556	429	40	214	40	686	40	107	40	5	100	1100	1300	1600	1900	100	100	material.400042:5	224.png	这件特别牛掰	100	501
902004	远古轩辕之刃	2	1	5	11	90	1	2058	514	40	257	40	823	40	129	40	5	100	3100	3700	4400	5300	100	100	material.400052:5	234.png	这件特别牛掰	100	501
902005	远古四神之刃	2	1	5	11	100	1	2722	600	40	300	40	960	40	150	40	5	100	7100	8500	10200	12200	100	100		244.png	这件特别牛掰	100	501
903001	远古神威护腰	3	1	5	11	60	4	10298	146	40	219	40	146	40	466	40	5	100	180	220	260	310	100	100	material.400023:5	202.png	这件特别牛掰	100	501
903002	远古天霸护腰	3	1	5	11	70	4	13621	180	40	270	40	180	40	576	40	5	100	440	530	640	770	100	100	material.400033:5	212.png	这件特别牛掰	100	501
903003	远古龙魂护腰	3	1	5	11	80	4	18018	214	40	321	40	214	40	686	40	5	100	1100	1300	1600	1900	100	100	material.400043:5	222.png	这件特别牛掰	100	501
903004	远古轩辕护腰	3	1	5	11	90	4	23832	257	40	386	40	257	40	823	40	5	100	3100	3700	4400	5300	100	100	material.400053:5	232.png	这件特别牛掰	100	501
903005	远古四神护腰	3	1	5	11	100	4	31524	300	40	450	40	300	40	960	40	5	100	7100	8500	10200	12200	100	100		242.png	这件特别牛掰	100	501
904001	远古神威之铠	4	1	5	11	60	2	1030	73	40	364	40	102	40	437	40	5	100	180	220	260	310	100	100	material.400024:5	205.png	这件特别牛掰	100	501
904002	远古天霸之铠	4	1	5	11	70	2	1360	90	40	450	40	126	40	540	40	5	100	440	530	640	770	100	100	material.400034:5	215.png	这件特别牛掰	100	501
904003	远古龙魂之铠	4	1	5	11	80	2	1801	107	40	536	40	150	40	643	40	5	100	1100	1300	1600	1900	100	100	material.400044:5	225.png	这件特别牛掰	100	501
904004	远古轩辕之铠	4	1	5	11	90	2	2384	129	40	643	40	180	40	771	40	5	100	3100	3700	4400	5300	100	100	material.400054:5	235.png	这件特别牛掰	100	501
904005	远古四神之铠	4	1	5	11	100	2	3152	150	40	750	40	210	40	900	40	5	100	7100	8500	10200	12200	100	100		245.png	这件特别牛掰	100	501
905001	远古神威之靴	5	1	5	11	60	4	10298	131	40	437	40	146	40	248	40	5	100	180	220	260	310	100	100	material.400025:5	203.png	这件特别牛掰	100	501
905002	远古天霸之靴	5	1	5	11	70	4	13621	162	40	540	40	180	40	306	40	5	100	440	530	640	770	100	100	material.400035:5	213.png	这件特别牛掰	100	501
905003	远古龙魂之靴	5	1	5	11	80	4	18018	193	40	643	40	214	40	364	40	5	100	1100	1300	1600	1900	100	100	material.400045:5	223.png	这件特别牛掰	100	501
905004	远古轩辕之靴	5	1	5	11	90	4	23832	231	40	771	40	257	40	437	40	5	100	3100	3700	4400	5300	100	100	material.400055:5	233.png	这件特别牛掰	100	501
905005	远古四神之靴	5	1	5	11	100	4	31524	270	40	900	40	300	40	510	40	5	100	7100	8500	10200	12200	100	100		243.png	这件特别牛掰	100	501
906001	远古神威挂饰	6	1	5	11	60	1	889	437	40	146	40	306	40	87	40	5	100	180	220	260	310	100	100	material.400026:5	206.png	这件特别牛掰	100	501
906002	远古天霸挂饰	6	1	5	11	70	1	1176	540	40	180	40	378	40	108	40	5	100	440	530	640	770	100	100	material.400036:5	216.png	这件特别牛掰	100	501
906003	远古龙魂挂饰	6	1	5	11	80	1	1556	643	40	214	40	450	40	129	40	5	100	1100	1300	1600	1900	100	100	material.400046:5	226.png	这件特别牛掰	100	501
