关卡ID	战斗ID	挑战限制	限制参数	首通奖励
107003	2007418	level	103	user.gold:140000,user.hero_exp:180000,material.1:20
107004	2007419	level	103	user.gold:140000,user.hero_exp:180000,material.1:20
107005	2007420	level	103	user.gold:140000,user.hero_exp:190000,material.1:20
107100	2007421	level	105	user.bindcash:100
107101	2007422	level	105	user.gold:140000,user.hero_exp:190000,material.1:20
107102	2007423	level	105	user.gold:140000,user.hero_exp:190000,material.1:20
107103	2007424	level	105	user.gold:140000,user.hero_exp:190000,material.1:20
107104	2007425	level	105	user.gold:140000,user.hero_exp:190000,material.1:20
107105	2007426	level	105	user.gold:140000,user.hero_exp:190000,material.1:20
107200	2007427	level	106	user.bindcash:100
107201	2007428	level	106	user.gold:140000,user.hero_exp:190000,material.1:20
107202	2007429	level	106	user.gold:140000,user.hero_exp:190000,material.1:20
107203	2007430	level	106	user.gold:140000,user.hero_exp:190000,material.1:20
107204	2007431	level	106	user.gold:140000,user.hero_exp:190000,material.1:20
107205	2007432	level	106	user.gold:140000,user.hero_exp:190000,material.1:20
107300	2007433	level	108	user.bindcash:100
107301	2007434	level	108	user.gold:140000,user.hero_exp:190000,material.1:20
107302	2007435	level	108	user.gold:140000,user.hero_exp:190000,material.1:20
107303	2007436	level	108	user.gold:140000,user.hero_exp:190000,material.1:20
107304	2007437	level	108	user.gold:140000,user.hero_exp:190000,material.1:20
107305	2007438	level	108	user.gold:140000,user.hero_exp:190000,material.1:20
107400	2007439	level	109	user.bindcash:100
107401	2007440	level	109	user.gold:140000,user.hero_exp:190000,material.1:20
107402	2007441	level	109	user.gold:140000,user.hero_exp:190000,material.1:21
107403	2007442	level	109	user.gold:140000,user.hero_exp:190000,material.1:21
107404	2007443	level	109	user.gold:140000,user.hero_exp:190000,material.1:21
107405	2007444	level	109	user.gold:140000,user.hero_exp:190000,material.1:21
107500	2007445	level	111	user.bindcash:100
107501	2007446	level	111	user.gold:140000,user.hero_exp:190000,material.1:21
107502	2007447	level	111	user.gold:140000,user.hero_exp:190000,material.1:21
107503	2007448	level	111	user.gold:140000,user.hero_exp:190000,material.1:21
107504	2007449	level	111	user.gold:140000,user.hero_exp:190000,material.1:21
107505	2007450	level	111	user.gold:140000,user.hero_exp:190000,material.1:21
107600	2007451	level	112	user.bindcash:100
107601	2007452	level	112	user.gold:140000,user.hero_exp:190000,material.1:21
107602	2007453	level	112	user.gold:140000,user.hero_exp:190000,material.1:21
107603	2007454	level	112	user.gold:140000,user.hero_exp:190000,material.1:21
107604	2007455	level	112	user.gold:140000,user.hero_exp:190000,material.1:21
107605	2007456	level	112	user.gold:140000,user.hero_exp:190000,material.1:21
107700	2007457	level	114	user.bindcash:100
107701	2007458	level	114	user.gold:140000,user.hero_exp:190000,material.1:21
107702	2007459	level	114	user.gold:140000,user.hero_exp:190000,material.1:21
107703	2007460	level	114	user.gold:140000,user.hero_exp:190000,material.1:21
107704	2007461	level	114	user.gold:140000,user.hero_exp:190000,material.1:21
107705	2007462	level	114	user.gold:140000,user.hero_exp:190000,material.1:21
107800	2007463	level	115	user.bindcash:100
107801	2007464	level	115	user.gold:140000,user.hero_exp:190000,material.1:21
107802	2007465	level	115	user.gold:140000,user.hero_exp:190000,material.1:21
107803	2007466	level	115	user.gold:140000,user.hero_exp:190000,material.1:21
107804	2007467	level	115	user.gold:140000,user.hero_exp:190000,material.1:21
107805	2007468	level	115	user.gold:140000,user.hero_exp:190000,material.1:21
107900	2007469	level	117	user.bindcash:100
107901	2007470	level	117	user.gold:140000,user.hero_exp:190000,material.1:21
107902	2007471	level	117	user.gold:140000,user.hero_exp:190000,material.1:21
107903	2007472	level	117	user.gold:140000,user.hero_exp:190000,material.1:21
107904	2007473	level	117	user.gold:140000,user.hero_exp:190000,material.1:21
107905	2007474	level	117	user.gold:140000,user.hero_exp:190000,material.1:21
108000	2007475	level	118	user.bindcash:100
108001	2007476	level	118	user.gold:140000,user.hero_exp:190000,material.1:21
108002	2007477	level	118	user.gold:150000,user.hero_exp:190000,material.1:21
108003	2007478	level	118	user.gold:150000,user.hero_exp:190000,material.1:21
108004	2007479	level	118	user.gold:150000,user.hero_exp:190000,material.1:21
108005	2007480	level	118	user.gold:150000,user.hero_exp:190000,material.1:21
108100	2007481	level	120	user.bindcash:100
108101	2007482	level	120	user.gold:150000,user.hero_exp:190000,material.1:21
108102	2007483	level	120	user.gold:150000,user.hero_exp:190000,material.1:21
108103	2007484	level	120	user.gold:150000,user.hero_exp:190000,material.1:21
108104	2007485	level	120	user.gold:150000,user.hero_exp:200000,material.1:21
108105	2007486	level	120	user.gold:150000,user.hero_exp:200000,material.1:21
108200	2007487	level	121	user.bindcash:100
108201	2007488	level	121	user.gold:150000,user.hero_exp:200000,material.1:21
108202	2007489	level	121	user.gold:150000,user.hero_exp:200000,material.1:21
108203	2007490	level	121	user.gold:150000,user.hero_exp:200000,material.1:21
108204	2007491	level	121	user.gold:150000,user.hero_exp:200000,material.1:21
108205	2007492	level	121	user.gold:150000,user.hero_exp:200000,material.1:21
108300	2007493	level	123	user.bindcash:100
108301	2007494	level	123	user.gold:150000,user.hero_exp:200000,material.1:21
108302	2007495	level	123	user.gold:150000,user.hero_exp:200000,material.1:21
108303	2007496	level	123	user.gold:150000,user.hero_exp:200000,material.1:21
108304	2007497	level	123	user.gold:150000,user.hero_exp:200000,material.1:21
108305	2007498	level	123	user.gold:150000,user.hero_exp:200000,material.1:21
108400	2007499	level	124	user.bindcash:100
108401	2007500	level	124	user.gold:150000,user.hero_exp:200000,material.1:21
108402	2007501	level	124	user.gold:150000,user.hero_exp:200000,material.1:22
108403	2007502	level	124	user.gold:150000,user.hero_exp:200000,material.1:22
108404	2007503	level	124	user.gold:150000,user.hero_exp:200000,material.1:22
108405	2007504	level	124	user.gold:150000,user.hero_exp:200000,material.1:22
108500	2007505	level	126	user.bindcash:100
108501	2007506	level	126	user.gold:150000,user.hero_exp:200000,material.1:22
108502	2007507	level	126	user.gold:150000,user.hero_exp:200000,material.1:22
108503	2007508	level	126	user.gold:150000,user.hero_exp:200000,material.1:22
108504	2007509	level	126	user.gold:150000,user.hero_exp:200000,material.1:22
108505	2007510	level	126	user.gold:150000,user.hero_exp:200000,material.1:22
108600	2007511	level	127	user.bindcash:100
108601	2007512	level	127	user.gold:150000,user.hero_exp:200000,material.1:22
108602	2007513	level	127	user.gold:150000,user.hero_exp:200000,material.1:22
108603	2007514	level	127	user.gold:150000,user.hero_exp:200000,material.1:22
108604	2007515	level	127	user.gold:150000,user.hero_exp:200000,material.1:22
108605	2007516	level	127	user.gold:150000,user.hero_exp:200000,material.1:22
108700	2007517	level	129	user.bindcash:100
108701	2007518	level	129	user.gold:150000,user.hero_exp:200000,material.1:22
108702	2007519	level	129	user.gold:150000,user.hero_exp:200000,material.1:22
108703	2007520	level	129	user.gold:150000,user.hero_exp:200000,material.1:22
108704	2007521	level	129	user.gold:150000,user.hero_exp:200000,material.1:22
108705	2007522	level	129	user.gold:150000,user.hero_exp:200000,material.1:22
108800	2007523	level	130	user.bindcash:100
108801	2007524	level	130	user.gold:150000,user.hero_exp:200000,material.1:22
108802	2007525	level	130	user.gold:150000,user.hero_exp:200000,material.1:22
108803	2007526	level	130	user.gold:150000,user.hero_exp:200000,material.1:22
108804	2007527	level	130	user.gold:150000,user.hero_exp:200000,material.1:22
108805	2007528	level	130	user.gold:150000,user.hero_exp:200000,material.1:22
108900	2007529	level	132	user.bindcash:100
108901	2007530	level	132	user.gold:150000,user.hero_exp:200000,material.1:22
108902	2007531	level	132	user.gold:150000,user.hero_exp:200000,material.1:22
108903	2007532	level	132	user.gold:150000,user.hero_exp:200000,material.1:22
108904	2007533	level	132	user.gold:150000,user.hero_exp:200000,material.1:22
108905	2007534	level	132	user.gold:150000,user.hero_exp:200000,material.1:22
109000	2007535	level	133	user.bindcash:100
109001	2007536	level	133	user.gold:150000,user.hero_exp:200000,material.1:22
109002	2007537	level	133	user.gold:150000,user.hero_exp:200000,material.1:22
109003	2007538	level	133	user.gold:150000,user.hero_exp:200000,material.1:22
109004	2007539	level	133	user.gold:150000,user.hero_exp:200000,material.1:22
109005	2007540	level	133	user.gold:150000,user.hero_exp:200000,material.1:22
109100	2007541	level	135	user.bindcash:100
109101	2007542	level	135	user.gold:150000,user.hero_exp:200000,material.1:22
109102	2007543	level	135	user.gold:150000,user.hero_exp:200000,material.1:22
109103	2007544	level	135	user.gold:150000,user.hero_exp:200000,material.1:22
109104	2007545	level	135	user.gold:150000,user.hero_exp:210000,material.1:22
109105	2007546	level	135	user.gold:150000,user.hero_exp:210000,material.1:22
109200	2007547	level	136	user.bindcash:100
109201	2007548	level	136	user.gold:150000,user.hero_exp:210000,material.1:22
109202	2007549	level	136	user.gold:150000,user.hero_exp:210000,material.1:22
109203	2007550	level	136	user.gold:150000,user.hero_exp:210000,material.1:22
109204	2007551	level	136	user.gold:150000,user.hero_exp:210000,material.1:22
109205	2007552	level	136	user.gold:150000,user.hero_exp:210000,material.1:22
109300	2007553	level	138	user.bindcash:100
109301	2007554	level	138	user.gold:150000,user.hero_exp:210000,material.1:22
109302	2007555	level	138	user.gold:150000,user.hero_exp:210000,material.1:22
109303	2007556	level	138	user.gold:150000,user.hero_exp:210000,material.1:22
109304	2007557	level	138	user.gold:150000,user.hero_exp:210000,material.1:22
109305	2007558	level	138	user.gold:150000,user.hero_exp:210000,material.1:22
109400	2007559	level	139	user.bindcash:100
109401	2007560	level	139	user.gold:150000,user.hero_exp:210000,material.1:22
109402	2007561	level	139	user.gold:150000,user.hero_exp:210000,material.1:22
109403	2007562	level	139	user.gold:150000,user.hero_exp:210000,material.1:22
109404	2007563	level	139	user.gold:150000,user.hero_exp:210000,material.1:22
109405	2007564	level	139	user.gold:160000,user.hero_exp:210000,material.1:22
109500	2007565	level	141	user.bindcash:100
109501	2007566	level	141	user.gold:160000,user.hero_exp:210000,material.1:22
109502	2007567	level	141	user.gold:160000,user.hero_exp:210000,material.1:22
109503	2007568	level	141	user.gold:160000,user.hero_exp:210000,material.1:22
109504	2007569	level	141	user.gold:160000,user.hero_exp:210000,material.1:22
109505	2007570	level	141	user.gold:160000,user.hero_exp:210000,material.1:22
109600	2007571	level	142	user.bindcash:100
109601	2007572	level	142	user.gold:160000,user.hero_exp:210000,material.1:22
109602	2007573	level	142	user.gold:160000,user.hero_exp:210000,material.1:22
109603	2007574	level	142	user.gold:160000,user.hero_exp:210000,material.1:22
109604	2007575	level	142	user.gold:160000,user.hero_exp:210000,material.1:22
109605	2007576	level	142	user.gold:160000,user.hero_exp:210000,material.1:23
109700	2007577	level	144	user.bindcash:100
109701	2007578	level	144	user.gold:160000,user.hero_exp:210000,material.1:23
109702	2007579	level	144	user.gold:160000,user.hero_exp:210000,material.1:23
109703	2007580	level	144	user.gold:160000,user.hero_exp:210000,material.1:23
109704	2007581	level	144	user.gold:160000,user.hero_exp:210000,material.1:23
109705	2007582	level	144	user.gold:160000,user.hero_exp:210000,material.1:23
109800	2007583	level	145	user.bindcash:100
109801	2007584	level	145	user.gold:160000,user.hero_exp:210000,material.1:23
109802	2007585	level	145	user.gold:160000,user.hero_exp:210000,material.1:23
109803	2007586	level	145	user.gold:160000,user.hero_exp:210000,material.1:23
109804	2007587	level	145	user.gold:160000,user.hero_exp:210000,material.1:23
109805	2007588	level	145	user.gold:160000,user.hero_exp:210000,material.1:23
109900	2007589	level	147	user.bindcash:100
109901	2007590	level	147	user.gold:160000,user.hero_exp:210000,material.1:23
109902	2007591	level	147	user.gold:160000,user.hero_exp:210000,material.1:23
109903	2007592	level	147	user.gold:160000,user.hero_exp:210000,material.1:23
109904	2007593	level	147	user.gold:160000,user.hero_exp:210000,material.1:23
109905	2007594	level	147	user.gold:160000,user.hero_exp:210000,material.1:23
110000	2007595	level	148	user.bindcash:100
110001	2007596	level	148	user.gold:160000,user.hero_exp:210000,material.1:23
110002	2007597	level	148	user.gold:160000,user.hero_exp:220000,material.1:23
110003	2007598	level	148	user.gold:160000,user.hero_exp:220000,material.1:23
110004	2007599	level	148	user.gold:160000,user.hero_exp:220000,material.1:23
110005	2007600	level	148	user.gold:160000,user.hero_exp:220000,material.1:23
