索引ID	技能等级	属性值	升至下级消耗
204	73	20550	user.sky_book:-13500
204	74	21000	user.sky_book:-13500
204	75	21450	user.sky_book:-13500
204	76	21900	user.sky_book:-13500
204	77	22350	user.sky_book:-13500
204	78	22800	user.sky_book:-13500
204	79	23250	user.sky_book:-13500
204	80	23700	user.sky_book:-18000
204	81	24180	user.sky_book:-18000
204	82	24660	user.sky_book:-18000
204	83	25140	user.sky_book:-18000
204	84	25620	user.sky_book:-18000
204	85	26100	user.sky_book:-18000
204	86	26580	user.sky_book:-18000
204	87	27060	user.sky_book:-18000
204	88	27540	user.sky_book:-18000
204	89	28020	user.sky_book:-18000
204	90	28500	user.sky_book:-24900
204	91	29030	user.sky_book:-24900
204	92	29560	user.sky_book:-24900
204	93	30090	user.sky_book:-24900
204	94	30620	user.sky_book:-24900
204	95	31150	user.sky_book:-24900
204	96	31680	user.sky_book:-24900
204	97	32210	user.sky_book:-24900
204	98	32740	user.sky_book:-24900
204	99	33270	user.sky_book:-24900
204	100	33800	user.sky_book:-24900
301	0	0	user.sky_book:-0
301	1	164	user.sky_book:-150
301	2	328	user.sky_book:-150
301	3	492	user.sky_book:-150
301	4	656	user.sky_book:-150
301	5	820	user.sky_book:-150
301	6	984	user.sky_book:-150
301	7	1148	user.sky_book:-150
301	8	1312	user.sky_book:-150
301	9	1476	user.sky_book:-150
301	10	1640	user.sky_book:-1800
301	11	1847	user.sky_book:-1800
301	12	2054	user.sky_book:-1800
301	13	2261	user.sky_book:-1800
301	14	2468	user.sky_book:-1800
301	15	2675	user.sky_book:-1800
301	16	2882	user.sky_book:-1800
301	17	3089	user.sky_book:-1800
301	18	3296	user.sky_book:-1800
301	19	3503	user.sky_book:-1800
301	20	3710	user.sky_book:-3700
301	21	4004	user.sky_book:-3700
301	22	4298	user.sky_book:-3700
301	23	4592	user.sky_book:-3700
301	24	4886	user.sky_book:-3700
301	25	5180	user.sky_book:-3700
301	26	5474	user.sky_book:-3700
301	27	5768	user.sky_book:-3700
301	28	6062	user.sky_book:-3700
301	29	6356	user.sky_book:-3700
301	30	6650	user.sky_book:-4300
301	31	6928	user.sky_book:-4300
301	32	7206	user.sky_book:-4300
301	33	7484	user.sky_book:-4300
301	34	7762	user.sky_book:-4300
301	35	8040	user.sky_book:-4300
301	36	8318	user.sky_book:-4300
301	37	8596	user.sky_book:-4300
301	38	8874	user.sky_book:-4300
301	39	9152	user.sky_book:-4300
301	40	9430	user.sky_book:-5800
301	41	9757	user.sky_book:-5800
301	42	10084	user.sky_book:-5800
301	43	10411	user.sky_book:-5800
301	44	10738	user.sky_book:-5800
301	45	11065	user.sky_book:-5800
301	46	11392	user.sky_book:-5800
301	47	11719	user.sky_book:-5800
301	48	12046	user.sky_book:-5800
301	49	12373	user.sky_book:-5800
301	50	12700	user.sky_book:-7800
301	51	13070	user.sky_book:-7800
301	52	13440	user.sky_book:-7800
301	53	13810	user.sky_book:-7800
301	54	14180	user.sky_book:-7800
301	55	14550	user.sky_book:-7800
301	56	14920	user.sky_book:-7800
301	57	15290	user.sky_book:-7800
301	58	15660	user.sky_book:-7800
301	59	16030	user.sky_book:-7800
301	60	16400	user.sky_book:-10200
301	61	16830	user.sky_book:-10200
301	62	17260	user.sky_book:-10200
301	63	17690	user.sky_book:-10200
301	64	18120	user.sky_book:-10200
301	65	18550	user.sky_book:-10200
301	66	18980	user.sky_book:-10200
301	67	19410	user.sky_book:-10200
301	68	19840	user.sky_book:-10200
301	69	20270	user.sky_book:-10200
301	70	20700	user.sky_book:-13500
301	71	21170	user.sky_book:-13500
301	72	21640	user.sky_book:-13500
301	73	22110	user.sky_book:-13500
301	74	22580	user.sky_book:-13500
301	75	23050	user.sky_book:-13500
301	76	23520	user.sky_book:-13500
301	77	23990	user.sky_book:-13500
301	78	24460	user.sky_book:-13500
301	79	24930	user.sky_book:-13500
301	80	25400	user.sky_book:-18000
301	81	25930	user.sky_book:-18000
301	82	26460	user.sky_book:-18000
301	83	26990	user.sky_book:-18000
301	84	27520	user.sky_book:-18000
301	85	28050	user.sky_book:-18000
301	86	28580	user.sky_book:-18000
301	87	29110	user.sky_book:-18000
301	88	29640	user.sky_book:-18000
301	89	30170	user.sky_book:-18000
301	90	30700	user.sky_book:-24900
301	91	31270	user.sky_book:-24900
301	92	31840	user.sky_book:-24900
301	93	32410	user.sky_book:-24900
301	94	32980	user.sky_book:-24900
301	95	33550	user.sky_book:-24900
301	96	34120	user.sky_book:-24900
301	97	34690	user.sky_book:-24900
301	98	35260	user.sky_book:-24900
301	99	35830	user.sky_book:-24900
301	100	36400	user.sky_book:-24900
302	0	0	user.sky_book:-0
302	1	2750	user.sky_book:-150
302	2	5500	user.sky_book:-150
302	3	8250	user.sky_book:-150
302	4	11000	user.sky_book:-150
302	5	13750	user.sky_book:-150
302	6	16500	user.sky_book:-150
302	7	19250	user.sky_book:-150
302	8	22000	user.sky_book:-150
302	9	24750	user.sky_book:-150
302	10	27500	user.sky_book:-1800
302	11	30970	user.sky_book:-1800
302	12	34440	user.sky_book:-1800
302	13	37910	user.sky_book:-1800
302	14	41380	user.sky_book:-1800
302	15	44850	user.sky_book:-1800
302	16	48320	user.sky_book:-1800
302	17	51790	user.sky_book:-1800
302	18	55260	user.sky_book:-1800
302	19	58730	user.sky_book:-1800
302	20	62200	user.sky_book:-3700
302	21	67080	user.sky_book:-3700
302	22	71960	user.sky_book:-3700
302	23	76840	user.sky_book:-3700
302	24	81720	user.sky_book:-3700
302	25	86600	user.sky_book:-3700
302	26	91480	user.sky_book:-3700
302	27	96360	user.sky_book:-3700
302	28	101240	user.sky_book:-3700
302	29	106120	user.sky_book:-3700
302	30	111000	user.sky_book:-4300
302	31	115700	user.sky_book:-4300
302	32	120400	user.sky_book:-4300
302	33	125100	user.sky_book:-4300
302	34	129800	user.sky_book:-4300
302	35	134500	user.sky_book:-4300
302	36	139200	user.sky_book:-4300
302	37	143900	user.sky_book:-4300
302	38	148600	user.sky_book:-4300
302	39	153300	user.sky_book:-4300
302	40	158000	user.sky_book:-5800
302	41	163500	user.sky_book:-5800
302	42	169000	user.sky_book:-5800
302	43	174500	user.sky_book:-5800
302	44	180000	user.sky_book:-5800
302	45	185500	user.sky_book:-5800
302	46	191000	user.sky_book:-5800
302	47	196500	user.sky_book:-5800
302	48	202000	user.sky_book:-5800
302	49	207500	user.sky_book:-5800
302	50	213000	user.sky_book:-7800
302	51	219200	user.sky_book:-7800
302	52	225400	user.sky_book:-7800
302	53	231600	user.sky_book:-7800
302	54	237800	user.sky_book:-7800
302	55	244000	user.sky_book:-7800
302	56	250200	user.sky_book:-7800
302	57	256400	user.sky_book:-7800
302	58	262600	user.sky_book:-7800
302	59	268800	user.sky_book:-7800
302	60	275000	user.sky_book:-10200
302	61	282100	user.sky_book:-10200
302	62	289200	user.sky_book:-10200
302	63	296300	user.sky_book:-10200
302	64	303400	user.sky_book:-10200
302	65	310500	user.sky_book:-10200
302	66	317600	user.sky_book:-10200
302	67	324700	user.sky_book:-10200
302	68	331800	user.sky_book:-10200
302	69	338900	user.sky_book:-10200
302	70	346000	user.sky_book:-13500
302	71	354000	user.sky_book:-13500
302	72	362000	user.sky_book:-13500
302	73	370000	user.sky_book:-13500
302	74	378000	user.sky_book:-13500
302	75	386000	user.sky_book:-13500
302	76	394000	user.sky_book:-13500
302	77	402000	user.sky_book:-13500
302	78	410000	user.sky_book:-13500
302	79	418000	user.sky_book:-13500
302	80	426000	user.sky_book:-18000
302	81	434700	user.sky_book:-18000
302	82	443400	user.sky_book:-18000
302	83	452100	user.sky_book:-18000
302	84	460800	user.sky_book:-18000
302	85	469500	user.sky_book:-18000
302	86	478200	user.sky_book:-18000
302	87	486900	user.sky_book:-18000
302	88	495600	user.sky_book:-18000
302	89	504300	user.sky_book:-18000
302	90	513000	user.sky_book:-24900
302	91	522600	user.sky_book:-24900
302	92	532200	user.sky_book:-24900
302	93	541800	user.sky_book:-24900
302	94	551400	user.sky_book:-24900
302	95	561000	user.sky_book:-24900
302	96	570600	user.sky_book:-24900
302	97	580200	user.sky_book:-24900
302	98	589800	user.sky_book:-24900
302	99	599400	user.sky_book:-24900
302	100	609000	user.sky_book:-24900
303	0	0	user.sky_book:-0
303	1	164	user.sky_book:-150
303	2	328	user.sky_book:-150
303	3	492	user.sky_book:-150
303	4	656	user.sky_book:-150
303	5	820	user.sky_book:-150
303	6	984	user.sky_book:-150
303	7	1148	user.sky_book:-150
303	8	1312	user.sky_book:-150
303	9	1476	user.sky_book:-150
303	10	1640	user.sky_book:-1800
303	11	1847	user.sky_book:-1800
303	12	2054	user.sky_book:-1800
303	13	2261	user.sky_book:-1800
303	14	2468	user.sky_book:-1800
303	15	2675	user.sky_book:-1800
303	16	2882	user.sky_book:-1800
303	17	3089	user.sky_book:-1800
303	18	3296	user.sky_book:-1800
303	19	3503	user.sky_book:-1800
303	20	3710	user.sky_book:-3700
303	21	4004	user.sky_book:-3700
303	22	4298	user.sky_book:-3700
303	23	4592	user.sky_book:-3700
303	24	4886	user.sky_book:-3700
303	25	5180	user.sky_book:-3700
303	26	5474	user.sky_book:-3700
303	27	5768	user.sky_book:-3700
303	28	6062	user.sky_book:-3700
303	29	6356	user.sky_book:-3700
303	30	6650	user.sky_book:-4300
303	31	6928	user.sky_book:-4300
303	32	7206	user.sky_book:-4300
303	33	7484	user.sky_book:-4300
303	34	7762	user.sky_book:-4300
303	35	8040	user.sky_book:-4300
303	36	8318	user.sky_book:-4300
303	37	8596	user.sky_book:-4300
303	38	8874	user.sky_book:-4300
303	39	9152	user.sky_book:-4300
303	40	9430	user.sky_book:-5800
303	41	9757	user.sky_book:-5800
303	42	10084	user.sky_book:-5800
303	43	10411	user.sky_book:-5800
303	44	10738	user.sky_book:-5800
303	45	11065	user.sky_book:-5800
303	46	11392	user.sky_book:-5800
303	47	11719	user.sky_book:-5800
303	48	12046	user.sky_book:-5800
303	49	12373	user.sky_book:-5800
303	50	12700	user.sky_book:-7800
303	51	13070	user.sky_book:-7800
303	52	13440	user.sky_book:-7800
303	53	13810	user.sky_book:-7800
303	54	14180	user.sky_book:-7800
303	55	14550	user.sky_book:-7800
303	56	14920	user.sky_book:-7800
303	57	15290	user.sky_book:-7800
303	58	15660	user.sky_book:-7800
303	59	16030	user.sky_book:-7800
303	60	16400	user.sky_book:-10200
303	61	16830	user.sky_book:-10200
303	62	17260	user.sky_book:-10200
303	63	17690	user.sky_book:-10200
303	64	18120	user.sky_book:-10200
303	65	18550	user.sky_book:-10200
303	66	18980	user.sky_book:-10200
303	67	19410	user.sky_book:-10200
303	68	19840	user.sky_book:-10200
303	69	20270	user.sky_book:-10200
303	70	20700	user.sky_book:-13500
303	71	21170	user.sky_book:-13500
303	72	21640	user.sky_book:-13500
303	73	22110	user.sky_book:-13500
303	74	22580	user.sky_book:-13500
303	75	23050	user.sky_book:-13500
303	76	23520	user.sky_book:-13500
303	77	23990	user.sky_book:-13500
303	78	24460	user.sky_book:-13500
303	79	24930	user.sky_book:-13500
303	80	25400	user.sky_book:-18000
303	81	25930	user.sky_book:-18000
303	82	26460	user.sky_book:-18000
303	83	26990	user.sky_book:-18000
303	84	27520	user.sky_book:-18000
303	85	28050	user.sky_book:-18000
303	86	28580	user.sky_book:-18000
303	87	29110	user.sky_book:-18000
303	88	29640	user.sky_book:-18000
303	89	30170	user.sky_book:-18000
303	90	30700	user.sky_book:-24900
303	91	31270	user.sky_book:-24900
303	92	31840	user.sky_book:-24900
303	93	32410	user.sky_book:-24900
303	94	32980	user.sky_book:-24900
303	95	33550	user.sky_book:-24900
303	96	34120	user.sky_book:-24900
303	97	34690	user.sky_book:-24900
303	98	35260	user.sky_book:-24900
303	99	35830	user.sky_book:-24900
303	100	36400	user.sky_book:-24900
304	0	0	user.sky_book:-0
304	1	245	user.sky_book:-150
304	2	490	user.sky_book:-150
304	3	735	user.sky_book:-150
304	4	980	user.sky_book:-150
304	5	1225	user.sky_book:-150
304	6	1470	user.sky_book:-150
304	7	1715	user.sky_book:-150
304	8	1960	user.sky_book:-150
304	9	2205	user.sky_book:-150
304	10	2450	user.sky_book:-1800
304	11	2758	user.sky_book:-1800
304	12	3066	user.sky_book:-1800
304	13	3374	user.sky_book:-1800
304	14	3682	user.sky_book:-1800
304	15	3990	user.sky_book:-1800
304	16	4298	user.sky_book:-1800
304	17	4606	user.sky_book:-1800
304	18	4914	user.sky_book:-1800
304	19	5222	user.sky_book:-1800
304	20	5530	user.sky_book:-3700
304	21	5967	user.sky_book:-3700
304	22	6404	user.sky_book:-3700
304	23	6841	user.sky_book:-3700
304	24	7278	user.sky_book:-3700
304	25	7715	user.sky_book:-3700
304	26	8152	user.sky_book:-3700
304	27	8589	user.sky_book:-3700
304	28	9026	user.sky_book:-3700
304	29	9463	user.sky_book:-3700
304	30	9900	user.sky_book:-4300
304	31	10310	user.sky_book:-4300
304	32	10720	user.sky_book:-4300
304	33	11130	user.sky_book:-4300
304	34	11540	user.sky_book:-4300
304	35	11950	user.sky_book:-4300
304	36	12360	user.sky_book:-4300
304	37	12770	user.sky_book:-4300
304	38	13180	user.sky_book:-4300
304	39	13590	user.sky_book:-4300
304	40	14000	user.sky_book:-5800
304	41	14490	user.sky_book:-5800
304	42	14980	user.sky_book:-5800
304	43	15470	user.sky_book:-5800
304	44	15960	user.sky_book:-5800
304	45	16450	user.sky_book:-5800
304	46	16940	user.sky_book:-5800
304	47	17430	user.sky_book:-5800
304	48	17920	user.sky_book:-5800
304	49	18410	user.sky_book:-5800
304	50	18900	user.sky_book:-7800
304	51	19460	user.sky_book:-7800
304	52	20020	user.sky_book:-7800
304	53	20580	user.sky_book:-7800
304	54	21140	user.sky_book:-7800
304	55	21700	user.sky_book:-7800
304	56	22260	user.sky_book:-7800
304	57	22820	user.sky_book:-7800
304	58	23380	user.sky_book:-7800
304	59	23940	user.sky_book:-7800
304	60	24500	user.sky_book:-10200
304	61	25130	user.sky_book:-10200
304	62	25760	user.sky_book:-10200
304	63	26390	user.sky_book:-10200
304	64	27020	user.sky_book:-10200
304	65	27650	user.sky_book:-10200
304	66	28280	user.sky_book:-10200
304	67	28910	user.sky_book:-10200
304	68	29540	user.sky_book:-10200
304	69	30170	user.sky_book:-10200
304	70	30800	user.sky_book:-13500
304	71	31500	user.sky_book:-13500
304	72	32200	user.sky_book:-13500
304	73	32900	user.sky_book:-13500
304	74	33600	user.sky_book:-13500
304	75	34300	user.sky_book:-13500
304	76	35000	user.sky_book:-13500
304	77	35700	user.sky_book:-13500
304	78	36400	user.sky_book:-13500
304	79	37100	user.sky_book:-13500
304	80	37800	user.sky_book:-18000
304	81	38580	user.sky_book:-18000
304	82	39360	user.sky_book:-18000
304	83	40140	user.sky_book:-18000
304	84	40920	user.sky_book:-18000
304	85	41700	user.sky_book:-18000
304	86	42480	user.sky_book:-18000
304	87	43260	user.sky_book:-18000
304	88	44040	user.sky_book:-18000
304	89	44820	user.sky_book:-18000
304	90	45600	user.sky_book:-24900
304	91	46450	user.sky_book:-24900
304	92	47300	user.sky_book:-24900
304	93	48150	user.sky_book:-24900
304	94	49000	user.sky_book:-24900
304	95	49850	user.sky_book:-24900
304	96	50700	user.sky_book:-24900
304	97	51550	user.sky_book:-24900
304	98	52400	user.sky_book:-24900
304	99	53250	user.sky_book:-24900
304	100	54100	user.sky_book:-24900
