索引id	武将等级	兵种ID	品质	基础攻击	基础血量	基础怒气	基础武防	基础魔防	基础命中率万分比	基础闪避率万分比	基础暴击率万分比	基础韧性率万分比	伤害加成	伤害减免	无视护甲万分比	无视技防万分比	治疗加成	怒气回复加成	负面抗性	暴击伤害	暴击减伤	技能伤害加成	技能伤害减免	突破等级	技能等级
1200203	265	6	0	461310	6913333	4603	287579	287579	5195	5195	5195	5195	5195	5195	1446	1446	1446	1446	1446	3182	0	1735	4050	10	5
1200204	265	6	0	461339	6913772	4603	287597	287597	5195	5195	5195	5195	5195	5195	1446	1446	1446	1446	1446	3182	0	1735	4050	10	5
1200205	266	6	0	461836	6921267	4605	287908	287908	5199	5199	5199	5199	5199	5199	1447	1447	1447	1447	1447	3184	0	1736	4052	10	5
1200210	266	6	0	484958	7267793	4605	302323	302323	5199	5199	5199	5199	5199	5199	1447	1447	1447	1447	1447	3184	0	1736	4052	10	5
1200211	266	6	0	461895	6922147	4605	287945	287945	5199	5199	5199	5199	5199	5199	1447	1447	1447	1447	1447	3184	0	1736	4052	10	5
1200212	266	6	0	462392	6929665	4607	288257	288257	5202	5202	5202	5202	5202	5202	1448	1448	1448	1448	1448	3186	0	1738	4055	10	5
1200213	266	6	0	462422	6930106	4607	288275	288275	5202	5202	5202	5202	5202	5202	1448	1448	1448	1448	1448	3186	0	1738	4055	10	5
1200214	266	6	0	462920	6937624	4609	288587	288587	5206	5206	5206	5206	5206	5206	1449	1449	1449	1449	1449	3188	0	1739	4058	10	5
1200215	266	6	0	462949	6938065	4609	288606	288606	5206	5206	5206	5206	5206	5206	1449	1449	1449	1449	1449	3188	0	1739	4058	10	5
1200220	266	6	0	486619	7292865	4610	303364	303364	5209	5209	5209	5209	5209	5209	1450	1450	1450	1450	1450	3190	0	1740	4061	10	5
1200221	266	6	0	463477	6946027	4610	288936	288936	5209	5209	5209	5209	5209	5209	1450	1450	1450	1450	1450	3190	0	1740	4061	10	5
1200222	266	6	0	463506	6946469	4610	288955	288955	5209	5209	5209	5209	5209	5209	1450	1450	1450	1450	1450	3190	0	1740	4061	10	5
1200223	266	6	0	464004	6953991	4612	289267	289267	5213	5213	5213	5213	5213	5213	1451	1451	1451	1451	1451	3193	0	1741	4063	10	5
1200224	266	6	0	464034	6954433	4612	289285	289285	5213	5213	5213	5213	5213	5213	1451	1451	1451	1451	1451	3193	0	1741	4063	10	5
1200225	266	6	0	464532	6961956	4614	289598	289598	5217	5217	5217	5217	5217	5217	1452	1452	1452	1452	1452	3195	0	1742	4066	10	5
1200230	266	6	0	487789	7310518	4614	304097	304097	5217	5217	5217	5217	5217	5217	1452	1452	1452	1452	1452	3195	0	1742	4066	10	5
1200231	266	6	0	464591	6962841	4614	289634	289634	5217	5217	5217	5217	5217	5217	1452	1452	1452	1452	1452	3195	0	1742	4066	10	5
1200232	266	6	0	465089	6970366	4616	289947	289947	5220	5220	5220	5220	5220	5220	1453	1453	1453	1453	1453	3197	0	1744	4069	10	5
1200233	266	6	0	465119	6970809	4616	289965	289965	5220	5220	5220	5220	5220	5220	1453	1453	1453	1453	1453	3197	0	1744	4069	10	5
1200234	266	6	0	465617	6978335	4617	290278	290278	5224	5224	5224	5224	5224	5224	1454	1454	1454	1454	1454	3199	0	1745	4072	10	5
1200235	266	6	0	465647	6978779	4617	290296	290296	5224	5224	5224	5224	5224	5224	1454	1454	1454	1454	1454	3199	0	1745	4072	10	5
1200240	266	6	0	489452	7335622	4619	305139	305139	5227	5227	5227	5227	5227	5227	1455	1455	1455	1455	1455	3201	0	1746	4075	10	5
1200241	266	6	0	466175	6986750	4619	290627	290627	5227	5227	5227	5227	5227	5227	1455	1455	1455	1455	1455	3201	0	1746	4075	10	5
1200242	266	6	0	466204	6987194	4619	290646	290646	5227	5227	5227	5227	5227	5227	1455	1455	1455	1455	1455	3201	0	1746	4075	10	5
1200243	266	6	0	466703	6994724	4621	290958	290958	5231	5231	5231	5231	5231	5231	1456	1456	1456	1456	1456	3203	0	1747	4077	10	5
1200244	266	6	0	466733	6995168	4621	290977	290977	5231	5231	5231	5231	5231	5231	1456	1456	1456	1456	1456	3203	0	1747	4077	10	5
1200245	267	6	0	467231	7002699	4623	291289	291289	5234	5234	5234	5234	5234	5234	1457	1457	1457	1457	1457	3206	0	1748	4080	10	5
1200250	267	6	0	490624	7353301	4623	305873	305873	5234	5234	5234	5234	5234	5234	1457	1457	1457	1457	1457	3206	0	1748	4080	10	5
1200251	267	6	0	467291	7003589	4623	291326	291326	5234	5234	5234	5234	5234	5234	1457	1457	1457	1457	1457	3206	0	1748	4080	10	5
1200252	267	6	0	467791	7011142	4624	291640	291640	5238	5238	5238	5238	5238	5238	1458	1458	1458	1458	1458	3208	0	1749	4083	10	5
1200253	267	6	0	467821	7011587	4624	291658	291658	5238	5238	5238	5238	5238	5238	1458	1458	1458	1458	1458	3208	0	1749	4083	10	5
1200254	267	6	0	468321	7019142	4626	291972	291972	5241	5241	5241	5241	5241	5241	1459	1459	1459	1459	1459	3210	0	1751	4086	10	5
1200255	267	6	0	468351	7019587	4626	291991	291991	5241	5241	5241	5241	5241	5241	1459	1459	1459	1459	1459	3210	0	1751	4086	10	5
1200260	267	6	0	492293	7378500	4628	306919	306919	5245	5245	5245	5245	5245	5245	1460	1460	1460	1460	1460	3212	0	1752	4088	10	5
1200261	267	6	0	468881	7027589	4628	292323	292323	5245	5245	5245	5245	5245	5245	1460	1460	1460	1460	1460	3212	0	1752	4088	10	5
1200262	267	6	0	468910	7028035	4628	292341	292341	5245	5245	5245	5245	5245	5245	1460	1460	1460	1460	1460	3212	0	1752	4088	10	5
1200263	267	6	0	469411	7035593	4630	292655	292655	5248	5248	5248	5248	5248	5248	1461	1461	1461	1461	1461	3214	0	1753	4091	10	5
1200264	267	6	0	469441	7036040	4630	292674	292674	5248	5248	5248	5248	5248	5248	1461	1461	1461	1461	1461	3214	0	1753	4091	10	5
1200265	267	6	0	469941	7043599	4632	292987	292987	5252	5252	5252	5252	5252	5252	1462	1462	1462	1462	1462	3216	0	1754	4094	10	5
1200270	267	6	0	493470	7396248	4632	307656	307656	5252	5252	5252	5252	5252	5252	1462	1462	1462	1462	1462	3216	0	1754	4094	10	5
1200271	267	6	0	470001	7044493	4632	293025	293025	5252	5252	5252	5252	5252	5252	1462	1462	1462	1462	1462	3216	0	1754	4094	10	5
1200272	267	6	0	470502	7052054	4633	293339	293339	5256	5256	5256	5256	5256	5256	1463	1463	1463	1463	1463	3219	0	1755	4097	10	5
1200273	267	6	0	470531	7052501	4633	293357	293357	5256	5256	5256	5256	5256	5256	1463	1463	1463	1463	1463	3219	0	1755	4097	10	5
1200274	267	6	0	471032	7060063	4635	293671	293671	5259	5259	5259	5259	5259	5259	1464	1464	1464	1464	1464	3221	0	1757	4099	10	5
1200275	267	6	0	471062	7060511	4635	293690	293690	5259	5259	5259	5259	5259	5259	1464	1464	1464	1464	1464	3221	0	1757	4099	10	5
1200280	267	6	0	495141	7421479	4637	308704	308704	5263	5263	5263	5263	5263	5263	1465	1465	1465	1465	1465	3223	0	1758	4102	10	5
1200281	267	6	0	471593	7068523	4637	294022	294022	5263	5263	5263	5263	5263	5263	1465	1465	1465	1465	1465	3223	0	1758	4102	10	5
1200282	267	6	0	471623	7068972	4637	294041	294041	5263	5263	5263	5263	5263	5263	1465	1465	1465	1465	1465	3223	0	1758	4102	10	5
1200283	267	6	0	472124	7076537	4639	294355	294355	5266	5266	5266	5266	5266	5266	1466	1466	1466	1466	1466	3225	0	1759	4105	10	5
1200284	267	6	0	472154	7076986	4639	294374	294374	5266	5266	5266	5266	5266	5266	1466	1466	1466	1466	1466	3225	0	1759	4105	10	5
1200285	268	6	0	472655	7084553	4640	294688	294688	5270	5270	5270	5270	5270	5270	1467	1467	1467	1467	1467	3227	0	1760	4108	10	5
1200290	268	6	0	496319	7439252	4640	309442	309442	5270	5270	5270	5270	5270	5270	1467	1467	1467	1467	1467	3227	0	1760	4108	10	5
1200291	268	6	0	472715	7085451	4640	294725	294725	5270	5270	5270	5270	5270	5270	1467	1467	1467	1467	1467	3227	0	1760	4108	10	5
1200292	268	6	0	473217	7093041	4642	295040	295040	5273	5273	5273	5273	5273	5273	1468	1468	1468	1468	1468	3230	0	1761	4110	10	5
1200293	268	6	0	473247	7093491	4642	295059	295059	5273	5273	5273	5273	5273	5273	1468	1468	1468	1468	1468	3230	0	1761	4110	10	5
1200294	268	6	0	473750	7101082	4644	295374	295374	5277	5277	5277	5277	5277	5277	1469	1469	1469	1469	1469	3232	0	1763	4113	10	5
1200295	268	6	0	473780	7101532	4644	295393	295393	5277	5277	5277	5277	5277	5277	1469	1469	1469	1469	1469	3232	0	1763	4113	10	5
1200300	268	6	0	497997	7464581	4646	310494	310494	5280	5280	5280	5280	5280	5280	1470	1470	1470	1470	1470	3234	0	1764	4116	10	5
1200301	268	6	0	474313	7109576	4646	295727	295727	5280	5280	5280	5280	5280	5280	1470	1470	1470	1470	1470	3234	0	1764	4116	10	5
1200302	268	6	0	474343	7110026	4646	295746	295746	5280	5280	5280	5280	5280	5280	1470	1470	1470	1470	1470	3234	0	1764	4116	10	5
1200303	268	6	0	474846	7117621	4648	296061	296061	5284	5284	5284	5284	5284	5284	1471	1471	1471	1471	1471	3236	0	1765	4119	10	5
1200304	268	6	0	474876	7118072	4648	296080	296080	5284	5284	5284	5284	5284	5284	1471	1471	1471	1471	1471	3236	0	1765	4119	10	5
1200305	268	6	0	475379	7125668	4649	296395	296395	5287	5287	5287	5287	5287	5287	1472	1472	1472	1472	1472	3238	0	1766	4122	10	5
1200310	268	6	0	499180	7482425	4649	311235	311235	5287	5287	5287	5287	5287	5287	1472	1472	1472	1472	1472	3238	0	1766	4122	10	5
1200311	268	6	0	475439	7126571	4649	296433	296433	5287	5287	5287	5287	5287	5287	1472	1472	1472	1472	1472	3238	0	1766	4122	10	5
1200312	268	6	0	475942	7134169	4651	296748	296748	5291	5291	5291	5291	5291	5291	1473	1473	1473	1473	1473	3240	0	1767	4124	10	5
1200313	268	6	0	475972	7134621	4651	296767	296767	5291	5291	5291	5291	5291	5291	1473	1473	1473	1473	1473	3240	0	1767	4124	10	5
1200314	268	6	0	476476	7142220	4653	297082	297082	5295	5295	5295	5295	5295	5295	1474	1474	1474	1474	1474	3243	0	1768	4127	10	5
1200315	268	6	0	476506	7142672	4653	297101	297101	5295	5295	5295	5295	5295	5295	1474	1474	1474	1474	1474	3243	0	1768	4127	10	5
1200320	268	6	0	500860	7507786	4655	312287	312287	5298	5298	5298	5298	5298	5298	1475	1475	1475	1475	1475	3245	0	1770	4130	10	5
1200321	268	6	0	477039	7150725	4655	297435	297435	5298	5298	5298	5298	5298	5298	1475	1475	1475	1475	1475	3245	0	1770	4130	10	5
1200322	268	6	0	477070	7151178	4655	297454	297454	5298	5298	5298	5298	5298	5298	1475	1475	1475	1475	1475	3245	0	1770	4130	10	5
1200323	268	6	0	477573	7158780	4657	297770	297770	5302	5302	5302	5302	5302	5302	1476	1476	1476	1476	1476	3247	0	1771	4133	10	5
1200324	268	6	0	477603	7159234	4657	297789	297789	5302	5302	5302	5302	5302	5302	1476	1476	1476	1476	1476	3247	0	1771	4133	10	5
1200325	269	6	0	478107	7166837	4658	298104	298104	5305	5305	5305	5305	5305	5305	1477	1477	1477	1477	1477	3249	0	1772	4135	10	5
1200330	269	6	0	502044	7525656	4658	313029	313029	5305	5305	5305	5305	5305	5305	1477	1477	1477	1477	1477	3249	0	1772	4135	10	5
1200331	269	6	0	478167	7167745	4658	298142	298142	5305	5305	5305	5305	5305	5305	1477	1477	1477	1477	1477	3249	0	1772	4135	10	5
1200332	269	6	0	478672	7175370	4660	298459	298459	5309	5309	5309	5309	5309	5309	1478	1478	1478	1478	1478	3251	0	1773	4138	10	5
1200333	269	6	0	478702	7175824	4660	298478	298478	5309	5309	5309	5309	5309	5309	1478	1478	1478	1478	1478	3251	0	1773	4138	10	5
1200334	269	6	0	479207	7183450	4662	298794	298794	5312	5312	5312	5312	5312	5312	1479	1479	1479	1479	1479	3254	0	1774	4141	10	5
1200335	269	6	0	479238	7183905	4662	298813	298813	5312	5312	5312	5312	5312	5312	1479	1479	1479	1479	1479	3254	0	1774	4141	10	5
1200340	269	6	0	503730	7551109	4664	314086	314086	5316	5316	5316	5316	5316	5316	1480	1480	1480	1480	1480	3256	0	1776	4144	10	5
1200341	269	6	0	479773	7191987	4664	299149	299149	5316	5316	5316	5316	5316	5316	1480	1480	1480	1480	1480	3256	0	1776	4144	10	5
1200342	269	6	0	479804	7192443	4664	299168	299168	5316	5316	5316	5316	5316	5316	1480	1480	1480	1480	1480	3256	0	1776	4144	10	5
1200343	269	6	0	480309	7200072	4665	299484	299484	5320	5320	5320	5320	5320	5320	1481	1481	1481	1481	1481	3258	0	1777	4147	10	5
1200344	269	6	0	480339	7200528	4665	299503	299503	5320	5320	5320	5320	5320	5320	1481	1481	1481	1481	1481	3258	0	1777	4147	10	5
1200345	269	6	0	480845	7208158	4667	299820	299820	5323	5323	5323	5323	5323	5323	1482	1482	1482	1482	1482	3260	0	1778	4149	10	5
1200350	269	6	0	504919	7569045	4667	314831	314831	5323	5323	5323	5323	5323	5323	1482	1482	1482	1482	1482	3260	0	1778	4149	10	5
1200351	269	6	0	480905	7209070	4667	299858	299858	5323	5323	5323	5323	5323	5323	1482	1482	1482	1482	1482	3260	0	1778	4149	10	5
1200352	269	6	0	481411	7216703	4669	300175	300175	5327	5327	5327	5327	5327	5327	1483	1483	1483	1483	1483	3262	0	1779	4152	10	5
1200353	269	6	0	481441	7217159	4669	300194	300194	5327	5327	5327	5327	5327	5327	1483	1483	1483	1483	1483	3262	0	1779	4152	10	5
1200354	269	6	0	481947	7224793	4671	300511	300511	5330	5330	5330	5330	5330	5330	1484	1484	1484	1484	1484	3264	0	1780	4155	10	5
1200355	269	6	0	481977	7225250	4671	300530	300530	5330	5330	5330	5330	5330	5330	1484	1484	1484	1484	1484	3264	0	1780	4155	10	5
1200360	269	6	0	506607	7594530	4673	315889	315889	5334	5334	5334	5334	5334	5334	1485	1485	1485	1485	1485	3267	0	1782	4158	10	5
1200361	269	6	0	482513	7233343	4673	300866	300866	5334	5334	5334	5334	5334	5334	1485	1485	1485	1485	1485	3267	0	1782	4158	10	5
1200362	269	6	0	482544	7233800	4673	300885	300885	5334	5334	5334	5334	5334	5334	1485	1485	1485	1485	1485	3267	0	1782	4158	10	5
1200363	269	6	0	483050	7241437	4674	301202	301202	5337	5337	5337	5337	5337	5337	1486	1486	1486	1486	1486	3269	0	1783	4160	10	5
1200364	269	6	0	483080	7241895	4674	301221	301221	5337	5337	5337	5337	5337	5337	1486	1486	1486	1486	1486	3269	0	1783	4160	10	5
1200365	270	6	0	483586	7249533	4676	301538	301538	5341	5341	5341	5341	5341	5341	1487	1487	1487	1487	1487	3271	0	1784	4163	10	5
1200370	270	6	0	507797	7612491	4676	316635	316635	5341	5341	5341	5341	5341	5341	1487	1487	1487	1487	1487	3271	0	1784	4163	10	5
1200371	270	6	0	483647	7250450	4676	301576	301576	5341	5341	5341	5341	5341	5341	1487	1487	1487	1487	1487	3271	0	1784	4163	10	5
1200372	270	6	0	484155	7258116	4678	301894	301894	5345	5345	5345	5345	5345	5345	1488	1488	1488	1488	1488	3273	0	1785	4166	10	5
1200373	270	6	0	484185	7258574	4678	301913	301913	5345	5345	5345	5345	5345	5345	1488	1488	1488	1488	1488	3273	0	1785	4166	10	5
1200374	270	6	0	484693	7266241	4680	302232	302232	5348	5348	5348	5348	5348	5348	1489	1489	1489	1489	1489	3275	0	1786	4169	10	5
1200375	270	6	0	484724	7266701	4680	302251	302251	5348	5348	5348	5348	5348	5348	1489	1489	1489	1489	1489	3275	0	1786	4169	10	5
1200380	270	6	0	509493	7638087	4682	317698	317698	5352	5352	5352	5352	5352	5352	1490	1490	1490	1490	1490	3278	0	1788	4172	10	5
1200381	270	6	0	485262	7274828	4682	302588	302588	5352	5352	5352	5352	5352	5352	1490	1490	1490	1490	1490	3278	0	1788	4172	10	5
1200382	270	6	0	485293	7275288	4682	302607	302607	5352	5352	5352	5352	5352	5352	1490	1490	1490	1490	1490	3278	0	1788	4172	10	5
1200383	270	6	0	485801	7282958	4683	302926	302926	5355	5355	5355	5355	5355	5355	1491	1491	1491	1491	1491	3280	0	1789	4174	10	5
1200384	270	6	0	485831	7283418	4683	302945	302945	5355	5355	5355	5355	5355	5355	1491	1491	1491	1491	1491	3280	0	1789	4174	10	5
1200385	270	6	0	486339	7291090	4685	303263	303263	5359	5359	5359	5359	5359	5359	1492	1492	1492	1492	1492	3282	0	1790	4177	10	5
1200390	270	6	0	510689	7656128	4685	318447	318447	5359	5359	5359	5359	5359	5359	1492	1492	1492	1492	1492	3282	0	1790	4177	10	5
1200391	270	6	0	486401	7292011	4685	303302	303302	5359	5359	5359	5359	5359	5359	1492	1492	1492	1492	1492	3282	0	1790	4177	10	5
1200392	270	6	0	486909	7299684	4687	303620	303620	5362	5362	5362	5362	5362	5362	1493	1493	1493	1493	1493	3284	0	1791	4180	10	5
1200393	270	6	0	486940	7300145	4687	303639	303639	5362	5362	5362	5362	5362	5362	1493	1493	1493	1493	1493	3284	0	1791	4180	10	5
1200394	270	6	0	487448	7307820	4689	303958	303958	5366	5366	5366	5366	5366	5366	1494	1494	1494	1494	1494	3286	0	1792	4183	10	5
1200395	270	6	0	487479	7308281	4689	303977	303977	5366	5366	5366	5366	5366	5366	1494	1494	1494	1494	1494	3286	0	1792	4183	10	5
1200400	270	6	0	512386	7681755	4691	319511	319511	5370	5370	5370	5370	5370	5370	1495	1495	1495	1495	1495	3289	0	1794	4186	10	5
1200401	270	6	0	488018	7316419	4691	304315	304315	5370	5370	5370	5370	5370	5370	1495	1495	1495	1495	1495	3289	0	1794	4186	10	5
1200402	270	6	0	488049	7316881	4691	304334	304334	5370	5370	5370	5370	5370	5370	1495	1495	1495	1495	1495	3289	0	1794	4186	10	5
1200403	270	6	0	488557	7324559	4692	304653	304653	5373	5373	5373	5373	5373	5373	1496	1496	1496	1496	1496	3291	0	1795	4188	10	5
1200404	270	6	0	488588	7325022	4692	304672	304672	5373	5373	5373	5373	5373	5373	1496	1496	1496	1496	1496	3291	0	1795	4188	10	5
1200405	271	6	0	489096	7332701	4694	304991	304991	5377	5377	5377	5377	5377	5377	1497	1497	1497	1497	1497	3293	0	1796	4191	10	5
1200410	271	6	0	513584	7699822	4694	320261	320261	5377	5377	5377	5377	5377	5377	1497	1497	1497	1497	1497	3293	0	1796	4191	10	5
1200411	271	6	0	489158	7333626	4694	305030	305030	5377	5377	5377	5377	5377	5377	1497	1497	1497	1497	1497	3293	0	1796	4191	10	5
1200412	271	6	0	489668	7341327	4696	305349	305349	5380	5380	5380	5380	5380	5380	1498	1498	1498	1498	1498	3295	0	1797	4194	10	5
1200413	271	6	0	489699	7341790	4696	305369	305369	5380	5380	5380	5380	5380	5380	1498	1498	1498	1498	1498	3295	0	1797	4194	10	5
1200414	271	6	0	490209	7349492	4698	305688	305688	5384	5384	5384	5384	5384	5384	1499	1499	1499	1499	1499	3297	0	1798	4197	10	5
1200415	271	6	0	490240	7349956	4698	305708	305708	5384	5384	5384	5384	5384	5384	1499	1499	1499	1499	1499	3297	0	1798	4197	10	5
1200420	271	6	0	515288	7725542	4700	321329	321329	5388	5388	5388	5388	5388	5388	1500	1500	1500	1500	1500	3300	0	1800	4200	10	5
1200421	271	6	0	490781	7358123	4700	306047	306047	5388	5388	5388	5388	5388	5388	1500	1500	1500	1500	1500	3300	0	1800	4200	10	5
1200422	271	6	0	490812	7358588	4700	306066	306066	5388	5388	5388	5388	5388	5388	1500	1500	1500	1500	1500	3300	0	1800	4200	10	5
1200423	271	6	0	491322	7366293	4701	306386	306386	5391	5391	5391	5391	5391	5391	1501	1501	1501	1501	1501	3302	0	1801	4202	10	5
1200424	271	6	0	491353	7366758	4701	306405	306405	5391	5391	5391	5391	5391	5391	1501	1501	1501	1501	1501	3302	0	1801	4202	10	5
1200425	271	6	0	491864	7374464	4703	306725	306725	5395	5395	5395	5395	5395	5395	1502	1502	1502	1502	1502	3304	0	1802	4205	10	5
1200430	271	6	0	516489	7743676	4703	322082	322082	5395	5395	5395	5395	5395	5395	1502	1502	1502	1502	1502	3304	0	1802	4205	10	5
1200431	271	6	0	491926	7375394	4703	306764	306764	5395	5395	5395	5395	5395	5395	1502	1502	1502	1502	1502	3304	0	1802	4205	10	5
1200432	271	6	0	492436	7383103	4705	307084	307084	5398	5398	5398	5398	5398	5398	1503	1503	1503	1503	1503	3306	0	1803	4208	10	5
1200433	271	6	0	492467	7383568	4705	307103	307103	5398	5398	5398	5398	5398	5398	1503	1503	1503	1503	1503	3306	0	1803	4208	10	5
1200434	271	6	0	492978	7391278	4707	307423	307423	5402	5402	5402	5402	5402	5402	1504	1504	1504	1504	1504	3308	0	1804	4211	10	5
1200435	271	6	0	493009	7391744	4707	307443	307443	5402	5402	5402	5402	5402	5402	1504	1504	1504	1504	1504	3308	0	1804	4211	10	5
1200440	271	6	0	518195	7769428	4709	323151	323151	5405	5405	5405	5405	5405	5405	1505	1505	1505	1505	1505	3311	0	1806	4214	10	5
1200441	271	6	0	493550	7399921	4709	307782	307782	5405	5405	5405	5405	5405	5405	1505	1505	1505	1505	1505	3311	0	1806	4214	10	5
1200442	271	6	0	493582	7400388	4709	307802	307802	5405	5405	5405	5405	5405	5405	1505	1505	1505	1505	1505	3311	0	1806	4214	10	5
1200443	271	6	0	494092	7408101	4710	308122	308122	5409	5409	5409	5409	5409	5409	1506	1506	1506	1506	1506	3313	0	1807	4216	10	5
1200444	271	6	0	494123	7408568	4710	308141	308141	5409	5409	5409	5409	5409	5409	1506	1506	1506	1506	1506	3313	0	1807	4216	10	5
1200445	272	6	0	494634	7416282	4712	308461	308461	5413	5413	5413	5413	5413	5413	1507	1507	1507	1507	1507	3315	0	1808	4219	10	5
1200450	272	6	0	519399	7787587	4712	323905	323905	5413	5413	5413	5413	5413	5413	1507	1507	1507	1507	1507	3315	0	1808	4219	10	5
1200451	272	6	0	494697	7417217	4712	308500	308500	5413	5413	5413	5413	5413	5413	1507	1507	1507	1507	1507	3315	0	1808	4219	10	5
1200452	272	6	0	495209	7424955	4714	308822	308822	5416	5416	5416	5416	5416	5416	1508	1508	1508	1508	1508	3317	0	1809	4222	10	5
1200453	272	6	0	495240	7425423	4714	308841	308841	5416	5416	5416	5416	5416	5416	1508	1508	1508	1508	1508	3317	0	1809	4222	10	5
1200454	272	6	0	495753	7433162	4716	309162	309162	5420	5420	5420	5420	5420	5420	1509	1509	1509	1509	1509	3319	0	1810	4225	10	5
1200455	272	6	0	495784	7433630	4716	309182	309182	5420	5420	5420	5420	5420	5420	1509	1509	1509	1509	1509	3319	0	1810	4225	10	5
1200460	272	6	0	521111	7813439	4718	324978	324978	5423	5423	5423	5423	5423	5423	1510	1510	1510	1510	1510	3322	0	1812	4228	10	5
1200461	272	6	0	496328	7441840	4718	309523	309523	5423	5423	5423	5423	5423	5423	1510	1510	1510	1510	1510	3322	0	1812	4228	10	5
1200462	272	6	0	496359	7442309	4718	309542	309542	5423	5423	5423	5423	5423	5423	1510	1510	1510	1510	1510	3322	0	1812	4228	10	5
1200463	272	6	0	496872	7450051	4719	309863	309863	5427	5427	5427	5427	5427	5427	1511	1511	1511	1511	1511	3324	0	1813	4230	10	5
1200464	272	6	0	496903	7450520	4719	309883	309883	5427	5427	5427	5427	5427	5427	1511	1511	1511	1511	1511	3324	0	1813	4230	10	5
1200465	272	6	0	497416	7458264	4721	310204	310204	5431	5431	5431	5431	5431	5431	1512	1512	1512	1512	1512	3326	0	1814	4233	10	5
1200470	272	6	0	522320	7831671	4721	325735	325735	5431	5431	5431	5431	5431	5431	1512	1512	1512	1512	1512	3326	0	1814	4233	10	5
1200471	272	6	0	497479	7459204	4721	310244	310244	5431	5431	5431	5431	5431	5431	1512	1512	1512	1512	1512	3326	0	1814	4233	10	5
1200472	272	6	0	497991	7466949	4723	310565	310565	5434	5434	5434	5434	5434	5434	1513	1513	1513	1513	1513	3328	0	1815	4236	10	5
1200473	272	6	0	498023	7467420	4723	310585	310585	5434	5434	5434	5434	5434	5434	1513	1513	1513	1513	1513	3328	0	1815	4236	10	5
1200474	272	6	0	498536	7475166	4725	310906	310906	5438	5438	5438	5438	5438	5438	1514	1514	1514	1514	1514	3330	0	1816	4239	10	5
1200475	272	6	0	498567	7475637	4725	310926	310926	5438	5438	5438	5438	5438	5438	1514	1514	1514	1514	1514	3330	0	1816	4239	10	5
1200480	272	6	0	524034	7857555	4727	326810	326810	5441	5441	5441	5441	5441	5441	1515	1515	1515	1515	1515	3333	0	1818	4242	10	5
1200481	272	6	0	499112	7483857	4727	311267	311267	5441	5441	5441	5441	5441	5441	1515	1515	1515	1515	1515	3333	0	1818	4242	10	5
1200482	272	6	0	499143	7484328	4727	311287	311287	5441	5441	5441	5441	5441	5441	1515	1515	1515	1515	1515	3333	0	1818	4242	10	5
1200483	272	6	0	499656	7492078	4728	311608	311608	5445	5445	5445	5445	5445	5445	1516	1516	1516	1516	1516	3335	0	1819	4244	10	5
1200484	272	6	0	499688	7492550	4728	311628	311628	5445	5445	5445	5445	5445	5445	1516	1516	1516	1516	1516	3335	0	1819	4244	10	5
1200485	273	6	0	500201	7500301	4730	311950	311950	5449	5449	5449	5449	5449	5449	1517	1517	1517	1517	1517	3337	0	1820	4247	10	5
1200490	273	6	0	525244	7875812	4730	327568	327568	5449	5449	5449	5449	5449	5449	1517	1517	1517	1517	1517	3337	0	1820	4247	10	5
1200491	273	6	0	500264	7501245	4730	311989	311989	5449	5449	5449	5449	5449	5449	1517	1517	1517	1517	1517	3337	0	1820	4247	10	5
1200492	273	6	0	500779	7509019	4732	312312	312312	5452	5452	5452	5452	5452	5452	1518	1518	1518	1518	1518	3339	0	1821	4250	10	5
1200493	273	6	0	500810	7509492	4732	312331	312331	5452	5452	5452	5452	5452	5452	1518	1518	1518	1518	1518	3339	0	1821	4250	10	5
1200494	273	6	0	501325	7517267	4734	312654	312654	5456	5456	5456	5456	5456	5456	1519	1519	1519	1519	1519	3341	0	1822	4253	10	5
1200495	273	6	0	501357	7517740	4734	312674	312674	5456	5456	5456	5456	5456	5456	1519	1519	1519	1519	1519	3341	0	1822	4253	10	5
1200500	273	6	0	526965	7901793	4736	328647	328647	5460	5460	5460	5460	5460	5460	1520	1520	1520	1520	1520	3344	0	1824	4256	10	5
1200501	273	6	0	501903	7525991	4736	313016	313016	5460	5460	5460	5460	5460	5460	1520	1520	1520	1520	1520	3344	0	1824	4256	10	5
1200502	273	6	0	501935	7526464	4736	313036	313036	5460	5460	5460	5460	5460	5460	1520	1520	1520	1520	1520	3344	0	1824	4256	10	5
1200503	273	6	0	502450	7534243	4737	313359	313359	5463	5463	5463	5463	5463	5463	1521	1521	1521	1521	1521	3346	0	1825	4258	10	5
1200504	273	6	0	502482	7534717	4737	313379	313379	5463	5463	5463	5463	5463	5463	1521	1521	1521	1521	1521	3346	0	1825	4258	10	5
1200505	273	6	0	502997	7542497	4739	313702	313702	5467	5467	5467	5467	5467	5467	1522	1522	1522	1522	1522	3348	0	1826	4261	10	5
1200510	273	6	0	528180	7920120	4739	329408	329408	5467	5467	5467	5467	5467	5467	1522	1522	1522	1522	1522	3348	0	1826	4261	10	5
1200511	273	6	0	503060	7543446	4739	313741	313741	5467	5467	5467	5467	5467	5467	1522	1522	1522	1522	1522	3348	0	1826	4261	10	5
1200512	273	6	0	503575	7551227	4741	314064	314064	5470	5470	5470	5470	5470	5470	1523	1523	1523	1523	1523	3350	0	1827	4264	10	5
