编号	主怪	战斗力	位置1	位置2	位置3	位置4	位置5	位置6	位置7	位置8	位置9	英雄模板ID1	英雄模板ID2	英雄模板ID3	英雄模板ID4	英雄模板ID5	英雄模板ID6	英雄模板ID7	英雄模板ID8	英雄模板ID9
1200150	2	35195528	1200150	1210150	0	1200150	1200150	1200150	0	1200150	1200150	6012	10007	0	10018	6005	6008	0	6019	6006
1200151	2	34118067	1200151	1210151	1200151	0	1200151	1200151	1200151	0	1200151	6012	10018	6013	0	10024	6002	6019	0	6003
1200152	2	34152815	1200152	1210152	1200152	0	0	1200152	1200152	1200152	1200152	6025	10008	6027	0	0	6028	6010	6017	10016
1200153	2	34154192	1200153	1210153	1200153	0	1200153	1200153	1200153	0	1200153	10014	10026	6013	0	6004	6017	6020	0	6015
1200154	2	34188326	1200154	1210154	1200154	1200154	0	0	1200154	1200154	1200154	6018	10027	6017	10016	0	0	6020	6010	6007
1200155	2	34189721	0	1210155	1200155	1200155	1200155	1200155	1200155	1200155	0	0	10012	6005	10003	6001	6023	6008	6020	0
1200160	2	35306951	1200160	1210160	1200160	1200160	1200160	0	1200160	1200160	0	6017	10007	6003	6027	6009	0	6010	10028	0
1200161	2	34225768	1200161	1210161	1200161	0	0	1200161	1200161	1200161	1200161	6016	10024	6003	0	0	6011	6007	6004	10022
1200162	2	34227160	0	1210162	1200162	1200162	1200162	1200162	1200162	1200162	0	0	10012	10027	6024	6009	6006	6010	6025	0
1200163	2	34261347	0	1210163	1200163	1200163	0	1200163	1200163	1200163	1200163	0	10002	6026	6007	0	6018	6019	10024	6008
1200164	2	34262727	1200164	1210164	0	1200164	1200164	0	1200164	1200164	1200164	6023	10016	0	6008	10020	0	6013	6005	6012
1200165	2	34297277	1200165	1210165	0	0	1200165	1200165	1200165	1200165	1200165	6007	10027	0	0	6018	6009	6023	10028	6026
1200170	2	35383847	1200170	1210170	0	1200170	1200170	0	1200170	1200170	1200170	10025	10017	0	6023	6020	0	6006	6027	6018
1200171	2	34300059	1200171	1210171	0	1200171	1200171	1200171	1200171	0	1200171	6014	10004	0	10006	6026	6001	6013	0	6016
1200172	2	34334474	0	1210172	0	1200172	1200172	1200172	1200172	1200172	1200172	0	10011	0	10028	6010	6007	6012	6018	6008
1200173	2	34335851	0	1210173	1200173	1200173	1200173	1200173	0	1200173	1200173	0	10004	6023	6026	6008	10025	0	6027	6009
1200174	2	34370623	0	1210174	1200174	0	1200174	1200174	1200174	1200174	1200174	0	10009	6024	0	6023	6003	10005	6001	6022
1200175	2	34372018	1200175	1210175	0	1200175	1200175	1200175	0	1200175	1200175	6019	10003	0	10007	6009	6005	0	6013	6025
1200180	2	35495183	1200180	1210180	0	0	1200180	1200180	1200180	1200180	1200180	6020	10009	0	0	10028	6006	6004	6022	6011
1200181	2	34407623	1200181	1210181	0	1200181	1200181	1200181	0	1200181	1200181	6019	10002	0	6005	6003	10010	0	6014	6004
1200182	2	34409016	1200182	1210182	1200182	1200182	1200182	1200182	0	0	1200182	6008	10024	6021	6002	10015	6025	0	0	6005
1200183	2	34443626	1200183	1210183	1200183	1200183	0	1200183	1200183	0	1200183	6026	10002	6011	6018	0	6013	6028	0	10005
1200184	2	34445037	1200184	1210184	0	1200184	1200184	0	1200184	1200184	1200184	6028	10019	0	6002	6010	0	6021	6001	10004
1200185	2	34479299	1200185	1210185	1200185	1200185	1200185	1200185	1200185	0	0	6022	10013	6009	6002	6004	6003	10007	0	0
1200190	2	35572300	1200190	1210190	1200190	1200190	0	1200190	1200190	1200190	0	6001	10011	6007	10025	0	6022	6013	6016	0
1200191	2	34482099	1200191	1210191	1200191	0	1200191	1200191	1200191	1200191	0	10023	10028	6020	0	6003	6017	6014	6010	0
1200192	2	34516887	1200192	1210192	1200192	0	1200192	1200192	0	1200192	1200192	6011	10009	6025	0	6001	10005	0	6007	6002
1200193	2	34518271	1200193	1210193	1200193	1200193	1200193	1200193	0	1200193	0	6021	10012	6005	6017	6009	6002	0	10008	0
1200194	2	34552517	1200194	1210194	1200194	1200194	0	0	1200194	1200194	1200194	6028	10013	10021	6019	0	0	6018	6008	6007
1200195	2	34553907	1200195	1210195	0	1200195	1200195	1200195	1200195	0	1200195	6019	10001	0	6020	6006	6013	6026	0	10004
1200200	2	35684109	0	1210200	1200200	1200200	1200200	0	1200200	1200200	1200200	0	10019	6002	6010	10014	0	6009	6023	6008
1200201	2	34590155	1200201	1210201	0	1200201	0	1200201	1200201	1200201	1200201	6016	10020	0	10019	0	6012	6006	6028	6022
1200202	2	34591550	1200202	1210202	0	1200202	1200202	1200202	0	1200202	1200202	10017	10011	0	6013	6006	6012	0	6003	6023
1200203	2	34625807	1200203	1210203	0	1200203	1200203	0	1200203	1200203	1200203	6017	10008	0	6020	6009	0	10021	6025	6022
1200204	2	34627187	1200204	1210204	0	1200204	1200204	1200204	1200204	0	1200204	6025	10010	0	6008	6016	6020	6015	0	10007
1200205	2	34662012	1200205	1210205	0	0	1200205	1200205	1200205	1200205	1200205	6022	10019	0	0	10012	6010	6023	6025	6002
1200210	2	35761393	1200210	1210210	1200210	1200210	1200210	1200210	1200210	0	0	6008	10028	6003	6021	6011	10012	6017	0	0
1200211	2	34664813	1200211	1210211	1200211	0	0	1200211	1200211	1200211	1200211	6015	10028	6001	0	0	6003	10022	6007	6027
1200212	2	34699255	1200212	1210212	1200212	1200212	0	1200212	1200212	1200212	0	6001	10014	6007	6021	0	6024	6006	10004	0
1200213	2	34700663	1200213	1210213	1200213	1200213	1200213	1200213	0	0	1200213	10022	10010	6009	6026	6027	6005	0	0	6015
1200214	2	34735670	1200214	1210214	1200214	1200214	1200214	0	1200214	0	1200214	6021	10023	6014	10027	6017	0	6011	0	6013
1200215	2	34737072	0	1210215	1200215	1200215	1200215	1200215	1200215	1200215	0	0	10013	6020	6011	6021	10006	6004	6002	0
1200220	2	35873051	1200220	1210220	1200220	0	1200220	0	1200220	1200220	1200220	6025	10024	10005	0	6003	0	6026	6009	6012
1200221	2	34772692	1200221	1210221	1200221	1200221	0	1200221	0	1200221	1200221	6020	10003	6011	6010	0	6025	0	6016	10002
1200222	2	34774094	1200222	1210222	0	1200222	1200222	1200222	1200222	0	1200222	6028	10009	0	6005	10015	6004	6006	0	6013
1200223	2	34809260	1200223	1210223	0	1200223	1200223	1200223	1200223	0	1200223	6011	10002	0	6025	6020	6019	6001	0	10012
1200224	2	34810664	0	1210224	1200224	1200224	1200224	1200224	1200224	1200224	0	0	10010	6002	10003	6015	6019	6027	6001	0
1200225	2	34845697	1200225	1210225	1200225	1200225	0	1200225	1200225	1200225	0	10006	10028	6002	6009	0	6018	6012	6014	0
1200230	2	35951514	0	1210230	1200230	1200230	1200230	1200230	0	1200230	1200230	0	10015	6005	10025	6002	6020	0	6004	6010
1200231	2	34848489	1200231	1210231	1200231	1200231	1200231	0	1200231	0	1200231	6028	10018	6002	6011	6025	0	6024	0	10010
1200232	2	34882978	1200232	1210232	1200232	1200232	0	1200232	1200232	0	1200232	6021	10022	6012	6026	0	6023	6015	0	10002
1200233	2	34884389	1200233	1210233	0	1200233	1200233	1200233	0	1200233	1200233	6026	10024	0	6018	6008	6012	0	6007	10020
1200234	2	34919224	0	1210234	1200234	1200234	1200234	1200234	1200234	0	1200234	0	10019	6021	10004	6022	6027	6016	0	6026
1200235	2	34920632	1200235	1210235	0	1200235	1200235	1200235	0	1200235	1200235	6012	10023	0	6024	6013	10020	0	6014	6022
1200240	2	36063262	0	1210240	1200240	1200240	1200240	0	1200240	1200240	1200240	0	10026	6014	6018	10005	0	6003	6022	6020
1200241	2	34956483	1200241	1210241	1200241	0	0	1200241	1200241	1200241	1200241	6020	10012	6026	0	0	6007	6010	10004	6025
1200242	2	34957886	0	1210242	1200242	1200242	1200242	1200242	1200242	0	1200242	0	10012	10010	6003	6028	6011	6023	0	6022
1200243	2	34992875	1200243	1210243	0	1200243	1200243	1200243	0	1200243	1200243	6006	10009	0	6012	10002	6011	0	6013	6008
1200244	2	34994304	1200244	1210244	1200244	1200244	0	1200244	1200244	0	1200244	6004	10006	6022	6027	0	6023	6015	0	10026
1200245	2	35028929	0	1210245	0	1200245	1200245	1200245	1200245	1200245	1200245	0	10001	0	6012	6021	6022	10005	6017	6020
1200250	2	36141212	1200250	1210250	1200250	1200250	1200250	0	0	1200250	1200250	6019	10028	6004	6007	6014	0	0	6012	10008
1200251	2	35031766	0	1210251	0	1200251	1200251	1200251	1200251	1200251	1200251	0	10018	0	10027	6017	6013	6008	6019	6005
1200252	2	35066609	0	1210252	1200252	1200252	1200252	1200252	1200252	0	1200252	0	10007	10021	6004	6024	6025	6009	0	6013
1200253	2	35068021	1200253	1210253	1200253	0	0	1200253	1200253	1200253	1200253	10023	10024	6001	0	0	6016	6007	6010	6012
1200254	2	35102524	1200254	1210254	1200254	1200254	0	1200254	0	1200254	1200254	6024	10019	6021	6027	0	6001	0	10006	6022
1200255	2	35103951	1200255	1210255	1200255	0	1200255	1200255	1200255	1200255	0	6011	10015	10009	0	6023	6025	6028	6005	0
1200260	2	36253580	0	1210260	1200260	1200260	1200260	0	1200260	1200260	1200260	0	10006	6013	6026	6011	0	10027	6005	6023
1200261	2	35140362	1200261	1210261	1200261	0	1200261	0	1200261	1200261	1200261	6021	10020	6016	0	6018	0	6005	6001	10024
1200262	2	35141753	1200262	1210262	1200262	0	1200262	1200262	1200262	0	1200262	6025	10015	6021	0	10018	6027	6022	0	6002
1200263	2	35176225	1200263	1210263	1200263	0	0	1200263	1200263	1200263	1200263	6001	10022	6021	0	0	6002	6005	6012	10023
1200264	2	35177655	1200264	1210264	1200264	0	1200264	1200264	0	1200264	1200264	6027	10023	6003	0	6007	6016	0	6020	10017
1200265	2	35212692	1200265	1210265	1200265	1200265	0	0	1200265	1200265	1200265	6003	10021	6028	10008	0	0	6012	6018	6005
1200270	2	36331454	0	1210270	1200270	1200270	1200270	0	1200270	1200270	1200270	0	10008	6003	6018	10005	0	6021	6022	6001
1200271	2	35215545	1200271	1210271	1200271	0	1200271	1200271	0	1200271	1200271	6028	10011	6002	0	6006	6019	0	6016	10001
1200272	2	35250622	0	1210272	1200272	1200272	0	1200272	1200272	1200272	1200272	0	10010	6027	6017	0	10012	6011	6013	6001
1200273	2	35252013	1200273	1210273	1200273	1200273	1200273	0	1200273	0	1200273	6001	10003	6004	6014	10009	0	6021	0	6017
1200274	2	35286501	0	1210274	0	1200274	1200274	1200274	1200274	1200274	1200274	0	10004	0	6006	6001	10021	6020	6025	6007
1200275	2	35287922	1200275	1210275	1200275	0	1200275	0	1200275	1200275	1200275	6013	10001	10018	0	6008	0	6006	6015	6025
1200280	2	36444125	1200280	1210280	0	1200280	1200280	1200280	1200280	1200280	0	10028	10005	0	6025	6001	6008	6021	6017	0
1200281	2	35324420	1200281	1210281	0	1200281	1200281	0	1200281	1200281	1200281	6007	10013	0	6012	6001	0	10028	6002	6004
1200282	2	35325847	1200282	1210282	1200282	1200282	0	1200282	1200282	1200282	0	6022	10003	6025	6021	0	6002	10019	6006	0
1200283	2	35360335	1200283	1210283	1200283	1200283	0	1200283	1200283	0	1200283	6013	10021	6015	10022	0	6011	6014	0	6012
1200284	2	35361758	0	1210284	1200284	1200284	1200284	1200284	0	1200284	1200284	0	10017	6018	6012	6020	6008	0	10003	6026
1200285	2	35396647	1200285	1210285	1200285	1200285	0	0	1200285	1200285	1200285	6011	10013	6028	10023	0	0	6012	6007	6015
1200290	2	36521870	1200290	1210290	1200290	1200290	1200290	1200290	0	1200290	0	6004	10005	6022	6011	6026	6025	0	10006	0
1200291	2	35399488	0	1210291	1200291	1200291	1200291	1200291	1200291	1200291	0	0	10013	6020	10018	6023	6009	6007	6024	0
1200292	2	35434264	1200292	1210292	1200292	1200292	1200292	1200292	1200292	0	0	6011	10009	6018	6002	10021	6001	6004	0	0
1200293	2	35435697	1200293	1210293	1200293	0	1200293	1200293	0	1200293	1200293	6001	10011	6007	0	6010	6024	0	10008	6004
1200294	2	35470990	1200294	1210294	0	0	1200294	1200294	1200294	1200294	1200294	6008	10011	0	0	6021	6020	6024	6010	10004
1200295	2	35472420	1200295	1210295	0	0	1200295	1200295	1200295	1200295	1200295	6010	10004	0	0	6002	6021	6007	10014	6003
1200300	2	36634693	1200300	1210300	0	1200300	1200300	1200300	0	1200300	1200300	10027	10010	0	6023	6026	6004	0	6015	6016
1200301	2	35508506	0	1210301	1200301	1200301	1200301	1200301	1200301	1200301	0	0	10024	6004	6027	6021	6017	10016	6013	0
1200302	2	35509936	1200302	1210302	1200302	0	1200302	0	1200302	1200302	1200302	6011	10015	6010	0	10022	0	6021	6005	6020
1200303	2	35545180	1200303	1210303	1200303	1200303	0	1200303	1200303	1200303	0	6025	10012	6021	6023	0	10011	6004	6028	0
1200304	2	35546619	1200304	1210304	1200304	1200304	1200304	1200304	0	0	1200304	6028	10009	6008	10007	6023	6024	0	0	6010
1200305	2	35581073	1200305	1210305	0	1200305	0	1200305	1200305	1200305	1200305	6027	10018	0	6025	0	6007	6014	6009	10015
1200310	2	36712822	1200310	1210310	1200310	0	1200310	0	1200310	1200310	1200310	6013	10028	6009	0	10010	0	6004	6020	6008
1200311	2	35583934	0	1210311	1200311	1200311	1200311	1200311	1200311	1200311	0	0	10020	6012	6024	10013	6025	6026	6017	0
1200312	2	35619136	0	1210312	1200312	1200312	1200312	0	1200312	1200312	1200312	0	10017	6012	6006	6028	0	10005	6013	6002
1200313	2	35620575	1200313	1210313	1200313	1200313	0	1200313	1200313	0	1200313	6006	10009	6026	6016	0	6013	6019	0	10018
1200314	2	35656041	1200314	1210314	0	0	1200314	1200314	1200314	1200314	1200314	6017	10009	0	0	10011	6008	6010	6028	6004
1200315	2	35657474	0	1210315	1200315	1200315	1200315	0	1200315	1200315	1200315	0	10025	6008	6012	6023	0	6004	6026	10018
1200320	2	36826322	1200320	1210320	1200320	1200320	1200320	0	0	1200320	1200320	6028	10005	10009	6020	6023	0	0	6004	6013
1200321	2	35693619	0	1210321	1200321	0	1200321	1200321	1200321	1200321	1200321	0	10005	10027	0	6025	6015	6007	6022	6012
1200322	2	35695077	1200322	1210322	1200322	1200322	0	1200322	0	1200322	1200322	10009	10023	6006	6002	0	6022	0	6008	6018
1200323	2	35730343	1200323	1210323	1200323	1200323	1200323	1200323	0	0	1200323	6009	10013	6011	10003	6002	6024	0	0	6023
1200324	2	35731779	1200324	1210324	1200324	1200324	1200324	0	0	1200324	1200324	10017	10027	6004	6020	6003	0	0	6028	6008
1200325	2	35766215	1200325	1210325	1200325	1200325	0	0	1200325	1200325	1200325	6008	10015	6002	10006	0	0	6012	6019	6011
1200330	2	36904465	1200330	1210330	0	0	1200330	1200330	1200330	1200330	1200330	6010	10001	0	0	6003	10027	6026	6012	6014
1200331	2	35769092	1200331	1210331	1200331	0	1200331	1200331	1200331	1200331	0	6014	10009	10017	0	6020	6011	6015	6013	0
1200332	2	35804442	1200332	1210332	1200332	1200332	1200332	0	1200332	1200332	0	6017	10001	6024	6008	6014	0	6007	10009	0
1200333	2	35805881	1200333	1210333	1200333	1200333	1200333	0	1200333	0	1200333	6006	10001	6019	10004	6011	0	6012	0	6003
1200334	2	35840825	1200334	1210334	1200334	1200334	0	1200334	1200334	1200334	0	6002	10009	10011	6019	0	6006	6026	6004	0
1200335	2	35842282	0	1210335	1200335	1200335	0	1200335	1200335	1200335	1200335	0	10016	6003	6028	0	6011	6018	6001	10022
1200340	2	37018324	1200340	1210340	1200340	0	1200340	0	1200340	1200340	1200340	6013	10018	6011	0	6004	0	6020	6015	10017
1200341	2	35879126	1200341	1210341	1200341	1200341	1200341	1200341	0	0	1200341	10011	10018	6022	6008	6016	6012	0	0	6009
1200342	2	35880583	1200342	1210342	1200342	0	1200342	1200342	1200342	1200342	0	10004	10002	6020	0	6025	6014	6021	6012	0
1200343	2	35915726	1200343	1210343	1200343	1200343	1200343	0	1200343	1200343	0	6026	10018	6025	6003	6023	0	6009	10015	0
1200344	2	35917163	1200344	1210344	1200344	1200344	0	1200344	1200344	0	1200344	6020	10010	6021	10004	0	6025	6001	0	6017
1200345	2	35951903	1200345	1210345	1200345	0	1200345	1200345	1200345	1200345	0	6005	10018	10001	0	6008	6013	6007	6014	0
1200350	2	37096692	0	1210350	1200350	1200350	1200350	1200350	1200350	1200350	0	0	10022	6001	6002	6005	10026	6018	6010	0
1200351	2	35954783	1200351	1210351	0	1200351	1200351	0	1200351	1200351	1200351	10004	10002	0	6005	6003	0	6021	6026	6025
1200352	2	35990164	1200352	1210352	0	1200352	1200352	1200352	1200352	1200352	0	6011	10002	0	6018	6006	10021	6026	6015	0
1200353	2	35991604	1200353	1210353	0	1200353	1200353	0	1200353	1200353	1200353	6026	10008	0	6014	6003	0	6001	6012	10019
1200354	2	36026392	1200354	1210354	1200354	1200354	1200354	1200354	0	1200354	0	6017	10019	6014	10028	6011	6007	0	6004	0
1200355	2	36027832	1200355	1210355	1200355	0	1200355	0	1200355	1200355	1200355	6015	10016	6019	0	6009	0	6020	10018	6027
1200360	2	37210639	0	1210360	1200360	1200360	0	1200360	1200360	1200360	1200360	0	10017	6025	6010	0	6013	6009	6028	10015
1200361	2	36064908	1200361	1210361	1200361	0	1200361	1200361	1200361	1200361	0	6027	10004	6024	0	6016	10003	6012	6005	0
1200362	2	36066366	0	1210362	1200362	1200362	1200362	1200362	0	1200362	1200362	0	10003	10024	6023	6008	6025	0	6005	6014
1200363	2	36100911	1200363	1210363	1200363	0	1200363	1200363	1200363	0	1200363	6002	10014	6021	0	6011	6006	6009	0	10019
1200364	2	36102351	0	1210364	1200364	1200364	1200364	1200364	1200364	1200364	0	0	10019	6013	6020	6017	6028	10024	6016	0
1200365	2	36137742	0	1210365	1200365	1200365	1200365	0	1200365	1200365	1200365	0	10011	6015	6020	6019	0	6022	6006	10021
1200370	2	37289073	0	1210370	1200370	1200370	1200370	1200370	1200370	0	1200370	0	10027	6018	6015	10010	6013	6024	0	6020
1200371	2	36140647	0	1210371	1200371	1200371	1200371	0	1200371	1200371	1200371	0	10022	6018	6003	6020	0	10005	6006	6011
1200372	2	36176199	0	1210372	1200372	1200372	1200372	1200372	1200372	0	1200372	0	10028	6020	6021	10002	6014	6027	0	6005
1200373	2	36177642	1200373	1210373	1200373	0	1200373	0	1200373	1200373	1200373	6006	10025	6022	0	6002	0	6007	6005	10008
1200374	2	36212618	1200374	1210374	0	1200374	1200374	1200374	1200374	1200374	0	6016	10023	0	6009	6002	10003	6001	6019	0
1200375	2	36214083	0	1210375	1200375	1200375	1200375	1200375	0	1200375	1200375	0	10008	6018	6011	10027	6010	0	6009	6006
1200380	2	37403624	1200380	1210380	1200380	1200380	1200380	0	0	1200380	1200380	6014	10007	6005	6028	6003	0	0	10013	6015
1200381	2	36251329	1200381	1210381	1200381	0	1200381	0	1200381	1200381	1200381	10019	10002	6003	0	6007	0	6011	6022	6005
1200382	2	36252794	0	1210382	1200382	1200382	1200382	1200382	1200382	1200382	0	0	10015	6002	6013	10006	6022	6007	6016	0
1200383	2	36287522	1200383	1210383	0	1200383	0	1200383	1200383	1200383	1200383	10027	10003	0	6022	0	6020	6014	6008	6004
1200384	2	36288968	1200384	1210384	0	1200384	1200384	0	1200384	1200384	1200384	6012	10007	0	6023	6020	0	6002	10003	6009
1200385	2	36324530	1200385	1210385	1200385	1200385	0	1200385	1200385	1200385	0	6016	10019	6021	10028	0	6010	6017	6020	0
1200390	2	37482467	1200390	1210390	1200390	1200390	0	1200390	0	1200390	1200390	6004	10011	6006	6007	0	6010	0	10009	6017
1200391	2	36327474	0	1210391	1200391	1200391	1200391	1200391	0	1200391	1200391	0	10027	6028	10003	6008	6015	0	6025	6013
1200392	2	36362439	1200392	1210392	0	1200392	0	1200392	1200392	1200392	1200392	6004	10006	0	6021	0	6024	10016	6002	6022
1200393	2	36363907	0	1210393	1200393	1200393	0	1200393	1200393	1200393	1200393	0	10012	6011	10027	0	6006	6019	6001	6009
1200394	2	36399487	1200394	1210394	0	1200394	1200394	1200394	0	1200394	1200394	6010	10006	0	6024	10002	6015	0	6017	6012
1200395	2	36400954	1200395	1210395	0	1200395	1200395	1200395	1200395	0	1200395	6009	10022	0	6011	6024	6016	6008	0	10026
1200400	2	37597092	1200400	1210400	1200400	1200400	1200400	1200400	0	1200400	0	6016	10021	6012	6009	6028	6004	0	10007	0
1200401	2	36438249	1200401	1210401	1200401	1200401	0	1200401	0	1200401	1200401	6016	10007	6018	10024	0	6004	0	6015	6022
1200402	2	36439713	1200402	1210402	1200402	0	1200402	1200402	0	1200402	1200402	6025	10023	6010	0	6008	6005	0	6014	10018
1200403	2	36474456	1200403	1210403	1200403	0	1200403	0	1200403	1200403	1200403	10022	10005	6021	0	6006	0	6004	6007	6002
1200404	2	36475921	0	1210404	1200404	1200404	1200404	1200404	1200404	1200404	0	0	10006	6017	6002	6019	10016	6005	6010	0
1200405	2	36511512	1200405	1210405	1200405	1200405	0	1200405	1200405	1200405	0	6007	10021	6002	6004	0	6006	6008	10014	0
1200410	2	37676029	0	1210410	1200410	1200410	1200410	1200410	1200410	0	1200410	0	10021	6027	6013	6022	6020	10017	0	6006
1200411	2	36514457	0	1210411	1200411	1200411	1200411	1200411	0	1200411	1200411	0	10006	6027	6026	6005	6018	0	10014	6008
1200412	2	36549441	0	1210412	1200412	1200412	0	1200412	1200412	1200412	1200412	0	10009	6022	6006	0	6024	6027	6005	10014
1200413	2	36550918	1200413	1210413	0	1200413	1200413	1200413	0	1200413	1200413	6018	10017	0	6014	6002	6015	0	10028	6010
1200414	2	36586495	0	1210414	1200414	1200414	1200414	1200414	1200414	1200414	0	0	10020	6004	6016	10014	6023	6019	6008	0
1200415	2	36587981	0	1210415	1200415	1200415	1200415	0	1200415	1200415	1200415	0	10028	6024	6026	10023	0	6020	6010	6021
1200420	2	37790730	1200420	1210420	1200420	0	1200420	1200420	0	1200420	1200420	6008	10021	6010	0	6006	10017	0	6003	6022
1200421	2	36625289	1200421	1210421	1200421	1200421	1200421	0	0	1200421	1200421	10026	10021	6023	6025	6007	0	0	6022	6006
1200422	2	36626763	1200422	1210422	1200422	1200422	0	1200422	0	1200422	1200422	6004	10012	6027	6021	0	6013	0	10009	6020
1200423	2	36661512	1200423	1210423	1200423	1200423	1200423	1200423	0	0	1200423	6027	10006	6025	6015	6013	6014	0	0	10018
1200424	2	36662980	1200424	1210424	0	1200424	1200424	1200424	1200424	1200424	0	6024	10015	0	6005	6019	6027	10001	6014	0
1200425	2	36698596	1200425	1210425	0	1200425	1200425	1200425	0	1200425	1200425	6001	10021	0	6019	10013	6025	0	6014	6028
1200430	2	37869702	0	1210430	1200430	0	1200430	1200430	1200430	1200430	1200430	0	10019	6027	0	6002	10008	6018	6010	6016
1200431	2	36701556	1200431	1210431	1200431	1200431	1200431	1200431	0	0	1200431	6007	10028	6024	6005	6017	10020	0	0	6018
1200432	2	36736560	1200432	1210432	1200432	0	1200432	1200432	1200432	1200432	0	10026	10020	6007	0	6017	6024	6005	6022	0
1200433	2	36738025	0	1210433	1200433	1200433	1200433	1200433	1200433	0	1200433	0	10004	6026	10016	6014	6015	6008	0	6023
1200434	2	36773651	1200434	1210434	0	1200434	1200434	1200434	1200434	0	1200434	6011	10019	0	6021	6006	6018	6014	0	10010
1200435	2	36775137	1200435	1210435	1200435	0	1200435	1200435	0	1200435	1200435	6006	10013	10023	0	6008	6021	0	6025	6009
1200440	2	37983900	1200440	1210440	0	1200440	0	1200440	1200440	1200440	1200440	6021	10003	0	6004	0	10002	6015	6001	6018
1200441	2	36811867	1200441	1210441	0	1200441	0	1200441	1200441	1200441	1200441	6011	10009	0	6015	0	10023	6028	6025	6013
1200442	2	36813374	1200442	1210442	0	1200442	1200442	0	1200442	1200442	1200442	6009	10014	0	10022	6021	0	6027	6008	6002
1200443	2	36848728	0	1210443	1200443	1200443	0	1200443	1200443	1200443	1200443	0	10025	6009	10012	0	6018	6005	6007	6028
1200444	2	36850202	1200444	1210444	0	1200444	1200444	1200444	0	1200444	1200444	6025	10001	0	6017	6026	6021	0	10019	6018
1200445	2	36885826	1200445	1210445	1200445	1200445	1200445	0	1200445	0	1200445	10007	10020	6017	6018	6004	0	6003	0	6009
1200450	2	38063576	1200450	1210450	0	1200450	1200450	1200450	1200450	0	1200450	10018	10016	0	6001	6022	6024	6012	0	6002
1200451	2	36888804	1200451	1210451	1200451	0	1200451	1200451	1200451	1200451	0	6025	10019	6017	0	10009	6014	6008	6023	0
1200452	2	36923998	1200452	1210452	0	1200452	1200452	1200452	1200452	1200452	0	10013	10002	0	6009	6011	6028	6026	6007	0
1200453	2	36925470	1200453	1210453	1200453	0	1200453	1200453	1200453	1200453	0	6011	10003	6026	0	6028	10001	6019	6013	0
1200454	2	36961255	1200454	1210454	1200454	1200454	0	1200454	1200454	1200454	0	6009	10021	6003	6006	0	10013	6012	6020	0
1200455	2	36962744	0	1210455	1200455	0	1200455	1200455	1200455	1200455	1200455	0	10024	6006	0	6027	6009	6007	6018	10011
1200460	2	38178309	1200460	1210460	1200460	1200460	0	1200460	1200460	0	1200460	10028	10022	6014	6020	0	6018	6010	0	6004
1200461	2	36999680	1200461	1210461	1200461	1200461	0	1200461	1200461	1200461	0	6002	10010	6015	6017	0	6028	10007	6020	0
1200462	2	37001155	0	1210462	1200462	1200462	1200462	1200462	1200462	0	1200462	0	10020	10015	6018	6025	6016	6001	0	6007
1200463	2	37036696	1200463	1210463	1200463	1200463	1200463	0	1200463	1200463	0	6023	10017	6005	6024	10018	0	6012	6010	0
1200464	2	37038183	0	1210464	1200464	1200464	0	1200464	1200464	1200464	1200464	0	10023	6018	6004	0	6011	6025	10008	6010
1200465	2	37073986	0	1210465	1200465	0	1200465	1200465	1200465	1200465	1200465	0	10003	6026	0	6027	6015	6017	6019	10001
1200470	2	38258363	1200470	1210470	1200470	1200470	1200470	0	1200470	0	1200470	6021	10003	6002	6017	6010	0	10028	0	6022
1200471	2	37076986	0	1210471	0	1200471	1200471	1200471	1200471	1200471	1200471	0	10008	0	6010	6001	6018	6023	6028	10012
1200472	2	37112165	1200472	1210472	1200472	1200472	1200472	1200472	0	0	1200472	6018	10014	6015	6023	10022	6026	0	0	6006
1200473	2	37113679	0	1210473	1200473	1200473	1200473	0	1200473	1200473	1200473	0	10027	10015	6023	6020	0	6008	6012	6004
1200474	2	37149475	1200474	1210474	1200474	1200474	1200474	1200474	1200474	0	0	6005	10014	10008	6001	6028	6024	6021	0	0
1200475	2	37150968	1200475	1210475	1200475	1200475	1200475	1200475	0	0	1200475	6009	10018	6023	6007	6003	6008	0	0	10024
1200480	2	38373201	0	1210480	1200480	1200480	0	1200480	1200480	1200480	1200480	0	10026	6020	6012	0	6015	6017	10009	6004
1200481	2	37187931	0	1210481	1200481	1200481	1200481	0	1200481	1200481	1200481	0	10025	6005	6024	6001	0	10008	6010	6018
1200482	2	37189420	0	1210482	1200482	1200482	1200482	1200482	1200482	0	1200482	0	10028	6003	6010	10023	6025	6002	0	6006
1200483	2	37224978	0	1210483	1200483	1200483	0	1200483	1200483	1200483	1200483	0	10007	6020	6014	0	6011	6023	10015	6022
1200484	2	37226489	1200484	1210484	1200484	1200484	1200484	0	0	1200484	1200484	6014	10009	6013	6022	6010	0	0	6012	10011
1200485	2	37262305	1200485	1210485	0	1200485	1200485	1200485	1200485	1200485	0	6023	10028	0	6021	6016	6013	10008	6012	0
1200490	2	38453328	0	1210490	1200490	1200490	0	1200490	1200490	1200490	1200490	0	10019	6011	6008	0	10017	6022	6014	6006
1200491	2	37265297	0	1210491	1200491	1200491	1200491	0	1200491	1200491	1200491	0	10001	6019	10006	6014	0	6015	6017	6011
1200492	2	37300682	1200492	1210492	1200492	1200492	1200492	1200492	1200492	0	0	6023	10001	6004	6024	10015	6007	6003	0	0
