掉落ID	奖励名称	必掉奖励	随机类型（0万分比，1权重）	奖励随机个数	奖励1	奖励1权重	奖励2	奖励2权重	奖励3	奖励3权重	奖励4	奖励4权重	奖励5	奖励5权重	奖励6	奖励6权重	奖励7	奖励7权重	奖励8	奖励8权重	奖励9	奖励9权重	奖励10	奖励10权重	奖励11	奖励11权重	奖励12	奖励12权重	奖励13	奖励13权重	奖励14	奖励14权重	奖励15	奖励15权重
101441	屠龙补给箱Lv.41	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101442	屠龙补给箱Lv.42	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101443	屠龙补给箱Lv.43	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101444	屠龙补给箱Lv.44	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101445	屠龙补给箱Lv.45	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101446	屠龙补给箱Lv.46	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101447	屠龙补给箱Lv.47	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101448	屠龙补给箱Lv.48	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101449	屠龙补给箱Lv.49	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101450	屠龙补给箱Lv.50	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101451	屠龙补给箱Lv.51	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101452	屠龙补给箱Lv.52	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101453	屠龙补给箱Lv.53	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101454	屠龙补给箱Lv.54	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101455	屠龙补给箱Lv.55	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101456	屠龙补给箱Lv.56	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101457	屠龙补给箱Lv.57	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101458	屠龙补给箱Lv.58	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101459	屠龙补给箱Lv.59	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101460	屠龙补给箱Lv.60	0	1	1	user.bindcash:20	100	material.1:50	100	user.ntoken:3	100	material.940:10	100	material.950:2	100	user.sky_book:200	100	user.gold:104000	200	user.hero_exp:194000	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101501	屠龙至尊宝箱	user.legion:125,user.gold:50000,material.950:1	1	1	gem.103:1	2000	gem.203:1	2000	gem.303:1	2000	gem.403:1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101502	屠龙霸主宝箱	user.legion:100,user.gold:40000,material.940:4	1	1	gem.102:2	2000	gem.202:2	2000	gem.302:2	2000	gem.402:2	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101503	屠龙狂魔宝箱	user.legion:75,user.gold:30000,material.940:3	1	1	gem.102:1	2000	gem.202:1	2000	gem.302:1	2000	gem.402:1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101504	屠龙勇者宝箱	user.legion:50,user.gold:20000,material.940:2	1	1	gem.101:2	2000	gem.201:2	2000	gem.301:2	2000	gem.401:2	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101505	屠龙先锋宝箱	user.legion:25,user.gold:10000,material.940:1	1	1	gem.101:1	2000	gem.201:1	2000	gem.301:1	2000	gem.401:1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101506	屠龙贡献宝箱(已废弃）	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101601	强者礼盒	0	1	1	material.940:10	2700	material.1:20	3000	user.htoken:1	500	dragon.1001:1	3000	material.31:1	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101602	王者礼盒	0	1	1	material.940:20	3000	material.1:40	4000	user.htoken:2	600	dragon.1002:1	2000	material.32:1	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101603	至尊礼盒	0	1	1	material.950:5	3000	material.1:60	5000	user.htoken:3	700	dragon.1003:1	1000	material.33:1	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101701	旅人装备箱	equip.10101.0:1,equip.20101.0:1,equip.30101.0:1,equip.40101.0:1,equip.50101.0:1,equip.60101.0:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101702	冰晶装备箱	equip.10201.0:1,equip.20201.0:1,equip.30201.0:1,equip.40201.0:1,equip.50201.0:1,equip.60201.0:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101703	犀牛装备箱	equip.10301.0:1,equip.20301.0:1,equip.30301.0:1,equip.40301.0:1,equip.50301.0:1,equip.60301.0:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101704	雷霆装备箱	equip.10401.0:1,equip.20401.0:1,equip.30401.0:1,equip.40401.0:1,equip.50401.0:1,equip.60401.0:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101705	龙鳞装备箱	equip.10501.0:1,equip.20501.0:1,equip.30501.0:1,equip.40501.0:1,equip.50501.0:1,equip.60501.0:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101706	巨龙装备箱	equip.10601.0:1,equip.20601.0:1,equip.30601.0:1,equip.40601.0:1,equip.50601.0:1,equip.60601.0:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101707	雷神装备箱	equip.10701.0:1,equip.20701.0:1,equip.30701.0:1,equip.40701.0:1,equip.50701.0:1,equip.60701.0:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110002	好友礼物	user.love:1	1	1	user.soul:10	2500	user.gold:10000	2500	user.smelt:100	2500	user.bindcash:10	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300007	合服补偿	user.bindcash:250,user.arena:500,user.active:500,user.legion:500,user.legionwar:500,user.smelt:5000,user.xp:1200000,user.gold:3500000,user.hero_exp:5000000,user.soul:4500,material.200101:200,material.1:400,material.100001:10,material.100:20,material.200:20,material.300:20,user.sky_book:500,user.rune_crystal:200,user.rune_exp:6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300103	挖矿终极宝箱	dragon.1001:1	1	1	material.200101:30	50	material.930:10	30	material.940:10	15	material.950:10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300104	神秘宝藏1轮	0	1	1	dragon.101:1	12	dragon.102:1	4	user.bindcash:100	2	dragon.103:1	1	material.200101:10	75	dragon.1001:1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300105	神秘宝藏2轮	0	1	1	dragon.101:1	67	dragon.102:1	6	user.bindcash:120	2	dragon.103:1	2	material.200101:20	15	dragon.1002:1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300106	神秘宝藏3轮	0	1	1	dragon.101:1	25	dragon.102:1	52	user.bindcash:150	2	dragon.103:1	6	material.200101:30	12	dragon.1003:1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300107	守护者（绿）掉落	0	1	1	material.200101:10	90	material.200101:20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300108	守护者（红）掉落	0	1	1	dragon.101:1	70	dragon.1001:1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300201	新手宝箱1	user.gold:12000,equip.10301.0:1,equip.20301.0:1,material.1:80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300202	新手宝箱2	user.gold:24000,equip.30301.0:1,equip.40301.0:1,material.1:100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300203	新手宝箱3	user.gold:36000,equip.50301.0:1,equip.60301.0:1,material.1:120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300204	新手宝箱4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300301	秘境矿洞每日奖励1	user.bindcash:30,user.gold:18000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300302	秘境矿洞每日奖励2	user.bindcash:30,user.gold:31000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300303	秘境矿洞每日奖励3	user.bindcash:30,user.gold:39000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300304	秘境矿洞每日奖励4	user.bindcash:30,user.gold:48000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300305	秘境矿洞每日奖励5	user.bindcash:30,user.gold:53000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300306	秘境矿洞每日奖励6	user.bindcash:30,user.gold:58000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300307	秘境矿洞每日奖励7	user.bindcash:30,user.gold:64000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300308	秘境矿洞每日奖励8	user.bindcash:30,user.gold:70000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300309	秘境矿洞每日奖励9	user.bindcash:30,user.gold:71000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300310	秘境矿洞每日奖励10	user.bindcash:30,user.gold:73000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300311	秘境矿洞每日奖励11	user.bindcash:30,user.gold:75000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300312	秘境矿洞每日奖励12	user.bindcash:30,user.gold:78000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300313	秘境矿洞每日奖励13	user.bindcash:30,user.gold:80000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300314	秘境矿洞每日奖励14	user.bindcash:30,user.gold:83000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300315	秘境矿洞每日奖励15	user.bindcash:30,user.gold:86000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300316	秘境矿洞每日奖励16	user.bindcash:30,user.gold:89000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300317	秘境矿洞每日奖励17	user.bindcash:30,user.gold:93000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300318	秘境矿洞每日奖励18	user.bindcash:30,user.gold:97000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300319	秘境矿洞每日奖励19	user.bindcash:30,user.gold:101000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300320	秘境矿洞每日奖励20	user.bindcash:30,user.gold:104000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300321	秘境矿洞每日奖励21	user.bindcash:30,user.gold:104000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300322	秘境矿洞每日奖励22	user.bindcash:30,user.gold:104000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300323	秘境矿洞每日奖励23	user.bindcash:30,user.gold:104000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300324	秘境矿洞每日奖励24	user.bindcash:30,user.gold:104000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300325	秘境矿洞每日奖励25	user.bindcash:30,user.gold:104000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300326	秘境矿洞每日奖励26	user.bindcash:30,user.gold:104000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300327	秘境矿洞每日奖励27	user.bindcash:30,user.gold:104000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300328	秘境矿洞每日奖励28	user.bindcash:30,user.gold:104000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300329	秘境矿洞每日奖励29	user.bindcash:30,user.gold:104000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300330	秘境矿洞每日奖励30	user.bindcash:30,user.gold:104000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300331	秘境矿洞每日奖励31	user.bindcash:30,user.gold:104000,material.940:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300401	深渊宝箱奖励	material.950:10,material.940:20,material.930:30,user.bindcash:20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300500	深渊矿洞宝箱奖励	fragment.1001:20,material.940:8,material.1:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300501	深渊矿洞宝箱奖励	fragment.2001:20,material.940:8,user.bindcash:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300502	深渊矿洞宝箱奖励	fragment.2002:20,material.940:8,user.rotate_ncoin:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300503	深渊矿洞宝箱奖励	fragment.3001:20,material.940:8,user.wand:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300504	深渊矿洞宝箱奖励	fragment.3002:20,material.940:8,user.htoken:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300505	深渊矿洞宝箱奖励	equip.10301.0:1,equip.30301.0:1,material.1:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300506	深渊矿洞宝箱奖励	equip.50301.0:1,equip.20301.0:1,user.bindcash:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300507	深渊矿洞宝箱奖励	equip.40301.0:1,equip.60301.0:1,user.rotate_ncoin:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300508	深渊矿洞宝箱奖励	material.950:2,material.940:8,user.wand:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300509	深渊矿洞宝箱奖励	material.950:2,material.940:8,user.htoken:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300510	深渊矿洞宝箱奖励	material.950:2,material.940:8,material.1:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300511	深渊矿洞宝箱奖励	material.950:2,material.940:8,user.bindcash:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300512	深渊矿洞宝箱奖励	material.950:2,material.940:8,user.rotate_ncoin:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300513	深渊矿洞宝箱奖励	equip.10301.0:1,equip.30301.0:1,user.wand:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300514	深渊矿洞宝箱奖励	equip.50301.0:1,equip.20301.0:1,user.htoken:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300515	深渊矿洞宝箱奖励	equip.40301.0:1,equip.60301.0:1,material.1:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300516	深渊矿洞宝箱奖励	material.950:2,material.940:8,user.bindcash:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300517	深渊矿洞宝箱奖励	material.950:2,material.940:8,user.rotate_ncoin:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300518	深渊矿洞宝箱奖励	material.950:2,material.940:8,user.wand:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300519	深渊矿洞宝箱奖励	material.950:2,material.940:8,user.htoken:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300520	深渊矿洞宝箱奖励	material.950:2,material.940:8,material.1:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300521	深渊矿洞宝箱奖励	equip.10401.0:1,equip.30401.0:1,user.bindcash:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300522	深渊矿洞宝箱奖励	equip.50401.0:1,equip.20401.0:1,user.rotate_ncoin:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300523	深渊矿洞宝箱奖励	equip.40401.0:1,equip.60401.0:1,user.wand:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300524	深渊矿洞宝箱奖励	material.950:2,material.940:8,user.htoken:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300525	深渊矿洞宝箱奖励	material.950:2,material.940:8,material.1:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300526	深渊矿洞宝箱奖励	material.950:2,material.940:8,user.bindcash:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300527	深渊矿洞宝箱奖励	material.950:2,material.940:8,user.rotate_ncoin:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300528	深渊矿洞宝箱奖励	material.950:2,material.940:8,user.wand:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300529	深渊矿洞宝箱奖励	equip.10401.0:1,equip.30401.0:1,user.htoken:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300530	深渊矿洞宝箱奖励	equip.50401.0:1,equip.20401.0:1,material.1:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300531	深渊矿洞宝箱奖励	equip.40401.0:1,equip.60401.0:1,user.bindcash:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300532	深渊矿洞宝箱奖励	material.950:2,material.940:8,user.rotate_ncoin:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300533	深渊矿洞宝箱奖励	material.950:2,material.940:8,user.wand:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300534	深渊矿洞宝箱奖励	material.950:2,material.940:8,user.htoken:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300535	深渊矿洞宝箱奖励	material.950:2,material.940:8,material.1:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300536	深渊矿洞宝箱奖励	material.950:2,material.940:8,user.bindcash:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300537	深渊矿洞宝箱奖励	equip.10401.0:1,equip.30401.0:1,user.rotate_ncoin:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300538	深渊矿洞宝箱奖励	equip.50401.0:1,equip.20401.0:1,user.wand:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300539	深渊矿洞宝箱奖励	equip.40401.0:1,equip.60401.0:1,user.htoken:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300540	深渊矿洞宝箱奖励	material.950:2,material.940:8,material.1:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300541	深渊矿洞宝箱奖励	material.950:2,material.940:8,user.bindcash:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
