索引ID	出现商店类型（1-神将，2-商店，3-竞技场，4-爬塔，5-弃用黑市，6-国家商店, 7-跨服战商店,8-荣誉商店,9-军团商店	获得物品	组id	组权重（0为必出）	最低刷出等级	最高刷出等级	物品刷新权重	将魂消耗	货币权重	元宝消耗	货币权重1	金币消耗	货币权重2	军功消耗	货币权重3	军团币消耗	货币权重4	令牌消耗	货币权重5	军团战功消耗	货币权重6	千层塔币消耗	货币权重7	试练代币消耗	货币权重8	国战货币消耗	货币权重9	俸禄消耗	货币权重10
164	1	fragment.4401:5	164	1512	41	60	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165	1	fragment.4402:5	165	1838	41	60	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166	1	fragment.4403:5	166	1512	41	60	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167	1	fragment.4404:5	167	1838	41	60	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168	1	fragment.4405:5	168	1512	41	60	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	1	fragment.4406:5	169	1512	41	60	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170	1	fragment.4407:5	170	1512	41	60	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171	1	fragment.4408:5	171	1512	41	60	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	1	fragment.4409:5	172	1512	41	60	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	1	fragment.4110:10	173	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	1	fragment.4102:10	174	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	1	fragment.4103:10	175	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	1	fragment.4104:10	176	1838	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	1	fragment.4105:10	177	1838	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	1	fragment.4106:10	178	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	1	fragment.4107:10	179	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	1	fragment.4108:10	180	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	1	fragment.4109:10	181	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	1	fragment.4201:10	182	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	1	fragment.4202:10	183	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	1	fragment.4203:10	184	1838	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	1	fragment.4204:10	185	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	1	fragment.4205:10	186	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	1	fragment.4206:10	187	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
188	1	fragment.4207:10	188	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	1	fragment.4208:10	189	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	1	fragment.4209:10	190	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	1	fragment.4301:10	191	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	1	fragment.4302:10	192	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	1	fragment.4303:10	193	1838	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	1	fragment.4304:10	194	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	1	fragment.4305:10	195	1838	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196	1	fragment.4306:10	196	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197	1	fragment.4307:10	197	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198	1	fragment.4308:10	198	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	1	fragment.4309:10	199	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200	1	fragment.4401:10	200	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	1	fragment.4402:10	201	1838	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	1	fragment.4403:10	202	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203	1	fragment.4404:10	203	1838	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	1	fragment.4405:10	204	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	1	fragment.4406:10	205	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	1	fragment.4407:10	206	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	1	fragment.4408:10	207	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208	1	fragment.4409:10	208	1512	41	60	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209	1	fragment.4110:5	209	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	1	fragment.4102:5	210	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211	1	fragment.4103:5	211	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	1	fragment.4104:5	212	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	1	fragment.4105:5	213	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214	1	fragment.4106:5	214	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	1	fragment.4107:5	215	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216	1	fragment.4108:5	216	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217	1	fragment.4109:5	217	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218	1	fragment.4201:5	218	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219	1	fragment.4202:5	219	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220	1	fragment.4203:5	220	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	1	fragment.4204:5	221	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	1	fragment.4205:5	222	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
223	1	fragment.4206:5	223	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	1	fragment.4207:5	224	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225	1	fragment.4208:5	225	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	1	fragment.4209:5	226	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227	1	fragment.4301:5	227	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
228	1	fragment.4302:5	228	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229	1	fragment.4303:5	229	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	1	fragment.4304:5	230	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231	1	fragment.4305:5	231	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232	1	fragment.4306:5	232	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
233	1	fragment.4307:5	233	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234	1	fragment.4308:5	234	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	1	fragment.4309:5	235	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236	1	fragment.4401:5	236	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237	1	fragment.4402:5	237	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238	1	fragment.4403:5	238	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239	1	fragment.4404:5	239	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	1	fragment.4405:5	240	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241	1	fragment.4406:5	241	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242	1	fragment.4407:5	242	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243	1	fragment.4408:5	243	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244	1	fragment.4409:5	244	1512	61	80	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245	1	fragment.4110:10	245	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
246	1	fragment.4102:10	246	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247	1	fragment.4103:10	247	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248	1	fragment.4104:10	248	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
249	1	fragment.4105:10	249	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250	1	fragment.4106:10	250	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251	1	fragment.4107:10	251	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252	1	fragment.4108:10	252	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
253	1	fragment.4109:10	253	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254	1	fragment.4201:10	254	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255	1	fragment.4202:10	255	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256	1	fragment.4203:10	256	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
257	1	fragment.4204:10	257	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
258	1	fragment.4205:10	258	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259	1	fragment.4206:10	259	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	1	fragment.4207:10	260	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261	1	fragment.4208:10	261	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
262	1	fragment.4209:10	262	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263	1	fragment.4301:10	263	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	1	fragment.4302:10	264	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265	1	fragment.4303:10	265	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266	1	fragment.4304:10	266	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
267	1	fragment.4305:10	267	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
268	1	fragment.4306:10	268	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269	1	fragment.4307:10	269	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270	1	fragment.4308:10	270	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271	1	fragment.4309:10	271	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272	1	fragment.4401:10	272	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	1	fragment.4402:10	273	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	1	fragment.4403:10	274	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	1	fragment.4404:10	275	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	1	fragment.4405:10	276	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	1	fragment.4406:10	277	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	1	fragment.4407:10	278	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	1	fragment.4408:10	279	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	1	fragment.4409:10	280	1512	61	80	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	1	fragment.4110:5	281	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	1	fragment.4102:5	282	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	1	fragment.4103:5	283	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	1	fragment.4104:5	284	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	1	fragment.4105:5	285	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286	1	fragment.4106:5	286	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
287	1	fragment.4107:5	287	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
288	1	fragment.4108:5	288	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
289	1	fragment.4109:5	289	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290	1	fragment.4201:5	290	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291	1	fragment.4202:5	291	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292	1	fragment.4203:5	292	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293	1	fragment.4204:5	293	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294	1	fragment.4205:5	294	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
295	1	fragment.4206:5	295	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296	1	fragment.4207:5	296	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
297	1	fragment.4208:5	297	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298	1	fragment.4209:5	298	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
299	1	fragment.4301:5	299	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300	1	fragment.4302:5	300	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301	1	fragment.4303:5	301	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	1	fragment.4304:5	302	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303	1	fragment.4305:5	303	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	1	fragment.4306:5	304	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305	1	fragment.4307:5	305	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306	1	fragment.4308:5	306	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	1	fragment.4309:5	307	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308	1	fragment.4401:5	308	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
309	1	fragment.4402:5	309	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310	1	fragment.4403:5	310	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	1	fragment.4404:5	311	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	1	fragment.4405:5	312	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313	1	fragment.4406:5	313	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
314	1	fragment.4407:5	314	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315	1	fragment.4408:5	315	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	1	fragment.4409:5	316	1512	81	90	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	1	fragment.4110:10	317	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	1	fragment.4102:10	318	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
319	1	fragment.4103:10	319	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	1	fragment.4104:10	320	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
321	1	fragment.4105:10	321	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322	1	fragment.4106:10	322	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	1	fragment.4107:10	323	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324	1	fragment.4108:10	324	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325	1	fragment.4109:10	325	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	1	fragment.4201:10	326	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	1	fragment.4202:10	327	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	1	fragment.4203:10	328	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
329	1	fragment.4204:10	329	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
330	1	fragment.4205:10	330	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331	1	fragment.4206:10	331	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	1	fragment.4207:10	332	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
333	1	fragment.4208:10	333	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334	1	fragment.4209:10	334	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
