关卡类型	关卡id	场景展示资源	经验展现	金币展现	英雄经验展现	挂机掉落经验	挂机掉落金币	挂机掉落英雄经验	挑战限制	限制参数	功能开启	功能开启界面是否显示	新手引导标示	是否可退出/暂停	是否展示BOSS信息	冒险送钻石	首通奖励	奖励展示	掉落解锁	战斗ID
2	27	npc_explore_2	36	62	72	257	437	510	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500	user.bindcash:10		1000177
2	28	npc_explore_2	36	62	73	258	438	514	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000178
2	29	npc_explore_2	37	62	73	260	440	517	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000179
2	30	npc_explore_2	37	63	74	261	441	521	level	1	0	0	0	1	0	6	material.940:40,user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500	material.940:40		1000180
2	31	npc_explore_2	37	63	74	263	443	524	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000181
2	32	npc_explore_2	37	63	75	264	444	528	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000182
2	33	npc_explore_2	37	63	75	265	445	531	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500	user.bindcash:10		1000183
2	34	npc_explore_2	38	63	76	267	447	535	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000184
2	35	npc_explore_2	38	64	77	268	448	539	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000185
2	36	npc_explore_2	38	64	77	270	450	542	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500	user.bindcash:10		1000186
2	37	npc_explore_2	38	64	78	271	451	546	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000187
2	38	npc_explore_2	39	64	78	273	453	549	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000188
2	39	npc_explore_2	39	64	79	274	454	553	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500	user.bindcash:10		1000189
2	40	npc_explore_2	39	65	79	276	456	557	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000190
2	41	npc_explore_2	39	65	80	277	457	560	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000191
2	42	npc_explore_2	39	65	80	279	459	564	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500	user.bindcash:10		1000192
2	43	npc_explore_2	40	65	81	280	460	568	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000193
2	44	npc_explore_2	40	66	81	282	462	571	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000194
2	45	npc_explore_2	40	66	82	283	463	575	level	1	0	0	0	1	0	6	material.101702:1,user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500	material.101702:1		1000195
2	46	npc_explore_2	40	66	82	285	465	579	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000196
2	47	npc_explore_2	40	66	83	286	466	582	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000197
2	48	npc_explore_2	41	66	83	288	468	586	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500	user.bindcash:10		1000198
2	49	npc_explore_2	41	67	84	289	469	590	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000199
2	50	npc_explore_2	41	67	84	291	471	594	level	59	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500		equip.20401.0:1	1000200
2	51	npc_explore_2	41	67	85	292	472	597	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500	user.bindcash:10		1000201
2	52	npc_explore_2	42	67	85	294	474	601	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000202
2	53	npc_explore_2	42	67	86	295	475	605	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000203
2	54	npc_explore_2	42	68	87	297	477	609	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500	user.bindcash:10		1000204
2	55	npc_explore_2	42	68	87	298	478	612	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000205
2	56	npc_explore_2	42	68	88	300	480	616	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000206
2	57	npc_explore_2	43	68	88	301	481	620	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500	user.bindcash:10		1000207
2	58	npc_explore_2	43	69	89	303	483	624	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000208
2	59	npc_explore_2	43	69	89	304	484	627	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000209
2	60	npc_explore_2	43	69	90	306	486	631	level	1	0	0	0	1	0	6	user.bindcash:100,user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500	user.bindcash:100		1000210
2	61	npc_explore_2	43	69	90	307	487	635	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000211
2	62	npc_explore_2	44	69	91	309	489	639	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000212
2	63	npc_explore_2	44	70	91	311	491	643	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500	user.bindcash:10		1000213
2	64	npc_explore_2	44	70	92	312	492	647	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000214
2	65	npc_explore_2	44	70	92	314	494	650	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000215
2	66	npc_explore_2	45	70	93	315	495	654	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500	user.bindcash:10		1000216
2	67	npc_explore_2	45	71	94	317	497	658	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000217
2	68	npc_explore_2	45	71	94	318	498	662	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000218
2	69	npc_explore_2	45	71	95	320	500	666	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500	user.bindcash:10		1000219
2	70	npc_explore_2	46	71	95	322	502	670	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000220
2	71	npc_explore_2	46	71	96	323	503	674	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000221
2	72	npc_explore_2	46	72	96	325	505	678	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500	user.bindcash:10		1000222
2	73	npc_explore_2	46	72	97	326	506	682	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000223
2	74	npc_explore_2	46	72	98	328	508	686	level	1	0	0	0	1	0	6	user.xp:1100,user.gold:12000,user.hero_exp:20500			1000224
2	75	npc_explore_2	47	72	98	330	510	690	level	61	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10	equip.30401.0:1	1000225
2	76	npc_explore_2	47	73	99	331	511	693	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000226
2	77	npc_explore_2	47	73	99	333	513	697	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000227
2	78	npc_explore_2	47	73	100	334	514	701	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000228
2	79	npc_explore_2	48	73	100	336	516	705	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000229
2	80	npc_explore_2	48	74	101	338	518	709	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000230
2	81	npc_explore_2	48	74	101	339	519	713	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000231
2	82	npc_explore_2	48	74	102	341	521	717	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000232
2	83	npc_explore_2	48	74	103	342	522	721	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000233
2	84	npc_explore_2	49	74	103	344	524	725	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000234
2	85	npc_explore_2	49	75	104	346	526	729	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000235
2	86	npc_explore_2	49	75	104	347	527	733	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000236
2	87	npc_explore_2	49	75	105	349	529	737	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000237
2	88	npc_explore_2	50	75	106	351	531	742	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000238
2	89	npc_explore_2	50	76	106	352	532	746	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000239
2	90	npc_explore_2	50	76	107	354	534	750	level	1	0	0	0	1	0	6	material.101702:1,user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	material.101702:1		1000240
2	91	npc_explore_2	50	76	107	356	536	754	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000241
2	92	npc_explore_2	51	76	108	357	537	758	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000242
2	93	npc_explore_2	51	77	108	359	539	762	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000243
2	94	npc_explore_2	51	77	109	361	541	766	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000244
2	95	npc_explore_2	51	77	110	362	542	770	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000245
2	96	npc_explore_2	52	77	110	364	544	774	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000246
2	97	npc_explore_2	52	78	111	366	546	778	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000247
2	98	npc_explore_2	52	78	111	367	547	783	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000248
2	99	npc_explore_2	52	78	112	369	549	787	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000249
2	100	npc_explore_2	53	78	113	371	551	791	level	63	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700		equip.40401.0:1	1000250
2	101	npc_explore_2	53	78	113	372	552	795	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000251
2	102	npc_explore_2	53	79	114	374	554	799	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000252
2	103	npc_explore_2	53	79	114	376	556	803	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000253
2	104	npc_explore_2	53	79	115	377	557	808	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000254
2	105	npc_explore_2	54	79	116	379	559	812	level	1	0	0	0	1	0	6	material.950:15,user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	material.950:15		1000255
2	106	npc_explore_2	54	80	116	381	561	816	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000256
2	107	npc_explore_2	54	80	117	383	563	820	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000257
2	108	npc_explore_2	54	80	117	384	564	825	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000258
2	109	npc_explore_2	55	80	118	386	566	829	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000259
2	110	npc_explore_2	55	81	119	388	568	833	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000260
2	111	npc_explore_2	55	81	119	389	569	837	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000261
2	112	npc_explore_2	55	81	120	391	571	842	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000262
2	113	npc_explore_2	56	81	120	393	573	846	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000263
2	114	npc_explore_2	56	82	121	395	575	850	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000264
2	115	npc_explore_2	56	82	122	396	576	854	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000265
2	116	npc_explore_2	56	82	122	398	578	859	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000266
2	117	npc_explore_2	57	82	123	400	580	863	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000267
2	118	npc_explore_2	57	83	123	402	582	867	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000268
2	119	npc_explore_2	57	83	124	403	583	872	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000269
2	120	npc_explore_2	57	83	125	405	585	876	level	1	0	0	0	1	0	6	material.101702:1,user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	material.101702:1		1000270
2	121	npc_explore_2	58	83	125	407	587	880	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000271
2	122	npc_explore_2	58	84	126	409	589	885	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000272
2	123	npc_explore_2	58	84	127	410	590	889	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000273
2	124	npc_explore_2	58	84	127	412	592	893	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000274
2	125	npc_explore_2	59	84	128	414	594	898	level	65	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700		equip.50401.0:1	1000275
2	126	npc_explore_2	59	85	128	416	596	902	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000276
2	127	npc_explore_2	59	85	129	418	598	907	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000277
2	128	npc_explore_2	59	85	130	419	599	911	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000278
2	129	npc_explore_2	60	85	130	421	601	915	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000279
2	130	npc_explore_2	60	86	131	423	603	920	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000280
2	131	npc_explore_2	60	86	132	425	605	924	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000281
2	132	npc_explore_2	60	86	132	426	606	929	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000282
2	133	npc_explore_2	61	86	133	428	608	933	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000283
2	134	npc_explore_2	61	87	134	430	610	938	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000284
2	135	npc_explore_2	61	87	134	432	612	942	level	1	0	0	0	1	0	6	user.bindcash:200,user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:200		1000285
2	136	npc_explore_2	62	87	135	434	614	947	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000286
2	137	npc_explore_2	62	88	135	436	616	951	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000287
2	138	npc_explore_2	62	88	136	437	617	956	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000288
2	139	npc_explore_2	62	88	137	439	619	960	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000289
2	140	npc_explore_2	63	88	137	441	621	965	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000290
2	141	npc_explore_2	63	89	138	443	623	969	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000291
2	142	npc_explore_2	63	89	139	445	625	974	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000292
2	143	npc_explore_2	63	89	139	447	627	978	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000293
2	144	npc_explore_2	64	89	140	448	628	983	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000294
2	145	npc_explore_2	64	90	141	450	630	987	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000295
2	146	npc_explore_2	64	90	141	452	632	992	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000296
2	147	npc_explore_2	64	90	142	454	634	996	level	1	0	0	0	1	0	6	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700	user.bindcash:10		1000297
2	148	npc_explore_2	65	90	143	456	636	1001	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000298
2	149	npc_explore_2	65	91	143	458	638	1006	level	1	0	0	0	1	0	6	user.xp:1400,user.gold:15000,user.hero_exp:25700			1000299
2	150	npc_explore_2	65	91	144	460	640	1010	level	67	0	0	0	1	0	6	user.bindcash:10,user.xp:1800,user.gold:21000,user.hero_exp:34600	user.bindcash:10	equip.60401.0:1	1000300
3	1	npc_explore_3	65	91	145	461	641	1015	level	1	0	0	0	1	0	6	user.xp:1800,user.gold:21000,user.hero_exp:34600			1000301
3	2	npc_explore_3	66	91	145	463	643	1019	level	1	0	0	0	1	0	6	user.xp:1800,user.gold:21000,user.hero_exp:34600			1000302
3	3	npc_explore_3	66	92	146	465	645	1024	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:1800,user.gold:21000,user.hero_exp:34600	user.bindcash:15		1000303
3	4	npc_explore_3	66	92	147	467	647	1029	level	1	0	0	0	1	0	6	user.xp:1900,user.gold:21000,user.hero_exp:35100			1000304
3	5	npc_explore_3	67	92	147	469	649	1033	level	1	0	0	0	1	0	6	user.xp:1900,user.gold:21000,user.hero_exp:35100			1000305
3	6	npc_explore_3	67	93	148	471	651	1038	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:1900,user.gold:21000,user.hero_exp:35100	user.bindcash:15		1000306
3	7	npc_explore_3	67	93	149	473	653	1043	level	1	0	0	0	1	0	6	user.xp:1900,user.gold:21000,user.hero_exp:35100			1000307
3	8	npc_explore_3	67	93	149	475	655	1047	level	1	0	0	0	1	0	6	user.xp:1900,user.gold:21000,user.hero_exp:35700			1000308
3	9	npc_explore_3	68	93	150	476	656	1052	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:1900,user.gold:21000,user.hero_exp:35700	user.bindcash:15		1000309
3	10	npc_explore_3	68	94	151	478	658	1057	level	1	0	0	0	1	0	6	user.xp:1900,user.gold:21000,user.hero_exp:35700			1000310
3	11	npc_explore_3	68	94	151	480	660	1061	level	1	0	0	0	1	0	6	user.xp:1900,user.gold:21000,user.hero_exp:35700			1000311
3	12	npc_explore_3	68	94	152	482	662	1066	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:1900,user.gold:22000,user.hero_exp:36200	user.bindcash:15		1000312
3	13	npc_explore_3	69	94	153	484	664	1071	level	1	0	0	0	1	0	6	user.xp:1900,user.gold:22000,user.hero_exp:36200			1000313
3	14	npc_explore_3	69	95	153	486	666	1075	level	1	0	0	0	1	0	6	user.xp:1900,user.gold:22000,user.hero_exp:36200			1000314
3	15	npc_explore_3	69	95	154	488	668	1080	level	1	0	0	0	1	0	6	material.101703:1,user.bindcash:15,user.xp:1900,user.gold:22000,user.hero_exp:36900	material.101703:1		1000315
3	16	npc_explore_3	70	95	155	490	670	1085	level	1	0	0	0	1	0	6	user.xp:1900,user.gold:22000,user.hero_exp:36900			1000316
3	17	npc_explore_3	70	96	155	492	672	1090	level	1	0	0	0	1	0	6	user.xp:1900,user.gold:22000,user.hero_exp:36900			1000317
3	18	npc_explore_3	70	96	156	494	674	1094	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:1900,user.gold:22000,user.hero_exp:36900	user.bindcash:15		1000318
3	19	npc_explore_3	70	96	157	496	676	1099	level	1	0	0	0	1	0	6	user.xp:2000,user.gold:22000,user.hero_exp:37500			1000319
3	20	npc_explore_3	71	96	157	498	678	1104	level	1	0	0	0	1	0	6	user.xp:2000,user.gold:22000,user.hero_exp:37500			1000320
3	21	npc_explore_3	71	97	158	499	679	1109	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2000,user.gold:22000,user.hero_exp:37500	user.bindcash:15		1000321
3	22	npc_explore_3	71	97	159	501	681	1114	level	1	0	0	0	1	0	6	user.xp:2000,user.gold:22000,user.hero_exp:37500			1000322
3	23	npc_explore_3	71	97	159	503	683	1118	level	1	0	0	0	1	0	6	user.xp:2000,user.gold:23000,user.hero_exp:38200			1000323
3	24	npc_explore_3	72	97	160	505	685	1123	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2000,user.gold:23000,user.hero_exp:38200	user.bindcash:15		1000324
3	25	npc_explore_3	72	98	161	507	687	1128	level	70	0	0	0	1	0	6	user.xp:2000,user.gold:23000,user.hero_exp:38200		equip.10501.0:1	1000325
3	26	npc_explore_3	72	98	161	509	689	1133	level	1	0	0	0	1	0	6	user.xp:2000,user.gold:23000,user.hero_exp:38200			1000326
3	27	npc_explore_3	73	98	162	511	691	1138	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2000,user.gold:23000,user.hero_exp:39000	user.bindcash:15		1000327
3	28	npc_explore_3	73	99	163	513	693	1143	level	1	0	0	0	1	0	6	user.xp:2000,user.gold:23000,user.hero_exp:39000			1000328
3	29	npc_explore_3	73	99	163	515	695	1147	level	1	0	0	0	1	0	6	user.xp:2000,user.gold:23000,user.hero_exp:39000			1000329
3	30	npc_explore_3	73	99	164	517	697	1152	level	1	0	0	0	1	0	6	user.htoken:3,user.bindcash:15,user.xp:2100,user.gold:24000,user.hero_exp:39800	user.htoken:3		1000330
3	31	npc_explore_3	74	99	165	519	699	1157	level	1	0	0	0	1	0	6	user.xp:2100,user.gold:24000,user.hero_exp:39800			1000331
3	32	npc_explore_3	74	100	166	521	701	1162	level	1	0	0	0	1	0	6	user.xp:2100,user.gold:24000,user.hero_exp:39800			1000332
3	33	npc_explore_3	74	100	166	523	703	1167	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2100,user.gold:24000,user.hero_exp:39800	user.bindcash:15		1000333
3	34	npc_explore_3	75	100	167	525	705	1172	level	1	0	0	0	1	0	6	user.xp:2100,user.gold:24000,user.hero_exp:40600			1000334
3	35	npc_explore_3	75	101	168	527	707	1177	level	1	0	0	0	1	0	6	user.xp:2100,user.gold:24000,user.hero_exp:40600			1000335
3	36	npc_explore_3	75	101	168	529	709	1182	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2100,user.gold:24000,user.hero_exp:40600	user.bindcash:15		1000336
3	37	npc_explore_3	75	101	169	531	711	1187	level	1	0	0	0	1	0	6	user.xp:2100,user.gold:24000,user.hero_exp:40600			1000337
3	38	npc_explore_3	76	101	170	533	713	1191	level	1	0	0	0	1	0	6	user.xp:2200,user.gold:25000,user.hero_exp:41500			1000338
3	39	npc_explore_3	76	102	170	535	715	1196	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2200,user.gold:25000,user.hero_exp:41500	user.bindcash:15		1000339
3	40	npc_explore_3	76	102	171	537	717	1201	level	1	0	0	0	1	0	6	user.xp:2200,user.gold:25000,user.hero_exp:41500			1000340
3	41	npc_explore_3	77	102	172	539	719	1206	level	1	0	0	0	1	0	6	user.xp:2200,user.gold:25000,user.hero_exp:41500			1000341
3	42	npc_explore_3	77	103	173	541	721	1211	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2200,user.gold:25000,user.hero_exp:42400	user.bindcash:15		1000342
3	43	npc_explore_3	77	103	173	543	723	1216	level	1	0	0	0	1	0	6	user.xp:2200,user.gold:25000,user.hero_exp:42400			1000343
3	44	npc_explore_3	77	103	174	545	725	1221	level	1	0	0	0	1	0	6	user.xp:2200,user.gold:25000,user.hero_exp:42400			1000344
3	45	npc_explore_3	78	103	175	547	727	1226	level	1	0	0	0	1	0	6	material.101703:1,user.bindcash:15,user.xp:2300,user.gold:26000,user.hero_exp:43400	material.101703:1		1000345
3	46	npc_explore_3	78	104	175	549	729	1231	level	1	0	0	0	1	0	6	user.xp:2300,user.gold:26000,user.hero_exp:43400			1000346
3	47	npc_explore_3	78	104	176	551	731	1236	level	1	0	0	0	1	0	6	user.xp:2300,user.gold:26000,user.hero_exp:43400			1000347
3	48	npc_explore_3	79	104	177	553	733	1241	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2300,user.gold:26000,user.hero_exp:43400	user.bindcash:15		1000348
3	49	npc_explore_3	79	105	178	555	735	1246	level	1	0	0	0	1	0	6	user.xp:2300,user.gold:26000,user.hero_exp:44400			1000349
3	50	npc_explore_3	79	105	178	557	737	1251	level	72	0	0	0	1	0	6	user.xp:2300,user.gold:26000,user.hero_exp:44400		equip.20501.0:1	1000350
3	51	npc_explore_3	79	105	179	559	739	1256	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2300,user.gold:26000,user.hero_exp:44400	user.bindcash:15		1000351
3	52	npc_explore_3	80	105	180	561	741	1261	level	1	0	0	0	1	0	6	user.xp:2300,user.gold:26000,user.hero_exp:44400			1000352
3	53	npc_explore_3	80	106	181	563	743	1267	level	1	0	0	0	1	0	6	user.xp:2400,user.gold:27000,user.hero_exp:45400			1000353
