关卡ID	战斗ID	挑战限制	限制参数	首通奖励
202804	1200284	level	167	user.gold:610000,user.hero_exp:840000,material.1:50
202805	1200285	level	167	user.gold:630000,user.hero_exp:870000,material.1:50
202900	1200290	level	168	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
202901	1200291	level	168	user.gold:300000,user.hero_exp:410000,material.1:50
202902	1200292	level	168	user.gold:320000,user.hero_exp:440000,material.1:50
202903	1200293	level	168	user.gold:340000,user.hero_exp:460000,material.1:50
202904	1200294	level	168	user.gold:350000,user.hero_exp:480000,material.1:50
202905	1200295	level	168	user.gold:370000,user.hero_exp:510000,material.1:50
203000	1200300	level	168	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
203001	1200301	level	168	user.gold:390000,user.hero_exp:530000,material.1:50
203002	1200302	level	168	user.gold:410000,user.hero_exp:550000,material.1:50
203003	1200303	level	168	user.gold:420000,user.hero_exp:580000,material.1:50
203004	1200304	level	168	user.gold:440000,user.hero_exp:600000,material.1:50
203005	1200305	level	168	user.gold:460000,user.hero_exp:630000,material.1:50
203100	1200310	level	168	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
203101	1200311	level	168	user.gold:470000,user.hero_exp:650000,material.1:50
203102	1200312	level	168	user.gold:490000,user.hero_exp:670000,material.1:50
203103	1200313	level	168	user.gold:510000,user.hero_exp:700000,material.1:50
203104	1200314	level	168	user.gold:530000,user.hero_exp:720000,material.1:50
203105	1200315	level	168	user.gold:540000,user.hero_exp:750000,material.1:50
203200	1200320	level	168	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
203201	1200321	level	168	user.gold:560000,user.hero_exp:770000,material.1:50
203202	1200322	level	168	user.gold:580000,user.hero_exp:790000,material.1:50
203203	1200323	level	168	user.gold:600000,user.hero_exp:820000,material.1:50
203204	1200324	level	168	user.gold:610000,user.hero_exp:840000,material.1:50
203205	1200325	level	168	user.gold:630000,user.hero_exp:870000,material.1:50
203300	1200330	level	169	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
203301	1200331	level	169	user.gold:300000,user.hero_exp:410000,material.1:50
203302	1200332	level	169	user.gold:320000,user.hero_exp:440000,material.1:50
203303	1200333	level	169	user.gold:340000,user.hero_exp:460000,material.1:50
203304	1200334	level	169	user.gold:350000,user.hero_exp:480000,material.1:50
203305	1200335	level	169	user.gold:370000,user.hero_exp:510000,material.1:50
203400	1200340	level	169	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
203401	1200341	level	169	user.gold:390000,user.hero_exp:530000,material.1:50
203402	1200342	level	169	user.gold:410000,user.hero_exp:550000,material.1:50
203403	1200343	level	169	user.gold:420000,user.hero_exp:580000,material.1:50
203404	1200344	level	169	user.gold:440000,user.hero_exp:600000,material.1:50
203405	1200345	level	169	user.gold:460000,user.hero_exp:630000,material.1:50
203500	1200350	level	169	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
203501	1200351	level	169	user.gold:480000,user.hero_exp:650000,material.1:50
203502	1200352	level	169	user.gold:490000,user.hero_exp:670000,material.1:50
203503	1200353	level	169	user.gold:510000,user.hero_exp:700000,material.1:50
203504	1200354	level	169	user.gold:530000,user.hero_exp:720000,material.1:50
203505	1200355	level	169	user.gold:540000,user.hero_exp:750000,material.1:50
203600	1200360	level	169	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
203601	1200361	level	169	user.gold:560000,user.hero_exp:770000,material.1:50
203602	1200362	level	169	user.gold:580000,user.hero_exp:790000,material.1:50
203603	1200363	level	169	user.gold:600000,user.hero_exp:820000,material.1:50
203604	1200364	level	169	user.gold:610000,user.hero_exp:840000,material.1:50
203605	1200365	level	169	user.gold:630000,user.hero_exp:870000,material.1:50
203700	1200370	level	170	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
203701	1200371	level	170	user.gold:300000,user.hero_exp:410000,material.1:50
203702	1200372	level	170	user.gold:320000,user.hero_exp:440000,material.1:50
203703	1200373	level	170	user.gold:340000,user.hero_exp:460000,material.1:50
203704	1200374	level	170	user.gold:350000,user.hero_exp:480000,material.1:50
203705	1200375	level	170	user.gold:370000,user.hero_exp:510000,material.1:50
203800	1200380	level	170	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
203801	1200381	level	170	user.gold:390000,user.hero_exp:530000,material.1:50
203802	1200382	level	170	user.gold:410000,user.hero_exp:550000,material.1:50
203803	1200383	level	170	user.gold:420000,user.hero_exp:580000,material.1:50
203804	1200384	level	170	user.gold:440000,user.hero_exp:600000,material.1:50
203805	1200385	level	170	user.gold:460000,user.hero_exp:630000,material.1:50
203900	1200390	level	170	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
203901	1200391	level	170	user.gold:480000,user.hero_exp:650000,material.1:50
203902	1200392	level	170	user.gold:490000,user.hero_exp:670000,material.1:50
203903	1200393	level	170	user.gold:510000,user.hero_exp:700000,material.1:50
203904	1200394	level	170	user.gold:530000,user.hero_exp:720000,material.1:50
203905	1200395	level	170	user.gold:540000,user.hero_exp:750000,material.1:50
204000	1200400	level	170	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
204001	1200401	level	170	user.gold:560000,user.hero_exp:770000,material.1:50
204002	1200402	level	170	user.gold:580000,user.hero_exp:790000,material.1:50
204003	1200403	level	170	user.gold:600000,user.hero_exp:820000,material.1:50
204004	1200404	level	170	user.gold:610000,user.hero_exp:840000,material.1:50
204005	1200405	level	170	user.gold:630000,user.hero_exp:870000,material.1:50
204100	1200410	level	171	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
204101	1200411	level	171	user.gold:300000,user.hero_exp:410000,material.1:50
204102	1200412	level	171	user.gold:320000,user.hero_exp:440000,material.1:50
204103	1200413	level	171	user.gold:340000,user.hero_exp:460000,material.1:50
204104	1200414	level	171	user.gold:350000,user.hero_exp:480000,material.1:50
204105	1200415	level	171	user.gold:370000,user.hero_exp:510000,material.1:50
204200	1200420	level	171	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
204201	1200421	level	171	user.gold:390000,user.hero_exp:530000,material.1:50
204202	1200422	level	171	user.gold:410000,user.hero_exp:550000,material.1:50
204203	1200423	level	171	user.gold:420000,user.hero_exp:580000,material.1:50
204204	1200424	level	171	user.gold:440000,user.hero_exp:600000,material.1:50
204205	1200425	level	171	user.gold:460000,user.hero_exp:630000,material.1:50
204300	1200430	level	171	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
204301	1200431	level	171	user.gold:480000,user.hero_exp:650000,material.1:50
204302	1200432	level	171	user.gold:490000,user.hero_exp:670000,material.1:50
204303	1200433	level	171	user.gold:510000,user.hero_exp:700000,material.1:50
204304	1200434	level	171	user.gold:530000,user.hero_exp:720000,material.1:50
204305	1200435	level	171	user.gold:540000,user.hero_exp:750000,material.1:50
204400	1200440	level	171	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
204401	1200441	level	171	user.gold:560000,user.hero_exp:770000,material.1:50
204402	1200442	level	171	user.gold:580000,user.hero_exp:790000,material.1:50
204403	1200443	level	171	user.gold:600000,user.hero_exp:820000,material.1:50
204404	1200444	level	171	user.gold:610000,user.hero_exp:840000,material.1:50
204405	1200445	level	171	user.gold:630000,user.hero_exp:870000,material.1:50
204500	1200450	level	172	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
204501	1200451	level	172	user.gold:300000,user.hero_exp:410000,material.1:50
204502	1200452	level	172	user.gold:320000,user.hero_exp:440000,material.1:50
204503	1200453	level	172	user.gold:340000,user.hero_exp:460000,material.1:50
204504	1200454	level	172	user.gold:350000,user.hero_exp:480000,material.1:50
204505	1200455	level	172	user.gold:370000,user.hero_exp:510000,material.1:50
204600	1200460	level	172	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
204601	1200461	level	172	user.gold:390000,user.hero_exp:530000,material.1:50
204602	1200462	level	172	user.gold:410000,user.hero_exp:550000,material.1:50
204603	1200463	level	172	user.gold:420000,user.hero_exp:580000,material.1:50
204604	1200464	level	172	user.gold:440000,user.hero_exp:600000,material.1:50
204605	1200465	level	172	user.gold:460000,user.hero_exp:630000,material.1:50
204700	1200470	level	172	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
204701	1200471	level	172	user.gold:480000,user.hero_exp:650000,material.1:50
204702	1200472	level	172	user.gold:490000,user.hero_exp:670000,material.1:50
204703	1200473	level	172	user.gold:510000,user.hero_exp:700000,material.1:50
204704	1200474	level	172	user.gold:530000,user.hero_exp:720000,material.1:50
204705	1200475	level	172	user.gold:540000,user.hero_exp:750000,material.1:50
204800	1200480	level	172	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
204801	1200481	level	172	user.gold:560000,user.hero_exp:770000,material.1:50
204802	1200482	level	172	user.gold:580000,user.hero_exp:790000,material.1:50
204803	1200483	level	172	user.gold:600000,user.hero_exp:820000,material.1:50
204804	1200484	level	172	user.gold:610000,user.hero_exp:840000,material.1:50
204805	1200485	level	172	user.gold:630000,user.hero_exp:870000,material.1:50
204900	1200490	level	173	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
204901	1200491	level	173	user.gold:300000,user.hero_exp:410000,material.1:50
204902	1200492	level	173	user.gold:320000,user.hero_exp:440000,material.1:50
204903	1200493	level	173	user.gold:340000,user.hero_exp:460000,material.1:50
204904	1200494	level	173	user.gold:350000,user.hero_exp:480000,material.1:50
204905	1200495	level	173	user.gold:370000,user.hero_exp:510000,material.1:50
205000	1200500	level	173	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
205001	1200501	level	173	user.gold:390000,user.hero_exp:530000,material.1:50
205002	1200502	level	173	user.gold:410000,user.hero_exp:550000,material.1:50
205003	1200503	level	173	user.gold:420000,user.hero_exp:580000,material.1:50
205004	1200504	level	173	user.gold:440000,user.hero_exp:600000,material.1:50
205005	1200505	level	173	user.gold:460000,user.hero_exp:630000,material.1:50
205100	1200510	level	173	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
205101	1200511	level	173	user.gold:480000,user.hero_exp:650000,material.1:50
205102	1200512	level	173	user.gold:490000,user.hero_exp:670000,material.1:50
205103	1200513	level	173	user.gold:510000,user.hero_exp:700000,material.1:50
205104	1200514	level	173	user.gold:530000,user.hero_exp:720000,material.1:50
205105	1200515	level	173	user.gold:540000,user.hero_exp:750000,material.1:50
205200	1200520	level	173	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
205201	1200521	level	173	user.gold:560000,user.hero_exp:770000,material.1:50
205202	1200522	level	173	user.gold:580000,user.hero_exp:790000,material.1:50
205203	1200523	level	173	user.gold:600000,user.hero_exp:820000,material.1:50
205204	1200524	level	173	user.gold:610000,user.hero_exp:840000,material.1:50
205205	1200525	level	173	user.gold:630000,user.hero_exp:870000,material.1:50
205300	1200530	level	174	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
205301	1200531	level	174	user.gold:300000,user.hero_exp:410000,material.1:50
205302	1200532	level	174	user.gold:320000,user.hero_exp:440000,material.1:50
205303	1200533	level	174	user.gold:340000,user.hero_exp:460000,material.1:50
205304	1200534	level	174	user.gold:350000,user.hero_exp:480000,material.1:50
205305	1200535	level	174	user.gold:370000,user.hero_exp:510000,material.1:50
205400	1200540	level	174	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
205401	1200541	level	174	user.gold:390000,user.hero_exp:530000,material.1:50
205402	1200542	level	174	user.gold:410000,user.hero_exp:550000,material.1:50
205403	1200543	level	174	user.gold:420000,user.hero_exp:580000,material.1:50
205404	1200544	level	174	user.gold:440000,user.hero_exp:600000,material.1:50
205405	1200545	level	174	user.gold:460000,user.hero_exp:630000,material.1:50
205500	1200550	level	174	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
205501	1200551	level	174	user.gold:480000,user.hero_exp:650000,material.1:50
205502	1200552	level	174	user.gold:490000,user.hero_exp:670000,material.1:50
205503	1200553	level	174	user.gold:510000,user.hero_exp:700000,material.1:50
205504	1200554	level	174	user.gold:530000,user.hero_exp:720000,material.1:50
205505	1200555	level	174	user.gold:540000,user.hero_exp:750000,material.1:50
205600	1200560	level	174	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
205601	1200561	level	174	user.gold:560000,user.hero_exp:770000,material.1:50
205602	1200562	level	174	user.gold:580000,user.hero_exp:790000,material.1:50
205603	1200563	level	174	user.gold:600000,user.hero_exp:820000,material.1:50
205604	1200564	level	174	user.gold:610000,user.hero_exp:840000,material.1:50
205605	1200565	level	174	user.gold:630000,user.hero_exp:870000,material.1:50
205700	1200570	level	175	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
205701	1200571	level	175	user.gold:300000,user.hero_exp:410000,material.1:50
205702	1200572	level	175	user.gold:320000,user.hero_exp:440000,material.1:50
205703	1200573	level	175	user.gold:340000,user.hero_exp:460000,material.1:50
205704	1200574	level	175	user.gold:350000,user.hero_exp:480000,material.1:50
205705	1200575	level	175	user.gold:370000,user.hero_exp:510000,material.1:50
205800	1200580	level	175	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
205801	1200581	level	175	user.gold:390000,user.hero_exp:530000,material.1:50
205802	1200582	level	175	user.gold:410000,user.hero_exp:550000,material.1:50
205803	1200583	level	175	user.gold:420000,user.hero_exp:580000,material.1:50
205804	1200584	level	175	user.gold:440000,user.hero_exp:600000,material.1:50
205805	1200585	level	175	user.gold:460000,user.hero_exp:630000,material.1:50
205900	1200590	level	175	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
205901	1200591	level	175	user.gold:480000,user.hero_exp:650000,material.1:50
205902	1200592	level	175	user.gold:490000,user.hero_exp:670000,material.1:50
205903	1200593	level	175	user.gold:510000,user.hero_exp:700000,material.1:50
205904	1200594	level	175	user.gold:530000,user.hero_exp:720000,material.1:50
205905	1200595	level	175	user.gold:540000,user.hero_exp:750000,material.1:50
206000	1200600	level	175	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
206001	1200601	level	175	user.gold:560000,user.hero_exp:770000,material.1:50
206002	1200602	level	175	user.gold:580000,user.hero_exp:790000,material.1:50
206003	1200603	level	175	user.gold:600000,user.hero_exp:820000,material.1:50
206004	1200604	level	175	user.gold:610000,user.hero_exp:840000,material.1:50
206005	1200605	level	175	user.gold:630000,user.hero_exp:870000,material.1:50
206100	1200610	level	176	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
206101	1200611	level	176	user.gold:300000,user.hero_exp:410000,material.1:50
206102	1200612	level	176	user.gold:320000,user.hero_exp:440000,material.1:50
206103	1200613	level	176	user.gold:340000,user.hero_exp:460000,material.1:50
206104	1200614	level	176	user.gold:350000,user.hero_exp:480000,material.1:50
206105	1200615	level	176	user.gold:370000,user.hero_exp:510000,material.1:50
206200	1200620	level	176	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
206201	1200621	level	176	user.gold:390000,user.hero_exp:530000,material.1:50
206202	1200622	level	176	user.gold:410000,user.hero_exp:550000,material.1:50
206203	1200623	level	176	user.gold:420000,user.hero_exp:580000,material.1:50
206204	1200624	level	176	user.gold:440000,user.hero_exp:600000,material.1:50
206205	1200625	level	176	user.gold:460000,user.hero_exp:630000,material.1:50
206300	1200630	level	176	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
206301	1200631	level	176	user.gold:480000,user.hero_exp:650000,material.1:50
206302	1200632	level	176	user.gold:490000,user.hero_exp:670000,material.1:50
206303	1200633	level	176	user.gold:510000,user.hero_exp:700000,material.1:50
206304	1200634	level	176	user.gold:530000,user.hero_exp:720000,material.1:50
206305	1200635	level	176	user.gold:550000,user.hero_exp:750000,material.1:50
206400	1200640	level	176	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
206401	1200641	level	176	user.gold:560000,user.hero_exp:770000,material.1:50
206402	1200642	level	176	user.gold:580000,user.hero_exp:790000,material.1:50
206403	1200643	level	176	user.gold:600000,user.hero_exp:820000,material.1:50
206404	1200644	level	176	user.gold:610000,user.hero_exp:840000,material.1:50
206405	1200645	level	176	user.gold:630000,user.hero_exp:870000,material.1:50
206500	1200650	level	177	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
206501	1200651	level	177	user.gold:300000,user.hero_exp:410000,material.1:50
206502	1200652	level	177	user.gold:320000,user.hero_exp:440000,material.1:50
206503	1200653	level	177	user.gold:340000,user.hero_exp:460000,material.1:50
206504	1200654	level	177	user.gold:350000,user.hero_exp:480000,material.1:50
206505	1200655	level	177	user.gold:370000,user.hero_exp:510000,material.1:50
206600	1200660	level	177	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
206601	1200661	level	177	user.gold:390000,user.hero_exp:530000,material.1:50
206602	1200662	level	177	user.gold:410000,user.hero_exp:550000,material.1:50
206603	1200663	level	177	user.gold:420000,user.hero_exp:580000,material.1:50
206604	1200664	level	177	user.gold:440000,user.hero_exp:600000,material.1:50
206605	1200665	level	177	user.gold:460000,user.hero_exp:630000,material.1:50
206700	1200670	level	177	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
206701	1200671	level	177	user.gold:480000,user.hero_exp:650000,material.1:50
206702	1200672	level	177	user.gold:490000,user.hero_exp:670000,material.1:50
206703	1200673	level	177	user.gold:510000,user.hero_exp:700000,material.1:50
206704	1200674	level	177	user.gold:530000,user.hero_exp:720000,material.1:50
206705	1200675	level	177	user.gold:550000,user.hero_exp:750000,material.1:50
206800	1200680	level	177	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
206801	1200681	level	177	user.gold:560000,user.hero_exp:770000,material.1:50
206802	1200682	level	177	user.gold:580000,user.hero_exp:790000,material.1:50
206803	1200683	level	177	user.gold:600000,user.hero_exp:820000,material.1:50
206804	1200684	level	177	user.gold:610000,user.hero_exp:840000,material.1:50
206805	1200685	level	177	user.gold:630000,user.hero_exp:870000,material.1:50
206900	1200690	level	178	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
206901	1200691	level	178	user.gold:300000,user.hero_exp:410000,material.1:50
206902	1200692	level	178	user.gold:320000,user.hero_exp:440000,material.1:50
206903	1200693	level	178	user.gold:340000,user.hero_exp:460000,material.1:50
206904	1200694	level	178	user.gold:350000,user.hero_exp:480000,material.1:50
206905	1200695	level	178	user.gold:370000,user.hero_exp:510000,material.1:50
207000	1200700	level	178	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
207001	1200701	level	178	user.gold:390000,user.hero_exp:530000,material.1:50
207002	1200702	level	178	user.gold:410000,user.hero_exp:550000,material.1:50
207003	1200703	level	178	user.gold:420000,user.hero_exp:580000,material.1:50
207004	1200704	level	178	user.gold:440000,user.hero_exp:600000,material.1:50
207005	1200705	level	178	user.gold:460000,user.hero_exp:630000,material.1:50
207100	1200710	level	178	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
207101	1200711	level	178	user.gold:480000,user.hero_exp:650000,material.1:50
207102	1200712	level	178	user.gold:490000,user.hero_exp:670000,material.1:50
207103	1200713	level	178	user.gold:510000,user.hero_exp:700000,material.1:50
207104	1200714	level	178	user.gold:530000,user.hero_exp:720000,material.1:50
207105	1200715	level	178	user.gold:550000,user.hero_exp:750000,material.1:50
207200	1200720	level	178	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
207201	1200721	level	178	user.gold:560000,user.hero_exp:770000,material.1:50
207202	1200722	level	178	user.gold:580000,user.hero_exp:790000,material.1:50
207203	1200723	level	178	user.gold:600000,user.hero_exp:820000,material.1:50
207204	1200724	level	178	user.gold:610000,user.hero_exp:840000,material.1:50
207205	1200725	level	178	user.gold:630000,user.hero_exp:870000,material.1:50
207300	1200730	level	179	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
207301	1200731	level	179	user.gold:300000,user.hero_exp:410000,material.1:50
207302	1200732	level	179	user.gold:320000,user.hero_exp:440000,material.1:50
207303	1200733	level	179	user.gold:340000,user.hero_exp:460000,material.1:50
207304	1200734	level	179	user.gold:350000,user.hero_exp:480000,material.1:50
207305	1200735	level	179	user.gold:370000,user.hero_exp:510000,material.1:50
207400	1200740	level	179	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
207401	1200741	level	179	user.gold:390000,user.hero_exp:530000,material.1:50
207402	1200742	level	179	user.gold:410000,user.hero_exp:550000,material.1:50
207403	1200743	level	179	user.gold:420000,user.hero_exp:580000,material.1:50
207404	1200744	level	179	user.gold:440000,user.hero_exp:600000,material.1:50
207405	1200745	level	179	user.gold:460000,user.hero_exp:630000,material.1:50
207500	1200750	level	179	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
207501	1200751	level	179	user.gold:480000,user.hero_exp:650000,material.1:50
207502	1200752	level	179	user.gold:490000,user.hero_exp:670000,material.1:50
207503	1200753	level	179	user.gold:510000,user.hero_exp:700000,material.1:50
207504	1200754	level	179	user.gold:530000,user.hero_exp:720000,material.1:50
207505	1200755	level	179	user.gold:550000,user.hero_exp:750000,material.1:50
207600	1200760	level	179	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
207601	1200761	level	179	user.gold:560000,user.hero_exp:770000,material.1:50
207602	1200762	level	179	user.gold:580000,user.hero_exp:790000,material.1:50
207603	1200763	level	179	user.gold:600000,user.hero_exp:820000,material.1:50
207604	1200764	level	179	user.gold:610000,user.hero_exp:840000,material.1:50
207605	1200765	level	179	user.gold:630000,user.hero_exp:870000,material.1:50
207700	1200770	level	180	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
207701	1200771	level	180	user.gold:300000,user.hero_exp:410000,material.1:50
207702	1200772	level	180	user.gold:320000,user.hero_exp:440000,material.1:50
207703	1200773	level	180	user.gold:340000,user.hero_exp:460000,material.1:50
207704	1200774	level	180	user.gold:350000,user.hero_exp:480000,material.1:50
207705	1200775	level	180	user.gold:370000,user.hero_exp:510000,material.1:50
207800	1200780	level	180	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
207801	1200781	level	180	user.gold:390000,user.hero_exp:530000,material.1:50
207802	1200782	level	180	user.gold:410000,user.hero_exp:550000,material.1:50
207803	1200783	level	180	user.gold:420000,user.hero_exp:580000,material.1:50
207804	1200784	level	180	user.gold:440000,user.hero_exp:600000,material.1:50
207805	1200785	level	180	user.gold:460000,user.hero_exp:630000,material.1:50
207900	1200790	level	180	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
207901	1200791	level	180	user.gold:480000,user.hero_exp:650000,material.1:50
207902	1200792	level	180	user.gold:490000,user.hero_exp:670000,material.1:50
207903	1200793	level	180	user.gold:510000,user.hero_exp:700000,material.1:50
207904	1200794	level	180	user.gold:530000,user.hero_exp:720000,material.1:50
207905	1200795	level	180	user.gold:550000,user.hero_exp:750000,material.1:50
208000	1200800	level	180	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
208001	1200801	level	180	user.gold:560000,user.hero_exp:770000,material.1:50
208002	1200802	level	180	user.gold:580000,user.hero_exp:790000,material.1:50
208003	1200803	level	180	user.gold:600000,user.hero_exp:820000,material.1:50
208004	1200804	level	180	user.gold:610000,user.hero_exp:840000,material.1:50
208005	1200805	level	180	user.gold:630000,user.hero_exp:870000,material.1:50
208100	1200810	level	181	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
208101	1200811	level	181	user.gold:300000,user.hero_exp:410000,material.1:50
208102	1200812	level	181	user.gold:320000,user.hero_exp:440000,material.1:50
208103	1200813	level	181	user.gold:340000,user.hero_exp:460000,material.1:50
208104	1200814	level	181	user.gold:350000,user.hero_exp:480000,material.1:50
208105	1200815	level	181	user.gold:370000,user.hero_exp:510000,material.1:50
208200	1200820	level	181	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
208201	1200821	level	181	user.gold:390000,user.hero_exp:530000,material.1:50
208202	1200822	level	181	user.gold:410000,user.hero_exp:550000,material.1:50
208203	1200823	level	181	user.gold:420000,user.hero_exp:580000,material.1:50
208204	1200824	level	181	user.gold:440000,user.hero_exp:600000,material.1:50
208205	1200825	level	181	user.gold:460000,user.hero_exp:630000,material.1:50
208300	1200830	level	181	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
208301	1200831	level	181	user.gold:480000,user.hero_exp:650000,material.1:50
208302	1200832	level	181	user.gold:490000,user.hero_exp:670000,material.1:50
208303	1200833	level	181	user.gold:510000,user.hero_exp:700000,material.1:50
208304	1200834	level	181	user.gold:530000,user.hero_exp:720000,material.1:50
208305	1200835	level	181	user.gold:550000,user.hero_exp:750000,material.1:50
208400	1200840	level	181	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
208401	1200841	level	181	user.gold:560000,user.hero_exp:770000,material.1:50
208402	1200842	level	181	user.gold:580000,user.hero_exp:790000,material.1:50
208403	1200843	level	181	user.gold:600000,user.hero_exp:820000,material.1:50
208404	1200844	level	181	user.gold:610000,user.hero_exp:840000,material.1:50
208405	1200845	level	181	user.gold:630000,user.hero_exp:870000,material.1:50
208500	1200850	level	182	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
208501	1200851	level	182	user.gold:300000,user.hero_exp:410000,material.1:50
208502	1200852	level	182	user.gold:320000,user.hero_exp:440000,material.1:50
208503	1200853	level	182	user.gold:340000,user.hero_exp:460000,material.1:50
208504	1200854	level	182	user.gold:350000,user.hero_exp:480000,material.1:50
208505	1200855	level	182	user.gold:370000,user.hero_exp:510000,material.1:50
208600	1200860	level	182	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
208601	1200861	level	182	user.gold:390000,user.hero_exp:530000,material.1:50
208602	1200862	level	182	user.gold:410000,user.hero_exp:550000,material.1:50
208603	1200863	level	182	user.gold:420000,user.hero_exp:580000,material.1:50
208604	1200864	level	182	user.gold:440000,user.hero_exp:600000,material.1:50
208605	1200865	level	182	user.gold:460000,user.hero_exp:630000,material.1:50
208700	1200870	level	182	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
208701	1200871	level	182	user.gold:480000,user.hero_exp:650000,material.1:50
208702	1200872	level	182	user.gold:490000,user.hero_exp:670000,material.1:50
208703	1200873	level	182	user.gold:510000,user.hero_exp:700000,material.1:50
208704	1200874	level	182	user.gold:530000,user.hero_exp:720000,material.1:50
208705	1200875	level	182	user.gold:550000,user.hero_exp:750000,material.1:50
208800	1200880	level	182	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
208801	1200881	level	182	user.gold:560000,user.hero_exp:770000,material.1:50
208802	1200882	level	182	user.gold:580000,user.hero_exp:790000,material.1:50
208803	1200883	level	182	user.gold:600000,user.hero_exp:820000,material.1:50
208804	1200884	level	182	user.gold:610000,user.hero_exp:840000,material.1:50
208805	1200885	level	182	user.gold:630000,user.hero_exp:870000,material.1:50
208900	1200890	level	183	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
208901	1200891	level	183	user.gold:300000,user.hero_exp:410000,material.1:50
