关键字	中文
STR_LEGIONNEW_100	篝火開啟時間設置為次日生效
STR_LEGIONNEW_101	保存修改
STR_LEGIONNEW_102	軍團篝火
STR_LEGIONNEW_103	今日已結束
STR_LEGIONNEW_104	立即加入
STR_LEGIONNEW_105	您已成功加入
STR_LEGIONNEW_106	篝火派對開始倒計時:
STR_LEGIONNEW_107	篝火派對火熱進行中
STR_LEGIONNEW_108	更改時間
STR_LEGIONNEW_109	今日開啟時間：
STR_LEGIONNEW_110	篝火等級越高獎勵越豐厚，可通過添柴，加火等提升篝火等級！
STR_LEGIONNEW_112	篝火達到指定等級，軍團管家將發放篝火大紅包！
STR_LEGIONNEW_113	今日篝火尚未開啟
STR_LEGIONNEW_114	今日篝火已結束
STR_LEGIONNEW_115	您還沒有報名！
STR_LEGIONNEW_116	今日添柴次數已達上限！
STR_LEGIONNEW_117	今日加火次數已達上限！
STR_LEGIONNEW_118	添柴冷卻中！
STR_LEGIONNEW_119	加火冷卻中！
STR_LEGIONNEW_120	添柴
STR_LEGIONNEW_121	加火
STR_LEGIONNEW_122	添柴時有概率給大家發出添柴小紅包
STR_LEGIONNEW_123	加火時有概率給大家發出加火小紅包
STR_LEGIONNEW_124	添柴獎勵
STR_LEGIONNEW_125	加火獎勵
STR_LEGIONNEW_126	搶到了
STR_LEGIONNEW_127	來到了篝火派對 
STR_LEGIONNEW_128	離開了篝火派對 
STR_LEGIONNEW_129	在加火時向大家發放了1個
STR_LEGIONNEW_130	在大家的努力下，篝火等級得到了提升 
STR_LEGIONNEW_131	一大波篝火紅包來襲 
STR_LEGIONNEW_132	紅包已經被搶走了 
STR_LEGIONNEW_133	篝火大紅包（Lv.%s）
STR_LEGIONNEW_134	篝火等級達到Lv.%s級發放
STR_LEGIONNEW_135	開啟可能獲得：
STR_LEGIONNEW_136	每人限搶%d個
STR_LEGIONNEW_137	軍團日志
STR_LEGIONNEW_138	事件
STR_LEGIONNEW_139	貢獻
STR_LEGIONNEW_140	申請成功
STR_LEGIONNEW_141	您撤銷了申請
STR_LEGIONNEW_142	歡迎新夥伴的到來！
STR_LEGIONNEW_143	軍團創建成功
STR_LEGIONNEW_144	旗幟更換成功
STR_LEGIONNEW_145	尚未輸入軍團ID
STR_LEGIONNEW_146	%s不足，無法創建
STR_LEGIONNEW_147	後可加入軍團
STR_LEGIONNEW_148	後可創建軍團
STR_LEGIONNEW_149	移交團長後才能退出軍團！
STR_LEGIONNEW_CODE_DEFALUT	數據異常，請關閉介面重試
STR_LEGIONNEW_CODE_100	軍團名字不合法 
STR_LEGIONNEW_CODE_101	消耗不足 
STR_LEGIONNEW_CODE_102	參數有誤 
STR_LEGIONNEW_CODE_103	使用旗面條件不滿足 
STR_LEGIONNEW_CODE_104	使用花紋條件不滿足 
STR_LEGIONNEW_CODE_105	軍團不存在 
STR_LEGIONNEW_CODE_106	軍團已經存在 
STR_LEGIONNEW_CODE_107	沒有權限 
STR_LEGIONNEW_CODE_108	公告不合法 
STR_LEGIONNEW_CODE_109	不能加入軍團 
STR_LEGIONNEW_CODE_110	申請軍團數量已達到上限 
STR_LEGIONNEW_CODE_111	您已加入軍團了
STR_LEGIONNEW_CODE_112	已經申請 
STR_LEGIONNEW_CODE_113	職位數量達到上限 
STR_LEGIONNEW_CODE_114	職位不合法 
STR_LEGIONNEW_CODE_115	不滿足彈劾條件 
STR_LEGIONNEW_CODE_116	已經發起彈劾 
STR_LEGIONNEW_CODE_117	不滿足領取獎勵的條件 
STR_LEGIONNEW_CODE_118	冷卻CD 
STR_LEGIONNEW_CODE_119	沒有加入篝火 
STR_LEGIONNEW_CODE_120	成員不存在 
STR_LEGIONNEW_CODE_121	軍團名已被占用
STR_LEGIONNEW_CODE_122	加入軍團時間冷卻中
STR_LEGIONNEW_CODE_123	此類型紅包數已經達到上限
STR_LEGIONNEW_CODE_124	紅包已經被別人搶走
STR_LEGIONNEW_CODE_125	今日建設次數已達上限
STR_LEGIONNEW_CODE_126	添柴次數已達上限
STR_LEGIONNEW_CODE_127	加火次數已達上限
STR_LEGIONNEW_CODE_128	添柴冷卻中
STR_LEGIONNEW_CODE_129	加火冷卻中
STR_LEGIONNEW_CODE_130	軍團成員數量達到上限
STR_LEGIONNEW_CODE_131	已經加入篝火了
STR_LEGIONNEW_CODE_132	篝火尚未開啟
STR_LEGIONNEW_CODE_133	篝火已經結束
STR_LEGIONNEW_CODE_134	不能踢出自己
STR_LEGIONNEW_CODE_135	軍團經驗不足，無法踢出成員
STR_LEGIONNEW_CODE_137	今日鼓舞次數已達上限
STR_LEGIONNEW_CODE_139	今日挑戰次數已用完
STR_LEGIONNEW_CODE_140	不在BOSS挑戰時間內
STR_LEGIONNEW_CODE_141	加入軍團24小時內無法主動離開軍團
STR_LEGIONNEW_CODE_142	軍團戰期間不能解散軍團
STR_LEGIONNEW_CODE_143	該玩家已加入其它軍團
STR_LEGIONNEW_INFO_200	成功解散軍團
STR_LEGIONNEW_BTN_STR	軍團戰
STR_LEGIONNEW_SERVER_BTN_STR	跨服軍團戰
SECOND_AGO	%d秒前
MINUTE_AGO	%d分鐘前
JUST_NOW	剛剛
JUST_NOW1	在線
OFF_LINE	離線
HOUR_AGO	%d小時前
YESTERDAY	昨天
DAY_AGO	%d天前
A_WEEK_AGO	一周前
STR_MINUTES	分鐘
STR_SECONDS	秒
TIME_LIMIT	時限：%d天
MINE_ENTRANCE_TITLE_1	秘境礦洞
MINE_ENTRANCE_TITLE_2	龍晶礦洞
MINE_ENTRANCE_INFO_1	奇遇探險，獲取英雄碎片
MINE_ENTRANCE_INFO_2	采集龍晶，進化神龍
REPORT_TAB_TITLE_1	競技場
REPORT_TAB_TITLE_2	王城爭霸
REPORT_TAB_TITLE_3	王者之戰
REPORT_TAB_TITLE_4	村莊爭奪
REPORT_TAB_TITLE_5	地塊爭奪
STR_NO_REPORT	 暫無戰報
STR_REPORT_TIP	點擊即可回放戰報
STR_EQUIPING	裝備中
STR_USE_NEW_DESC_1	選擇使用數量：
STR_USE_NEW_DESC_2	使用數量最小為1
STR_SELL_NEW_DESC_1	選擇出售數量：
STR_SELL_NEW_DESC_2	出售數量最小為1
NEED_CASH	需要消耗%d鑽石
BAG_GET_DESC_1	恭喜你獲得%d次擂臺挑戰次數
STR_MERGE_NEW_DESC_1	選擇合成數量：
STR_MERGE_NEW_DESC_2	合成數量最小為1
DRESS_CANNOT_MERGE	該裝備無法合成
DRESS_MERGE	裝備合成
ITEM_CANNOT_MERGE	該道具無法合成
DESTINY_MERGE	道具合成
JADESEAL_DESC_1	選擇一個獎勵領取
JADESEAL_DESC_2	請點擊卡牌選取一個獎勵！
STR_QIYU	奇遇
STR_ZHOU_CHENG_JIU	周成就
TRIAL_DESC1	無倍率加成
TRIAL_DESC2	一鍵探索
TRIAL_DESC3	開始探索
TRIAL_DESC4	停止探索
TRIAL_DESC5	獎勵倍率：
TRIAL_DESC6	獎勵積分：
TRIAL_DESC7	 +%s
TRIAL_DESC8	x %s
TRIAL_DESC9	已領取
TRIAL_DESC10	每日積分獎勵：
TRIAL_DESC11	可領取
TRIAL_DESC12	再探索%d次可領獎
TRIAL_DESC13	重置硬幣獲取更高獎勵
TRIAL_DESC14	你沒有探索次數了
TRIAL_DESC15	探索中
TRIAL_DESC16	似乎沒找到什麼有用的東西
TRIAL_DESC17	獎勵倍率
TRIAL_DESC18	獎勵領取
TRIAL_DESC19	你的奇遇時間已經結束了
TRIAL_DESC20	你的金幣不足
TRIAL_DESC21	確定花費%d鑽石刷新怪物星級？
TRIAL_DESC22	確定花費%d鑽石購買該道具？
TRIAL_DESC23	怪物刷新
TRIAL_DESC24	確定刷新怪物星級？
TRIAL_DESC25	可能出現更低星級
TRIAL_DESC26	沒有奇遇事件了
TRIAL_DESC27	%d級開啟
TRIAL_DESC28	尚未開啟
TRIAL_DESC29	快去探索吧！
TRIAL_DESC30	正在探索中！
TRIAL_DESC31	已領取今日寶箱！
TRIAL_DESC32	購買該材料？
TRIAL_DESC33	限購%d次
TRIAL_DESC34	原價:
MODULE_OPEN_NEED	需要開啟%s
LEVEL_OPEN_NEED	需要Lv.%d
NEED_JOIN_LEGION	需要加入軍團
NEED_JOIN_TEAM	需要加入戰隊
STR_FOOD	體力
STR_CASH	鑽石
STR_GOLD	金幣
STR_BINDCASH	藍鑽
STR_GOLDCASH	金鑽
STR_TISHI	提示
ALTAR_DESC_1	今日剩餘次數：
ALTAR_DESC_2	祭祀
ALTAR_DESC_3	點亮魔法陣上的
ALTAR_DESC_4	6朵火焰
ALTAR_DESC_5	將獲得
ALTAR_DESC_6	2倍獎勵
ALTAR_DESC_7	%d次
ALTAR_DESC_8	取消消耗確認
ALTAR_DESC_9	需要獲得：
ALTAR_DESC_10	獲取提示：解救[%s.%s]附近的村莊
ALTAR_DESC_11	進行祭祀？
ALTAR_DESC_12	進行%d次祭祀？
ALTAR_DESC_13	可完成1次陣法獲得%d倍獎勵
ALTAR_DESC_14	祭祀次數不足
ALTAR_DESC_15	前往提升VIP等級獲得額外祭祀次數？
ALTAR_DESC_16	，前往儲值獲得鑽石？
RUNE_POS_1	第一符文槽
RUNE_POS_2	第二符文槽
RUNE_POS_3	第三符文槽
RUNE_POS_4	第四符文槽
RUNE_EQUIP	裝備
RUNE_CHANGE	更換
RUNE_DISMOUNT	卸下
RUNE_LEVEL	符文等級：%d
RUNE_HAVE_NULL	暫無可用符文
RUNE_GOT_TITLE	已解鎖符文
RUNE_GOT_TITLE_STR	符文寶箱可隨機獲取已解鎖的符文
RUNE_NOT_GOT_TITLE	未解鎖符文
RUNE_NOT_GOT_TITLE_STR	通關至%d層可解鎖新的符文
RUNE_UNLOCK_NUM	%d層解鎖
RUNE_LV_UP_MAX	符文等級已達上限，快去提升英雄等級吧
RUNE_LV_UP_STR_1	材料不足，無法升級
NO_RUNE_STR	沒有符文
RUNE_BASE_ATT_TITLE	基礎屬性：
RUNE_SP_ATT_TITLE	特殊屬性：
RUNE_SP_ATT_DES	特殊屬性
RUNE_CARD_TIPS	基礎屬性可隨強化等級不斷增強
STR_RUNE_BAG_1	點擊操作所需符文
STR_RUNE_DECOMPOSE_1	暫無可分解的符文
STR_RUNE_DECOMPOSE_2	符文分解
STR_RUNE_DECOMPOSE_3	是否分解高品質符文？
STR_RUNE_DECOMPOSE_4	高品質符文
STR_RUNE_BASE_ATTR	基礎屬性
STR_RUNE_SPECIALL_ATTR	特殊屬性
STR_RUNE_ATTR_DESC_PREFIX	【隨機獲取%s條如下%s】
LEVEL_LIMIT	(等級上限：%d)
STR_RUNE_NO_PUT	尚未放置符文
FIGHT_FORCE	戰鬥力
FIGHT_FORCE_ALL	總戰鬥力
FIGHT_FORCE_UP_1	全體步兵戰鬥力提升
FIGHT_FORCE_UP_2	全體遠程戰鬥力提升
FIGHT_FORCE_UP_3	全體騎兵戰鬥力提升
FIGHT_FORCE_UP_4	戰鬥力提升：%d
LIMIT_TIME_DESC	到期時間：
DAY	天
MONTH	月
DAY_DESC_1	日
YEAR	年
LIMIT_DESC	限時
STR_EQUIP_TIPS_DESC_1	強化屬性成長
STR_EQUIP_TIPS_DESC_2	精煉屬性成長
STR_EQUIP_TIPS_DESC_3	精煉等級上限
STR_EQUIP_TIPS_DESC_4	強化
STR_EQUIP_TIPS_DESC_5	強化屬性
STR_EQUIP_TIPS_DESC_6	精煉屬性
STR_CAVE_NEW_DESC_1	點擊開啟寶箱
STR_CAVE_NEW_DESC_2	當前骰子數：
STR_CAVE_NEW_DESC_3	必定獲得大獎金幣，低概率額外獲得200鑽石
STR_CAVE_NEW_DESC_4	集齊4個寶箱碎片即可開啟碎片寶箱
STR_CAVE_NEW_DESC_5	骰子數+1
STR_NOTHING_HERE	這裡沒有東西
TIPS_AWARD_BOX	符文隨機寶箱
BOX_STR_1	開啟有機會獲得符文或符文精華
BOX_STR_2	隨機範圍由符文圖鑒已解鎖符文決定
RUNE_HANDBOOX_BTN	符文圖鑒
CHART_RECORD	英雄簡介
GUIDE_INFO_1	親愛的，請按照提示操作哦
GUIDE_INFO_2	恭喜你，獲得了第一件裝備
GUIDE_INFO_3	恭喜你，獲得了經驗藥水
GUIDE_INFO_4	恭喜你，獲得了一枚星星印記
GUIDE_INFO_5	這是一塊神奇的面板
GUIDE_INFO_6	恭喜你，獲得了1階軍械武器
GUIDE_INFO_7	恭喜你，獲得了第一個英雄
GUIDE_INFO_8	救命呀~
CLICK_SCREEN_CONTINUE	點擊屏幕繼續
HONOR_TITLE_1	戰力霸主
HONOR_TITLE_2	等級霸主
HONOR_TITLE_3	競技場霸主
HONOR_TITLE_4	爬塔霸主
HONOR_TITLE_5	皇城霸主
HONOR_TITLE_6	軍團霸主
HONOR_TITLE_7	運氣王
SRE_GUIDE_TXT_1	你的名字是？
SRE_GUIDE_TXT_2	最多12個字符
SRE_GUIDE_TXT_3	請輸入姓名
SRE_GUIDE_TXT_4	暱稱已被使用
SRE_GUIDE_TXT_5	修改失敗，當前您正在使用該暱稱
SRE_GUIDE_TXT_6	只能輸入中文、字母、數字
STR_SOLDIER_TYPE	兵種
STR_LIMIT_HERO	限時英雄：
STR_KING_LVUP_TITLE	領主等級提升
STR_KING_LVUP_DESC_1	領主等級：
STR_KING_LVUP_DESC_2	體力回復：
STR_KING_LVUP_DESC_3	等級上限：
STR_KING_LVUP_DESC_4	新功能！
STR_GET_TREASURE	獲取寶物
STR_GOTO_GET	前往獲取
STR_GOTO_GET2	前往領取
STR_JING_XING_ZHONG	進行中
STR_UNLOCK	未解鎖
STR_QUALITY_CHAPTER	%s階章節
STR_GROWPATH_STR_1	領主已成長至
STR_SUCC_ADVANCE	進階成功
LIMIT_BATTLE_SPEEDUP_1	%d級開啟%d檔加速
LIMIT_BATTLE_SPEEDUP_2	vip%d開啟%d檔加速
STR_JIUMING	救命
CLICK_ANY_POS_CONTINUE	點擊任意位置繼續
CUSTOM_SWEEP_OPEN_TEXT	%d級開啟掃蕩
STR_JIXU_MAOXIAN	繼續冒險
FOOD_RESTORE_DESC_1	體力恢復時間：
FOOD_RESTORE_DESC_2	下次體力恢復：
FOOD_RESTORE_DESC_3	全部體力恢復
FOOD_RESTORE_DESC_4	已滿
RED_FOOD_RESTORE_DESC_1	紅色體力恢復時間：
RED_FOOD_RESTORE_DESC_2	下次紅色體力恢復：
RED_FOOD_RESTORE_DESC_3	全部紅色體力恢復
COMMON_STR_LEVELOPEN_2	%s級解鎖
STR_KING_WAY	帝王之路
STR_KING_WAY_DESC_1	集齊
STR_KING_WAY_DESC_2	提升領主品質
STR_KING_WAY_DESC_3	收集
STR_KING_WAY_DESC_4	可提升領主品級
STR_KING_WAY_DESC_5	繼續搜集
STR_KING_WAY_DESC_6	領主晉級
TIPS_DESC_1	當前擁有：
TIPS_DESC_2	恢復間隔：
TIPS_DESC_3	下次恢復時間：
TIPS_DESC_4	全部恢復時間：
TIPS_DESC_5	已滿
TIPS_DESC_6	擁有量：
TIPS_LANDGRABBER_TIPS_1	古老的村莊等待著強者解救，誰知迎來了無盡的紛爭...
LANDGRABBER_TITLE_NOT_CAPTURED_1	虛位以待
LANDGRABBER_TITLE_NOT_CAPTURED_2	本段暫無玩家
LANDGRABBER_TIP_WAIT_RESCURE	待解救
LANDGRABBER_NOT_RESCURED_1	解救後開啟資源爭奪
LANDGRABBER_GOTO_SEARCH_1	前往尋找
LANDGRABBER_GOTO_RESCURE_1	前往解救
LANDGRABBER_GIVEUP_OWNER_1	撤離
LANDGRABBER_GOTO_CAPTURE_1	前往爭奪
LANDGRABBER_VILLAGE_LOCATION_1	傳說位於%s附近
LANDGRABBER_ERR_NO_TEAM_1	您需要加入一個戰隊
LANDGRABBER_ERR_NOT_TEAM_LEADER_1	需要戰隊隊長進行操作
LANDGRABBER_ERR_IN_PROTECT	保護時間內無法進行此操作，請稍後再試
LANDGRABBER_VILLAGE_LEAVE_SUSS	撤離成功
STR_SPECIAL_REWARD_1	特產
STR_LEFT_RES_1	剩餘資源：
STR_GET_SPEED	獲取速度
STR_GET_SPEED_1	獲取速度：
STR_OTHER_SERVER_1	跨服
STR_LORD_INFO	領主信息
STR_UNKOWN_1	未 知
CUSTOMTIP_DESC_1	搜集到5顆星就能挑戰我啦！
STR_TODAY_NOLONGER_NOTICE	今日不再提示
STR_MIXCASH_COST_DESC_1	（藍鑽不足，剩餘消耗金鑽）
STR_YU	與
STR_BUY_THIS_ITEM	進行購買該道具？
STR_TOTAL_FIGHT_FORCE	總戰力
STR_OPERATE	查看
STR_JUEWEI	爵位
STR_ZHAN_DUI	戰隊
STR_ZHAN_DUI_XIN_XI	戰隊信息
STR_LEGION_XIN_XI	軍團信息
STR_LEGION_SCORE_XIN_XI	軍團戰積分
STR_QUIT_GAME_TITLE	退出遊戲
STR_RELOAD_NEW_CLIENT	版本已更新，需要重新下載客戶端
NEED_UPDATE_SIZE	需要下載%s的數據，是否繼續？
STR_QUIT_GAME	是否要退出遊戲？
STR_DISSOLVE_TEAM	成功解散了戰隊
STR_LEAVE_TEAM	成功退出了戰隊
STR_REFRESH_LATER	刷新過於頻繁,請稍後再試
LEGION_LEVELS_DESC12	進度：
GOTO_1	前  往
STR_GET_1	領  取
LEGION_MEM_NUM	軍團人數：
LEGION_RANK	軍團排名：
CORE_MEMBERS	核心成員
MEMBER_LEADER	團長：
TEAM_MEM_NUM	戰隊人數：
TEAM_RANK	戰隊排名：
TEAM_MEMBER	戰隊成員
STR_VILLAGE_AWARD	村民進貢
STR_WIN	勝
STR_FAIL	敗
STR_CAPTURE_LORD	領主爭奪
STR_CAPTAIN	隊長：
STR_CAPTAIN_1	隊長
HAVE_NOT_LORD	暫無領主
STR_LAND_OUTPUT	地塊可能產出
STR_LAND_LORD	佔領者
STR_CAPTURE	佔領
STR_SURPLUS_TIME	剩餘時間
STR_GOT	已獲取：
STR_FORMATION_FIGHT_FORCE	佈陣戰力
STR_OWN_LAND	我的地塊
STR_CROSS_SERVER_RES_UP	（跨服，產量提升）
STR_MEMBER_NOT_UNLOCK_VILLAGE	該成員尚未解鎖村莊
STR_OWN_LAND_RES_OUTPUT	我的地塊累計收益：
STR_LAND_GRAB_COST_TIP	尚未佔領地塊，佔領成功消耗：
STR_GRAB_SUCESS	佔領成功
STR_GRAB_FAILURE	佔領失敗
STR_DEFEND_SUCESS	防守成功
STR_DEFEND_FAILURE	防守失敗
STR_BARREN_LAND	荒地
STR_LAND_REWARD_EMPTY_TIP	地塊暫時未有所收益，請稍後查看
STR_SURPLUS_TIME_TODAY	今日剩餘時間：
STR_GRAB_TIME_ONCE	單次佔領時間：
STR_LAND_GRAB_ERR_DEFAULT	數據異常，請刷新介面後重試
STR_LAND_GRAB_PERSON_ERR_201	不是領主
STR_LAND_GRAB_PERSON_ERR_202	當前地塊正處於保護時間內，無法佔領
STR_LAND_GRAB_PERSON_ERR_203	您已經佔領了一個地塊，請撤離後再嘗試
STR_LAND_GRAB_PERSON_ERR_204	您今日的佔領時間已經耗盡，請明天再來
STR_LAND_GRAB_PERSON_ERR_209	占地憑證不足
STR_LAND_GRAB_TEAM_ERR_201	不是領主
STR_LAND_GRAB_TEAM_ERR_202	當前村莊正處於保護時間內，無法撤離或佔領
STR_LAND_GRAB_TEAM_ERR_203	您的戰隊已經佔領了一個村莊，請撤離後再嘗試
STR_LAND_GRAB_TEAM_ERR_205	請您加入一個戰隊後再嘗試
STR_LAND_GRAB_TEAM_ERR_206	您已經佔領了一個村莊了
STR_LAND_GRAB_TEAM_ERR_207	佔領村莊所需資源不足
STR_LAND_GRAB_TEAM_ERR_208	村莊還未解救
STR_SELECT_SER_DESC	選擇伺服器：
STR_START	開始
STR_OVER	結束
STR_COMMONLY_USED	常用帳號推薦
NO_NAME	未命名
STR_ALL_SERVER	所有伺服器
STR_VERSION_CODE	當前版本號：
STR_LOGIN_TIPS	測試版本不代表最終品質
STR_GET_NEW_SKILL	解鎖天賦：
STR_DRAGON_TALENT	巨龍天賦：
STR_JOIN_TEAM_TIME	後可加入戰隊
STR_TEAM_MAMBER_MAX	戰隊人數已達上限
STR_LOW_LEVEL	領主等級太低,無法加入戰隊
STR_ZHANG_YU_DESC_1	休想拿走我絕世寶貝
STR_ZHANG_YU_DESC_2	絕世寶貝激活神秘屬性
STR_FA_LAO_DESC_1	救我，幫你征服世界
STR_TEAM_APPLY_NUM_LIMIT	僅能同時向%s個戰隊發出申請
STR_CAPTURE_VILLAGE_CONFIRM	是否爭奪該村莊領主？
STR_ROB_NOT_ENOUGH	沒有足夠的占地憑證，是否前往獲取？
STR_GOTO_LOOK	前往查看
STR_CANT_QUIT	隊長不可退出戰隊
STR_CITY_CRAFT_DESC_1	增加1次挑戰次數
STR_TEAM_BONUS	戰隊加成
STR_HERO_FATE_DESC_1	英雄緣分
STR_HERO_FATE_DESC_2	激活緣分可提升英雄屬性
STR_HERO_FATE_DESC_3	帝王之路可獲取缺失英雄碎片
STR_GLACEMAN_DESC_1	被束縛的
STR_CAN_WEAR_EQUIP_DESC	當前有可穿戴裝備，是否自動穿戴？ 
ROLE_EQUIPREBUILD_TIP501	強化材料不足
ROLE_EQUIPREBUILD_TIP502	精煉材料不足
ROLE_EQUIPREBUILD_TIP503	強化等級已達上限
ROLE_EQUIPREBUILD_TIP504	精煉等級已達上限
STR_TO_BATTLE_FINISH	到戰鬥結束
STR_MAX_FLOOR	恭喜英雄通關勇者之塔,敬請期待接下來的挑戰吧!
STR_HAS_LEGION	已經加入了軍團
STR_GUIDE_FREE_DRAGON_USE_DESC_1	通關[%s.%s]可永久使用
DRAGON_BADGE_NAME	火龍徽章
DRAGON_BADGE_kill_NAME	巨龍吐息
STR_GUIDE_TASK_NODE_LV	%s級開啟:
STR_GUIDE_TASK_NODE_AWARD	領取獎勵!
STR_GUIDE_TASK_TARGET_NEW	新目標:
STR_GUIDE_TASK_FUNC_NEW	新功能:
STR_GUIDE_TASK_NODE_NEED_LV	%s級領取
STR_GUIDE_TASK_NODE_NEED_CITY	通關[%s.%s]
BATTLE_RESULT_SEAT_1	進攻方
BATTLE_RESULT_SEAT_2	防守方
EXPLORE_BOSS_SHOW_TALK_STR	點我！
TERRITORIAL_WAL_REPORT_TITLE_1	事件
TERRITORIAL_WAL_REPORT_TITLE_2	防守
CITYCRAFT_INFO_1	稅收獎勵：
CITYCRAFT_INFO_2	挑戰成功，獲取
CITYCRAFT_INFO_3	爵位
CITYCRAFT_INFO_4	爵位進階失敗
CITYCRAFT_INFO_5	防守失敗，降級為
CITYCRAFT_INFO_6	爵位保留成功
CITYCRAFT_INFO_7	爵位未變化
CITYCRAFT_INFO_8	暫無爵位
FIRST_PAY_INFO_1	超值豪禮
FIRST_PAY_INFO_2	內含：
FIRST_PAY_INFO_3	首儲豪禮
FIRST_PAY_INFO_4	送：
FIRST_PAY_INFO_5	超值好禮
FIRST_PAY_INFO_6	超值好禮
TREASURE_PLACE_INFO_1	成功佔領
TREASURE_PLACE_INFO_2	成功防守
TREASURE_PLACE_INFO_3	挑戰失敗
TREASURE_PLACE_INFO_4	失敗退出
NO_ROLE_CAN_ONLINE_DESC	暫無英雄，是否前往酒館招募英雄？
WORLD_ENTER_TEXT	世界
PURCHASED	已購買
SOLDOUT	售 罄
TEN_THOUSAND	萬
ONE_HUNDRED_MILLION	億
FWACT_LIMIT	僅限前%d人購買，(剩餘%d件)
FIRST_WEEK_INFO_1	已過期
FIRST_WEEK_INFO_2	再完成
FIRST_WEEK_INFO_3	個任務可開啟下一個寶箱
FIRST_WEEK_INFO_4	還剩餘
FIRST_WEEK_INFO_5	關閉
FIRST_WEEK_INFO_6	已結束
FIRST_WEEK_INFO_7	開服七天樂
FIRST_WEEK_INFO_8	第%d天可查看
FIRST_WEEK_INFO_9	至尊禮盒
FIRST_WEEK_INFO_10	等級達到
WEEK_SIGN_STR_RESIGN	補簽
WEEK_SIGN_CODE201	VIP1解鎖補簽
WEEK_SIGN_DAY_1	第一天
WEEK_SIGN_DAY_2	第二天
WEEK_SIGN_DAY_3	第三天
WEEK_SIGN_DAY_4	第四天
WEEK_SIGN_DAY_5	第五天
WEEK_SIGN_DAY_6	第六天
WEEK_SIGN_DAY_7	第七天
WEEK_SIGN_RESIGN_STR	進行補簽
WEEK_SIGN_RESIGN_DIALOG	補簽確認
AC_LEVEL_RANK_1	榜首獎勵：
AC_LEVEL_RANK_2	我的排名
AC_LEVEL_RANK_3	等級排行
AC_FIGHT_RANK_1	戰鬥力排行
LEGION_SHOP_NPC_STR	軍團商人
LEGION_WAR_NPC_STR	軍團戰
LEGION_WORLD_WAR_NPC_STR	王者之戰
LEGION_BUTTON_STR_WORLD_WAR	決戰天下
WAR_COLLEGE_DESC_1	歡迎來到戰爭學院，在這裡您可以學習到高級佈陣方法。
WAR_COLLEGE_DESC_2	步兵通常是用來抵擋敵人的，他能夠牽制兩個敵方近戰單位。
WAR_COLLEGE_DESC_3	試試用步兵牽制敵方的騎兵來獲得勝利吧！
WAR_COLLEGE_DESC_4	騎兵只能吸引一個近戰單位，其餘的近戰單位會越過騎兵。
WAR_COLLEGE_DESC_5	試試用騎兵牽制敵方騎兵以保護後排的遠程吧！
WAR_COLLEGE_DESC_6	遠程只能吸引一個近戰單位，其餘近戰單位會越過遠程。
WAR_COLLEGE_DESC_7	試試用遠程牽制敵方步兵以方便己方騎兵發起對敵方遠程的突襲吧！
WAR_COLLEGE_DESC_8	注意對面的騎兵，他們的攻擊力不容小覷。
WAR_COLLEGE_DESC_9	快用你的步兵好好的保護遠程吧！
WAR_COLLEGE_DESC_10	注意對面後排的遠程，她們有著令人膽顫的強大的攻擊力。
WAR_COLLEGE_DESC_11	快利用騎兵繞後的特性擊潰她們吧！
WAR_COLLEGE_DESC_12	注意對面的步兵，他們有著很高的防禦力。
WAR_COLLEGE_DESC_13	快利用遠程集火幹掉敵方的步兵吧！
STR_TIME11	%d天
STR_TIME12	%d 天
LEGION_BOSS_INFO_1	排行
LEGION_BOSS_INFO_2	鼓舞
LEGION_BOSS_INFO_3	挑戰
LEGION_BOSS_INFO_4	今日未開始
LEGION_BOSS_INFO_5	今日已結束
LEGION_BOSS_INFO_6	本次免費
LEGION_BOSS_INFO_7	擊殺
LEGION_BOSS_INFO_8	傷害排行
LEGION_BOSS_INFO_9	排名
LEGION_BOSS_INFO_10	玩家名稱
LEGION_BOSS_INFO_11	傷害
LEGION_BOSS_INFO_12	開啟時間：
LEGION_BOSS_INFO_13	升級條件：
LEGION_BOSS_INFO_14	軍團%d級
LEGION_BOSS_INFO_15	成功擊殺BOSS
LEGION_BOSS_INFO_16	士氣鼓舞
LEGION_BOSS_INFO_17	軍團全員對BOSS傷害得到提升！
LEGION_BOSS_INFO_18	剩餘鼓舞次數：
LEGION_BOSS_INFO_19	鼓舞次數已達上限！
LEGION_BOSS_INFO_20	鼓舞軍團全員
LEGION_BOSS_INFO_21	今日剩餘鼓舞次數：%d
LEGION_BOSS_INFO_22	士氣鼓舞
LEGION_BOSS_INFO_23	軍團2級開放
LEGION_BOSS_INFO_24	獎勵說明
LEGION_BOSS_INFO_25	軍團參與獎勵
LEGION_BOSS_INFO_26	首殺獎勵
LEGION_BOSS_INFO_27	挑戰獎勵
LEGION_BOSS_INFO_28	最後一擊獎勵
LEGION_BOSS_INFO_29	軍團排名獎勵
LEGION_BOSS_INFO_30	軍團排名
LEGION_BOSS_INFO_31	軍團尚未入榜
LEGION_BOSS_INFO_32	獎勵說明
LEGION_BOSS_INFO_33	排名
LEGION_BOSS_INFO_34	軍團
LEGION_BOSS_INFO_35	難度
LEGION_BOSS_INFO_36	傷害量
LEGION_BOSS_INFO_37	鼓舞
LEGION_BOSS_INFO_38	MVP
LEGION_BOSS_INFO_39	獎勵
LEGION_BOSS_INFO_40	挑戰次數已達上限
