Key	文本内容
text_dragonTalentName4_10	黑龍血統
text_dragonTalentDesc4_10	<font size = #"18",color="#f0b63aff",strokeColor="#000000ff",strokeSize=2>全體上陣英雄<line></font><font size = #"22",color="#fffbccff",strokeColor="#000000ff",strokeSize=2>+2.5%</font><font size = #"22",color="#fc2626ff",strokeColor="#000000ff",strokeSize=2> PvP治療加成<line></font><font size = #"18",color="#93f644ff",strokeColor="#000000ff",strokeSize=2>（每級天命等級額外提升0.5%）</font>
text_vipDesc_cash	累計儲值%s金鑽可激活
text_vipDesc_monthCard	高級特權卡每日額外獎勵:
text_vipDesc_endVip	享有VIP%s全部特權
text_vipDesc_godShopRefresh	每日可刷新英雄商店次數: %s
text_vipDesc_hardReset	每日可重置關卡次數: %s
text_vipDesc_eliteReset	每日可重置關卡次數: %s
text_vipDesc_normalReset	每日可重置關卡次數: %s
text_vipDesc_exploreAccelerateTimes	每日可進行大本營掛機加速次數: %s
text_vipDesc_shopLimit1	每日可購買5星英雄碎片次數: %s
text_vipDesc_shopLimit2	每日可購買極品1級龍晶次數: %s
text_vipDesc_shopLimit3	每日可購買競技場門票次數: %s
text_vipDesc_citycraftChallenge	每日可購買王城爭霸挑戰次數: %s
text_vipDesc_altar1	每日可進行祭壇祭祀次數: %s
text_vipDesc_altar2	每日可進行祭壇祭祀次數: %s
text_vipDesc_altar3	每日可進行祭壇祭祀次數: %s
text_vipDesc_altar4	每日可進行祭壇祭祀次數: %s
text_vipDesc_vipShop0	VIP商店解鎖: 金幣x1000000
text_vipDesc_vipShop1	VIP商店解鎖: 金幣x1000000
text_vipDesc_vipShop2	VIP商店解鎖: 突破石x100
text_vipDesc_vipShop3	VIP商店解鎖: 4星英雄碎片x40
text_vipDesc_vipShop4	VIP商店解鎖: 5星英雄碎片x10
text_vipDesc_vipShop5	VIP商店解鎖: 5小時加速卡x1
text_vipDesc_vipShop6	VIP商店解鎖: 幸運幣x10
text_vipDesc_vipShop7	VIP商店解鎖: 奢華招募x5
text_vipDesc_vipShop8	VIP商店解鎖: 5星英雄碎片x60
text_vipDesc_vipShop9	VIP商店解鎖: 王城鐵騎x7
text_vipDesc_vipShop10	VIP商店解鎖: 高級幸運幣x5
text_vipDesc_vipShop11	VIP商店解鎖: 月亮神石x1
text_vipDesc_vipShop12	VIP商店解鎖: 高級龍晶包x5
text_vipDesc_vipShop13	VIP商店解鎖: 太陽神石x1
text_vipDesc_vipShop14	VIP商店解鎖: 8級寶石袋x1
text_vipDesc_vipShop15	VIP商店解鎖: 隨機遠古裝備
text_vipDesc_exploreMagicConversion2	大本營魔法陣轉化率+4%
text_vipDesc_exploreMagicConversion5	大本營魔法陣轉化率+6%
text_vipDesc_exploreMagicConversion9	大本營魔法陣轉化率+10%
text_vipDesc_towerOneKey	勇者之塔開啟馬上完成功能
text_vipDesc_luckyDragon	可參與%s次開服招財龍活動
text_vipDesc_trialOneKey	秘境礦洞開啟一鍵探索功能
text_vipDesc_battleSpeedUp3	開啟戰鬥3倍加速
text_vipDesc_exploreBossImprove	野外哥布林出現機率提升%s%%
text_vipDesc_legionConstruct	每日軍團建設次數+1
text_vipDesc_exploreTaskExtra	每日大本營搜尋任務購買次數+1
text_vipDesc_towerAgainTimes	每日勇者之塔重置次數+1
text_vipDesc_tavernNormalLimit	每日酒館平凡招募次數上限+10
text_vipDesc_signAgain	開啟七日簽到補簽
text_vipDesc_investment	開啟一本萬利專屬投資
text_vipDesc_customWeal	開啟冒險贏鑽石額外獎勵
text_vipDesc_customWealOpen	開啟冒險贏鑽石福利
text_vipDesc_luckyWheelAdvOpen	開啟高級幸運轉盤
text_recharge_weekCard	30天
text_recharge_monthCard	30天
text_recharge_other	雙倍
text_recharge_1	--
text_recharge_2	--
text_recharge_3	送3%
text_recharge_4	送6%
text_recharge_5	送9%
text_recharge_6	送12%
text_heroDesc_1000	無意闖入新世界的冒險家，為了能夠尋求神龍而不斷深入探索這個實世界。
text_heroDesc_1001	森林中的俠客，時常劫掠過往的商客並將大量的財富分發予貧民。
text_heroDesc_1002	美麗可愛的蘿莉弓箭手，作為光明聖女的妹妹，從小就擁有著卓越的箭術。
text_heroDesc_2001	野蠻與莽撞的蠻族騎士，與野豬為伴，力大無比，酷愛食用雞腿。
text_heroDesc_2002	美麗可愛的叢林弓箭手，從小就擁有著卓越的箭術。
text_heroDesc_3001	兇猛狂暴的血斧戰士，擁有強大的抗擊打能力。
text_heroDesc_3002	美麗可愛的蘿莉法師，從小就擁有著卓越的魔法能力。
text_heroDesc_5001	精靈世界入口的守護者，巨大而又堅毅的軀幹就是他最大的武器。
text_heroDesc_5002	靈動而精準的長矛、矯健而迅捷的身影，這一切都讓闖入無語森林的倒霉蛋們吃盡了苦頭。
text_heroDesc_5003	矮人中的無畏強者，帶著由龍炎熔煉並打造的戰錘在戰場上所向睥睨。
text_heroDesc_5004	可愛而又致命的寵物跟蹤導彈，讓火炮大師成為敵方英雄最為頭疼的存在。
text_heroDesc_5005	深海娜迦一族的女王，手持寒冰雙刃，為族人的生存展現出無人可屈服的堅韌。
text_heroDesc_5006	神話時代就存在的種族，擁有著與年齡不符的容貌，是戰場讓人無法忽視的危險。
text_heroDesc_5007	正義的執行者，為守護人族免於黑暗勢力的侵蝕，誓要擊敗世間所有黑暗。
text_heroDesc_5008	光明的忠誠追隨者與擁護者，手中不斷散發著神光的箭矢讓所有妄圖踏入帝國的惡魔為之膽寒。
text_heroDesc_5009	暗夜之子麾下最為能征善戰的嗜血戰士，亦如死神一般，他的到來總是伴隨著死亡。
text_heroDesc_5010	黑暗中最為致命的箭矢皆出之她手，傳聞被其箭矢所傷者，無一能逃脫死神的魔掌。
text_heroDesc_5011	海盜首領，統御著成千上萬的海盜馳騁於大海之上，成為帝國的心腹大患。
text_heroDesc_5012	帝國中最為出色的美食制造者，傳聞他的美食能夠給人們提供無限的勇氣與力量。
text_heroDesc_5013	沙漠中的皇帝，卻因為其貪婪的欲望而被自己的族人利用封印禁錮於沙漠深處。
text_heroDesc_5014	在法老的離去後，成為沙漠帝國的實際統領者，其果斷英武的性格讓世人無不欽佩。
text_heroDesc_5015	英俊而又武力超群的聖騎士，成為城邦中最為受女性歡迎的英雄角色。
text_heroDesc_5016	作為帝國中最受人尊敬的智者，同時也是敵人最為恐懼的大魔法師。
text_heroDesc_5017	堅定的帝國守護者，作為帝國最堅韌的勇者，是戰場上最為英勇的戰士。
text_heroDesc_5018	月夜中最為致命的頂尖射手，精湛的弓術與銳利的雙目讓其在戰場中成為一切戰士的噩夢。
text_heroDesc_5019	最具天賦的破法者，與生俱來抗魔體質和精湛近戰技巧，讓其成為了法師們最為頭痛的存在。
text_heroDesc_5020	墓地的看護者，隱忍而神秘，全身縈繞的死亡氣息讓任何敵人都為之膽顫。
text_heroDesc_5021	作為帝國的王儲，英勇善戰、體恤民情，深受帝國人們的擁戴。
text_heroDesc_5022	遊歷各大陸之間的神秘人物，強大的戰鬥能力來自奇怪的發明，戰術詭異難測。
text_heroDesc_5023	精靈世界中的魔法免疫者，任何對精靈世界有著邪惡想法的法師們都會在他面前膽寒而無力。
text_heroDesc_5024	精靈之中箭術最為卓越之人，矯健的身影穿梭於森林之中，消滅任何敢於褻瀆森林之人。
text_heroDesc_5025	人魚帝國皇家護衛騎士隊長，時常率領魚人戰士巡守於帝國海岸邊境，捍衛海洋的和平。
text_heroDesc_5026	深海中的人魚一族的唯一公主，海洋中最為絢麗耀眼的珍珠，擁有著掌控海洋的力量。
text_heroDesc_5027	亡靈之地的大領主，掌控著收割一切生靈的死神之力，是世間最為人忌憚的神靈之一。
text_heroDesc_5028	精通魔法的天才法師，靠著強大的魔力收服巨龍為己所用。
text_heroDesc_7001	黑夜的守護者，月亮的化身，月光所及之處，任何污穢之物皆殞命與月神箭下。
text_heroDesc_7002	黑暗之中最為鬼魅的身影，所到之處無不血流成河，怨魂四起來。
text_heroDesc_7003	神族血脈，雷神之子，威嚴而神勇，是神族盯守混沌之都的監察官。
text_heroDesc_7004	混沌之地的無上領主.
text_teamhint_leave1	無法享受戰隊加成
text_teamhint_leave2	失去相伴的隊友
text_teamhint_leave3	戰隊活動孤立無援
text_teamhint_create1	加入戰隊可獲得戰隊屬性加成
text_teamhint_create2	擁有同伴，在這個世界找到依靠
text_teamhint_create3	參加有趣的活動，獲得快樂
text_teamemblem1	戰隊存在
text_teamemblem2	全隊成員特權卡
text_teamemblem3	全隊成員高級特權卡
text_teamemblem4	全隊成員VIP4
text_teamemblem5	全隊成員VIP6
text_teamemblem6	全隊成員VIP8
text_teamemblem7	全隊成員VIP10
text_teamemblem8	全隊成員VIP12
text_playerTreasureSuitName1	死神祝福
text_playerTreasureSuitName2	冥王祝福
text_playerTreasureSuitName3	戰神祝福
text_playerTreasureSuitName4	泰坦祝福
text_playerTreasureSuitName5	遠古祝福
text_playerTreasureSuitName6	諸神祝福
text_soldierArmorName1	無甲
text_soldierArmorName2	布甲
text_soldierArmorName3	皮甲
text_soldierArmorName4	輕甲
text_soldierArmorName5	鎖甲
text_soldierArmorName6	重甲
text_soldier_1_skillName1	堅甲Ⅰ
text_soldier_1_skillDesc1	部隊防禦提升6%
text_soldier_1_skillName2	堅甲Ⅱ
text_soldier_1_skillDesc2	部隊防禦提升18%
text_soldier_1_skillName3	再生能力
text_soldier_1_skillDesc3	部隊在受傷後每秒回復0.6%最大血量的生命值
text_soldier_2_skillName1	強攻Ⅰ
text_soldier_2_skillDesc1	部隊攻擊提升3%
text_soldier_2_skillName2	強攻Ⅱ
text_soldier_2_skillDesc2	部隊攻擊提升9%
text_soldier_2_skillName3	精準打擊
text_soldier_2_skillDesc3	部隊攻擊將無視目標10%的護甲
text_soldier_3_skillName1	忍耐Ⅰ
text_soldier_3_skillDesc1	部隊生命提升5%
text_soldier_3_skillName2	忍耐Ⅱ
text_soldier_3_skillDesc2	部隊生命提升15%
text_soldier_3_skillName3	淪陷戰術
text_soldier_3_skillDesc3	部隊將對遠程兵種造成20%額外傷害
text_kingWar_name1	國王
text_kingWar_name2	親王
text_kingWar_name3	公爵
text_kingWar_name4	侯爵
text_kingWar_name5	伯爵
text_kingWar_name6	子爵
text_kingWar_name7	男爵
text_kingWar_name8	勛爵
text_kingWar_name9	領主
text_kingWar_name10	騎士
text_kingWar_name11	公民
text_general_level1	Ⅰ
text_general_level2	Ⅱ
text_general_level3	Ⅲ
text_general_level4	Ⅳ
text_general_level5	Ⅴ
text_general_level6	Ⅵ
text_general_level7	Ⅶ
text_general_level8	Ⅷ
text_general_level9	Ⅸ
text_general_level10	Ⅹ
text_worldWarScheduleDesc1	星期一~星期四
text_worldWarScheduleDesc2	星期四
text_worldWarScheduleDesc3	星期五
text_worldWarScheduleDesc4	星期五
text_worldWarScheduleDesc5	星期六
text_worldWarScheduleDesc6	星期六
text_worldWarAchievement_name_1	積分
text_worldWarAchievement_desc_1	在積分賽中累計獲得{1}積分
text_worldWarAchievement_name_2	勝場
text_worldWarAchievement_desc_2	在積分賽中獲得{1}次勝利
text_worldWarAchievement_name_3	支持
text_worldWarAchievement_desc_3	在王者之戰中累計支持成功{1}次
text_worldWarAchievement_name_4	奪冠
text_worldWarAchievement_desc_4	在王者之戰中累計奪冠{1}次
text_legionhint_leave1	無法享受軍團福利
text_legionhint_leave2	失去相伴的朋友
text_legionhint_leave3	無法參加軍團活動
text_legionhint_create1	加入軍團可享受各種福利
text_legionhint_create2	擁有同伴，在這個世界找到依靠
text_legionhint_create3	參加有趣的活動，獲得快樂
text_legion_buildName1	低級建設
text_legion_buildName2	高級建設
text_legion_buildName3	至尊建設
text_legionBonFireRedPaperName_operate1	添柴紅包
text_legionBonFireRedPaperName_operate2	加火紅包
text_legionBonFireRedPaperName_level1	篝火大紅包（Lv.1）
text_legionBonFireRedPaperName_level2	篝火大紅包（Lv.2）
text_legionBonFireRedPaperName_level3	篝火大紅包（Lv.3）
text_legionBonFireRedPaperName_level4	篝火大紅包（Lv.4）
text_legionBonFireRedPaperName_level5	篝火大紅包（Lv.5）
text_legionLog_create	%s創建了軍團
text_legionLog_upgrade	可喜可賀! 軍團升級為%s級軍團!
text_legionLog_newMember	%s加入了軍團.
text_legionLog_newDeputy	%s成為了副軍團長
text_legionLog_newMaster	%s將軍團長轉讓給了%s
text_legionLog_leaveMember	%s離開了軍團！
text_legionLog_kickMember	%s被踢出了軍團!
text_legionLog_setNotice	%s修改了公告!
text_legionLog_appoint	%s被任命為%s職位
text_legionLog_liftDuty	%s被解除了%s職位
text_legionLog_construct	%s進行了一次%s
text_legionLog_impeachmentsuccess	%s成功彈劾了%s
text_legion_magicName1	高級修築
text_legion_magicName2	修築加速
text_legion_magicName3	強襲
text_legion_magicName4	快速補給
text_legion_magicName5	探查
text_legion_magicName6	防禦提升
text_legion_magicName7	攻擊提升
text_legion_magicDesc1	直接提升當前建築{1}點修築值
text_legion_magicDesc2	本輪軍團戰修築速度提升50%
text_legion_magicDesc3	使一個無法到達的城池可攻擊
text_legion_magicDesc4	本輪軍團戰攻擊次數+{1}
text_legion_magicDesc5	探明1個隱蔽中的英雄
text_legion_magicDesc6	本場戰鬥中傷害減免提升{1}%%
text_legion_magicDesc7	本場戰鬥中傷害加成提升{1}%%
text_legionExploreTask	尋找魔法卡
text_legionExploreTask1	本輪剩餘探索次數：
text_legionWar_buildName1	大本營
text_legionWar_buildName2	要塞
text_legionWar_buildName3	要塞
text_legionWar_buildName4	前哨
text_legionWar_buildName5	情報站
text_legionWar_buildName6	前哨
text_legionWar_buildName7	哨崗
text_legionWar_buildName8	哨崗
text_legionWar_buildName9	哨崗
text_legionWar_buildName10	前線營地
text_legionWar_buildName11	哨崗
text_legionWar_buildName12	情報站
text_legionWar_buildName13	情報站
text_legionWar_buildName14	前哨
text_legionWar_buildName15	加強前哨
text_legionWar_buildName16	前哨
text_legionWar_rankName1	新勢力
text_legionWar_rankName2	黑鐵Ⅲ
text_legionWar_rankName3	黑鐵Ⅱ
text_legionWar_rankName4	黑鐵Ⅰ
text_legionWar_rankName5	黃銅Ⅲ
text_legionWar_rankName6	黃銅Ⅱ
text_legionWar_rankName7	黃銅Ⅰ
text_legionWar_rankName8	白銀Ⅲ
text_legionWar_rankName9	白銀Ⅱ
text_legionWar_rankName10	白銀Ⅰ
text_legionWar_rankName11	黃金Ⅲ
text_legionWar_rankName12	黃金Ⅱ
text_legionWar_rankName13	黃金Ⅰ
text_legionWar_rankName14	紫金Ⅲ
text_legionWar_rankName15	紫金Ⅱ
text_legionWar_rankName16	紫金Ⅰ
text_legionWar_rankName17	鑽石Ⅲ
text_legionWar_rankName18	鑽石Ⅱ
text_legionWar_rankName19	鑽石Ⅰ
text_legionWar_rankName20	王者Ⅲ
text_legionWar_rankName21	王者Ⅱ
text_legionWar_rankName22	王者Ⅰ
text_legionWar_rankName23	最強王者
text_legionWar_timedesc1	準備時間
text_legionWar_timedesc2	戰鬥時間
text_legionWar_timedesc3	休息時間
text_bag_titleName1_0	全部道具
text_bag_titleName1_1	材料
text_bag_titleName1_2	禮包、寶箱
text_bag_titleName1_3	碎片
text_bag_titleName1_4	軍械
text_bag_titleName2_0	寶石
text_bag_titleName3_0	全部裝備
text_bag_titleName3_1	裝備-頭盔
text_bag_titleName3_2	裝備-武器
text_bag_titleName3_3	裝備-護肩
text_bag_titleName3_4	裝備-鎧甲
text_bag_titleName3_5	裝備-斗篷
text_bag_titleName3_6	裝備-掛飾
text_bag_titleName4_0	符文
text_rune_name1	破壞
text_rune_desc1	這枚符文中蘊含著可摧毀一切的力量！
text_rune_name2	抵禦
text_rune_desc2	它可以為您帶來強大的抗擊打能力！
text_rune_name3	洞察
text_rune_desc3	戴上它，你就可以捕捉對手的一切弱點！
text_rune_name4	祝福
text_rune_desc4	被眾神祝福，是件不可思議的事情！
text_magicCircleName1	突破法陣
text_magicCircleName2	覺醒法陣
text_magicCircleName3	天命法陣
text_magicConvertName1	特權卡
text_magicConvertName2	高級特權卡
text_magicConvertName3	vip%s
text_magicUpgradeName1	普通
text_magicUpgradeName2	精英
text_magicUpgradeName3	困難
text_magicUpgradeName4	噩夢
text_warCollegeCourseName1	步兵演練一
text_warCollegeCourseName2	騎兵演練一
text_warCollegeCourseName3	遠程演練一
text_warCollegeCourseName4	步兵演練二
text_warCollegeCourseName5	騎兵演練二
text_warCollegeCourseName6	遠程演練二
text_warCollegeCourseDescribe1	步兵正面牽制，遠程瘋狂輸出才是王道！
text_warCollegeCourseDescribe2	騎兵迂回牽制敵方騎兵的進攻，才能保證輸出！
text_warCollegeCourseDescribe3	遠程集火消滅敵方步兵主力，才能保證騎兵的突襲！
text_warCollegeCourseDescribe4	只有步兵做到了完全的牽制，才能發揮遠程的優勢！
text_warCollegeCourseDescribe5	需要學會騎兵繞後的戰術，才能獲取勝利！
text_warCollegeCourseDescribe6	保護己方的遠程，才能展現出集火的帶來的高額傷害！
text_dailyTaskDesc_battleFight	完成%s次任意關卡
text_dailyTaskDesc_exploreSpeedUp	進行%s次加速掛機
text_dailyTaskDesc_friendGive	贈送好友%s次禮物
text_dailyTaskDesc_shopBuy	在珍品商店購買%s次物品
text_dailyTaskDesc_doWheel	參與%s次幸運轉盤
text_dailyTaskDesc_cave	完成%s次山洞探險
text_dailyTaskDesc_equipUpgrade	進行%s次裝備強化
text_dailyTaskDesc_exploreBoss	捕獲%s個哥布林
text_dailyTaskDesc_territorywar	完成%s次村莊地塊佔領
text_dailyTaskDesc_arena	在競技場進行%s次挑戰
text_dailyTaskDesc_tavern	在酒館進行%s次平凡招募
text_dailyTaskDesc_tavernHigh	在酒館進行%s次奢華招募
text_dailyTaskDesc_tower	完成%s次勇者之塔重置
text_dailyTaskDesc_superBox	打開龍晶礦洞終極寶箱
text_dailyTaskDesc_supremacy	完成%s次王城爭霸挑戰
text_dailyTaskDesc_legionFire	參與%s次軍團篝火
text_dailyTaskDesc_teamTask	完成%s次戰隊任務
text_dailyTaskDesc_statueAward	獲取%s次點金雕像賞賜
text_dailyTaskDesc_statueImprove	完成%s次裝備改良
text_dailyTaskDesc_exploreTask	完成大本營搜尋任務%s次
text_dailyTaskDesc_foodFete	進行%s次突破石祭祀
text_dailyTaskDesc_goldFete	進行%s次金幣祭祀
text_dailyTaskDesc_destinyFete	進行%s次寶石袋祭祀
text_dailyTaskDesc_gemFete	進行%s次經驗藥水祭祀
text_dailyTaskDesc_build	進行%s次軍團建設
text_dailyTaskDesc_uncharted	完成%s輪秘境礦洞探險
text_dailyTaskDesc_food	日常進餐
text_dailyTaskDesc_weekCard	特權卡禮包
text_dailyTaskDesc_monthCard	高級特權卡禮包
text_dailyTaskDesc_doubleCard	雙卡禮包
text_taskBattle	通關普通第{2}關
text_taskElite	通關精英第{2}關
text_taskHard	通關困難第{2}關
text_taskNightmare	通關噩夢第{2}關
text_taskHell	通關地獄第{2}關
text_taskLevel	領主等級達到{2}級
text_taskRoleQuality	集齊{2}個{1}星英雄
text_taskSoldierLevel	{2}個英雄兵種達到{1}階
text_taskRoleReborn	{2}個英雄突破達到{1}級
text_taskLegionLevelJoin	加入軍團
text_taskLegionLevel	軍團等級達到{2}級
text_taskTeamLevelJoin	加入戰隊
text_taskTeamLevel	戰隊等級達到{2}級
text_taskFightPower	戰鬥力達到{2}萬
text_taskLegionFire	參與軍團篝火達到{2}次數
text_getWayName1	儲值
text_getWayName102	冒險普通關卡
text_getWayName202	冒險精英關卡
text_getWayName302	冒險噩夢關卡
text_getWayName400	酒館
text_getWayName401	酒館平凡招募
text_getWayName402	酒館奢華招募
text_getWayName501	勇者之塔
text_getWayName601	大本營掛機
text_getWayName602	哥布林
text_getWayName603	探索任務
text_getWayName604	魔法陣
text_getWayName701	龍晶礦洞
text_getWayName702	龍晶合成
text_getWayName703	龍晶轉換
text_getWayName801	秘境礦洞
text_getWayName901	每日任務
text_getWayName1001	競技場
text_getWayName1101	好友贈禮
text_getWayName1201	軍械合成
text_getWayName1301	王城爭霸
text_getWayName1302	王者之戰
text_getWayName1401	天命石合成
text_getWayName1501	山洞探險
text_getWayName1601	軍團建設
text_getWayName1602	軍團篝火
text_getWayName1603	軍團戰
text_getWayName1701	戰隊任務
text_getWayName1801	金幣祭壇
text_getWayName1802	突破石祭壇
text_getWayName1803	寶石袋祭壇
text_getWayName1804	經驗藥水祭壇
text_getWayName1901	裝備分解
text_getWayName2001	英雄分解
text_getWayName2101	符文分解
text_getWayName2201	點金雕像
text_getWayName2301	幸運轉盤
text_getWayName2401	英雄合成
text_getWayName2501	限時兌換
text_getWayName10100	珍品商店
text_getWayName10201	英雄商店
text_getWayName10202	遠古英雄商店
text_getWayName10301	改良材料商店
text_getWayName10302	稀有裝備商店
text_getWayName10303	史詩裝備商店
text_getWayName10304	神話裝備商店
text_getWayName10305	遠古裝備商店
text_getWayName10306	創世裝備商店
text_getWayName10401	活躍商店
text_getWayName10501	競技商店
text_getWayName10601	戰隊商店
text_getWayName10701	軍團商店
text_getWayName10801	王城商店
text_getWayName20001	軍團高級寶箱
text_getWayName30001	豪華簽到
text_getWayName30002	月度返利
text_getWayDesc1	可獲取大量鑽石與VIP特權
text_getWayDesc102	產出經驗與裝備
text_getWayDesc202	產出經驗與軍械
text_getWayDesc302	產出經驗與遠古魂晶
text_getWayDesc400	英雄主要的獲取途徑
text_getWayDesc401	主要的英雄獲取途徑
text_getWayDesc402	主要的高級英雄獲取途徑
text_getWayDesc501	產出符文與大量資源
text_getWayDesc601	主要的經驗與裝備獲取途徑
text_getWayDesc602	捕獲偷盜的哥布林
text_getWayDesc603	探索任務，獎勵豐富
text_getWayDesc604	產出核心養成資源
text_getWayDesc701	主要的龍晶產出途徑
text_getWayDesc702	可合成高級龍晶
text_getWayDesc703	可獲取極品龍晶
text_getWayDesc801	主要的精煉石獲取之一
text_getWayDesc901	完成任務，可獲取大量獎勵
text_getWayDesc1001	根據排名產出大量資源
text_getWayDesc1101	可贈送好友禮包
text_getWayDesc1201	合成可獲取進階勛章
text_getWayDesc1301	爵位產出王城幣和寶石
text_getWayDesc1302	王者之戰可獲得天命石和高級寶石
text_getWayDesc1401	合成獲取高級天命石
text_getWayDesc1501	可獲取大量寶箱
text_getWayDesc1601	建設軍團，人人有責
text_getWayDesc1602	篝火紅包獎不停
text_getWayDesc1603	同心協力，爭奪最強軍團
text_getWayDesc1701	集結最強五人組
text_getWayDesc1801	祈求獲取大量金幣
text_getWayDesc1802	祈求獲取大量突破石
text_getWayDesc1803	祈求獲取大量覺醒石
text_getWayDesc1804	祈求獲取大量經驗經驗藥水
text_getWayDesc1901	無用裝備再利用
text_getWayDesc2001	多餘英雄可分解
text_getWayDesc2101	多餘符文可分解
text_getWayDesc2201	點金雕像，可獲得神秘的賞賜！
text_getWayDesc2301	贏取極品道具！
text_getWayDesc2401	獲得極品英雄！
text_getWayDesc2501	兌換珍惜道具！
text_getWayDesc10100	珍惜材料大售賣
text_getWayDesc10201	大量出售英雄碎片
text_getWayDesc10202	出售遠古英雄碎片
text_getWayDesc10301	出售裝備改良材料
text_getWayDesc10302	出售稀有裝備
text_getWayDesc10303	出售史詩裝備
text_getWayDesc10304	出售神話裝備
text_getWayDesc10305	出售遠古裝備
text_getWayDesc10306	出售創世裝備
text_getWayDesc10401	可使用活躍值購買道具
text_getWayDesc10501	可使用競技幣購買道具
text_getWayDesc10601	可使用戰隊幣購買道具
text_getWayDesc10701	可使用軍團幣購買道具
text_getWayDesc10801	可使用王城幣購買道具
text_getWayDesc20001	開啟寶箱，獲取豐富獎勵
text_getWayDesc30001	獲取金蘋果
text_getWayDesc30002	獲取海量金蘋果
text_legionLevelHelp	軍團等級
text_legionLevelHelpTitle1	軍團建設值
text_legionLevelHelpDesc1-1	軍團建設值屬於軍團。
text_legionLevelHelpDesc1-2	加入軍團後的玩家獲得的軍團建設值都將歸軍團所有。
text_legionLevelHelpTitle2	軍團建設值的獲取
text_legionLevelHelpDesc2-1	軍團成員完成每日建設
text_legionLevelHelpDesc2-2	參與軍團各項活動
text_legionLevelHelpTitle3	軍團等級提升的收益
text_legionLevelHelpDesc3-1	提升軍團成員上限
text_legionLevelHelpDesc3-2	提升副團長與精英的官職數量
text_legionLevelHelpDesc3-3	提升篝火的經驗獎勵
text_legionLevelHelpDesc3-4	可挑戰更高級的軍團BOSS
text_teamLevelHelp	戰隊等級
text_teamLevelHelpTitle1	戰隊經驗
text_teamLevelHelpDesc1-1	戰隊經驗屬於玩家個人
text_teamLevelHelpDesc1-2	戰隊成員所擁有的戰隊經驗總和決定戰隊等級
text_teamLevelHelpDesc1-3	若成員離隊，戰隊可能因為失去該成員所攜帶的戰隊經驗而導致戰隊等級降低
text_teamLevelHelpTitle2	戰隊經驗的獲取
text_teamLevelHelpDesc2-1	完成戰隊每日任務
text_teamLevelHelpDesc2-2	參與戰隊活動
text_teamLevelHelpTitle3	戰隊等級提升的收益
text_teamLevelHelpDesc3-1	提升每日戰隊福利
text_teamLevelHelpDesc3-2	提升戰隊任務獎勵
text_teamLevelHelpDesc3-3	解鎖戰隊商店道具
text_teamLevelHelpDesc3-4	解鎖戰隊活動
text_team_playerJoin	新成員 %s 加入了戰隊
text_team_playerExit	成員 %s 退出了戰隊
text_team_playerRemove	成員 %s 被隊長踢出了戰隊
text_team_teamLevelUp	戰隊等級提升至 %s 級
text_team_teamLevelDown	戰隊等級下降至 %s 級
text_team_performTask	成員 %s 完成了戰隊任務，戰隊經驗+ %s
text_team_captainChange	%s成為了戰隊新的隊長
text_team_establishTeam	%s 戰隊成立了
text_talent_1000000_1	每當有友軍英雄死亡時，自身攻擊力增加5%，效果持續到戰鬥結束（可疊加）
text_talent_1000000_2	每擊殺一個敵方英雄，額外獲得30%的怒氣值
text_talent_5001_1	受到來自英雄的攻擊時，有20%的概率恢復自身最大生命值3%的生命
text_talent_5001_2	普通攻擊時，有25%概率使目標受到的傷害提高50%，持續3秒
text_talent_5002_1	森語魔女存在於場上時，全體己方單位受到治療效果提升10%
text_talent_5002_2	自身死亡時，立刻釋放一次如沐春風
text_talent_5003_1	自身免疫眩暈
text_talent_5003_2	普通攻擊已經眩暈的單位，傷害提升30%
text_talent_5004_1	普通攻擊無視目標12%的護甲
text_talent_5004_2	攻擊血量低於50%的目標時，輸出傷害將提高20%
text_talent_5005_1	自身每損失10%的生命值，提升5%的攻擊力，效果持續到戰鬥結束
text_talent_5005_2	自身血量低於25%時，減免40%的傷害
text_talent_5006_1	普通攻擊血量高於70%的單位，額外造成30%的傷害
text_talent_5006_2	每擊殺一個敵方英雄，額外獲得30%的怒氣值
text_talent_5007_1	戰鬥開始時，提升自身16%攻擊力，持續20秒
text_talent_5007_2	普通攻擊時，有25%的概率使對手繳械（無法普通攻擊）3秒
text_talent_5008_1	戰鬥開始前10秒，自身暴擊機率提升50%
text_talent_5008_2	每擊殺一個敵方英雄，暴擊傷害提升10%，效果持續到戰鬥結束（可疊加）
text_talent_5009_1	每有一個友方單位死亡，提升自身5%攻擊力，效果持續到戰鬥結束（可疊加）
text_talent_5009_2	戰鬥開始時，對敵人造成傷害提升20%，持續20秒
text_talent_5010_1	每擊殺一個敵方英雄，提升自身10%的攻擊力，效果持續到戰鬥結束（可疊加）
text_talent_5010_2	戰鬥開始時，立即釋放1次【黑暗之箭】
text_talent_5011_1	攻擊酸霧腐蝕中的單位時，傷害提升15%
text_talent_5011_2	每次擊殺敵方英雄單位，會在5秒時間裡恢復300%攻擊力的血量
text_talent_5012_1	首次死亡時，會以30%的生命值重生
text_talent_5012_2	受到來自英雄的攻擊時，有20%的概率恢復自身最大血量4%的生命值
text_talent_5013_1	戰鬥開始時，釋放一次【混亂風暴】技能
text_talent_5013_2	戰鬥開始時，提升自身30%技能加成，持續20秒
text_talent_5014_1	戰鬥開始時，釋放一次【鼓舞士氣】技能
