Key	文本内容
text_heroDesc_5014	在法老的离去后，成为沙漠帝国的实际统领者，其果断英武的性格让世人无不钦佩。
text_heroDesc_5015	英俊而又武力超群的圣骑士，成为城邦中最为受女性欢迎的英雄角色。
text_heroDesc_5016	作为帝国中最受人尊敬的智者，同时也是敌人最为恐惧的大魔法师。
text_heroDesc_5017	坚定的帝国守护者，作为帝国最坚韧的勇者，是战场上最为英勇的战士。
text_heroDesc_5018	月夜中最为致命的顶尖射手，精湛的弓术与锐利的双目让其在战场中成为一切战士的噩梦。
text_heroDesc_5019	最具天赋的破法者，与生俱来抗魔体质和精湛近战技巧，让其成为了法师们最为头痛的存在。
text_heroDesc_5020	墓地的看护者，隐忍而神秘，全身萦绕的死亡气息让任何敌人都为之胆颤。
text_heroDesc_5021	作为帝国的王储，英勇善战、体恤民情，深受帝国人们的拥戴。
text_heroDesc_5022	游历各大陆之间神秘人物，性情古怪且运用的巫术诡异难测，让人生畏。
text_heroDesc_5023	精灵世界中的魔法免疫者，任何对精灵世界有着邪恶想法的法师们都会在他面前胆寒而无力。
text_heroDesc_5024	精灵之中箭术最为卓越之人，矫健的身影穿梭于森林之中，消灭任何敢于亵渎森林之人。
text_heroDesc_5025	浅海滩上的鱼人王者，时常率领鱼人一族侵扰帝国海岸边境，由此被人们称为“潮汐之灾”。
text_heroDesc_5026	深海中的人鱼一族的唯一公主，海洋中最为绚丽耀眼的珍珠，拥有着掌控海洋的力量。
text_heroDesc_5027	亡灵之地的大领主，掌控着收割一切生灵的死神之力，是世间最为人忌惮的神灵之一。
text_heroDesc_5028	精通世间一切魔法的天才女巫，也是世间目前唯一驯服巨龙的存在。
text_heroDesc_7001	黑夜的守护者，月亮的化身，月光所及之处，任何污秽之物皆殒命与月神箭下。
text_heroDesc_7002	黑暗之中最为鬼魅的身影，所到之处无不血流成河，怨魂四起来。
text_heroDesc_7003	神族血脉，雷神之子，威严而神勇，是神族盯守混沌之都的监察官。
text_heroDesc_7004	混沌之地的无上领主.
text_teamhint_leave1	无法享受战队加成
text_teamhint_leave2	失去相伴的队友
text_teamhint_leave3	战队活动孤立无援
text_teamhint_create1	加入战队可获得战队属性加成
text_teamhint_create2	拥有同伴，在这个世界找到依靠
text_teamhint_create3	参加有趣的活动，获得快乐
text_teamemblem1	战队存在
text_teamemblem2	全队成员特权卡
text_teamemblem3	全队成员高级特权卡
text_teamemblem4	全队成员VIP4
text_teamemblem5	全队成员VIP6
text_teamemblem6	全队成员VIP8
text_teamemblem7	全队成员VIP10
text_teamemblem8	全队成员VIP12
text_playerTreasureSuitName1	死神祝福
text_playerTreasureSuitName2	冥王祝福
text_playerTreasureSuitName3	战神祝福
text_playerTreasureSuitName4	泰坦祝福
text_playerTreasureSuitName5	远古祝福
text_playerTreasureSuitName6	诸神祝福
text_soldierArmorName1	无甲
text_soldierArmorName2	布甲
text_soldierArmorName3	皮甲
text_soldierArmorName4	轻甲
text_soldierArmorName5	锁甲
text_soldierArmorName6	重甲
text_soldier_1_skillName1	坚甲Ⅰ
text_soldier_1_skillDesc1	部队防御提升6%
text_soldier_1_skillName2	坚甲Ⅱ
text_soldier_1_skillDesc2	部队防御提升18%
text_soldier_1_skillName3	再生能力
text_soldier_1_skillDesc3	部队在受伤后每秒回复0.6%最大血量的生命值
text_soldier_2_skillName1	强攻Ⅰ
text_soldier_2_skillDesc1	部队攻击提升3%
text_soldier_2_skillName2	强攻Ⅱ
text_soldier_2_skillDesc2	部队攻击提升9%
text_soldier_2_skillName3	精准打击
text_soldier_2_skillDesc3	部队攻击将无视目标10%的护甲
text_soldier_3_skillName1	忍耐Ⅰ
text_soldier_3_skillDesc1	部队生命提升5%
text_soldier_3_skillName2	忍耐Ⅱ
text_soldier_3_skillDesc2	部队生命提升15%
text_soldier_3_skillName3	沦陷战术
text_soldier_3_skillDesc3	部队将对远程兵种造成20%额外伤害
text_kingWar_name1	国王
text_kingWar_name2	亲王
text_kingWar_name3	公爵
text_kingWar_name4	侯爵
text_kingWar_name5	伯爵
text_kingWar_name6	子爵
text_kingWar_name7	男爵
text_kingWar_name8	勋爵
text_kingWar_name9	领主
text_kingWar_name10	骑士
text_kingWar_name11	公民
text_general_level1	Ⅰ
text_general_level2	Ⅱ
text_general_level3	Ⅲ
text_general_level4	Ⅳ
text_general_level5	Ⅴ
text_general_level6	Ⅵ
text_general_level7	Ⅶ
text_general_level8	Ⅷ
text_general_level9	Ⅸ
text_general_level10	Ⅹ
text_worldWarScheduleDesc1	星期一~星期四
text_worldWarScheduleDesc2	星期四
text_worldWarScheduleDesc3	星期五
text_worldWarScheduleDesc4	星期五
text_worldWarScheduleDesc5	星期六
text_worldWarScheduleDesc6	星期六
text_worldWarAchievement_name_1	积分
text_worldWarAchievement_desc_1	在积分赛中累计获得{1}积分
text_worldWarAchievement_name_2	胜场
text_worldWarAchievement_desc_2	在积分赛中获得{1}次胜利
text_worldWarAchievement_name_3	支持
text_worldWarAchievement_desc_3	在王者之战中累计支持成功{1}次
text_worldWarAchievement_name_4	夺冠
text_worldWarAchievement_desc_4	在王者之战中累计夺冠{1}次
text_legionhint_leave1	无法享受军团福利
text_legionhint_leave2	失去相伴的朋友
text_legionhint_leave3	无法参加军团活动
text_legionhint_create1	加入军团可享受各种福利
text_legionhint_create2	拥有同伴，在这个世界找到依靠
text_legionhint_create3	参加有趣的活动，获得快乐
text_legion_buildName1	低级建设
text_legion_buildName2	高级建设
text_legion_buildName3	至尊建设
text_legionBonFireRedPaperName_operate1	添柴红包
text_legionBonFireRedPaperName_operate2	加火红包
text_legionBonFireRedPaperName_level1	篝火大红包（Lv.1）
text_legionBonFireRedPaperName_level2	篝火大红包（Lv.2）
text_legionBonFireRedPaperName_level3	篝火大红包（Lv.3）
text_legionBonFireRedPaperName_level4	篝火大红包（Lv.4）
text_legionBonFireRedPaperName_level5	篝火大红包（Lv.5）
text_legionLog_create	%s创建了军团
text_legionLog_upgrade	可喜可贺! 军团升级为%s级军团!
text_legionLog_newMember	%s加入了军团.
text_legionLog_newDeputy	%s成为了副军团长
text_legionLog_newMaster	%s将军团长转让给了%s
text_legionLog_leaveMember	%s离开了军团！
text_legionLog_kickMember	%s被踢出了军团!
text_legionLog_setNotice	%s修改了公告!
text_legionLog_appoint	%s被任命为%s职位
text_legionLog_liftDuty	%s被解除了%s职位
text_legionLog_construct	%s进行了一次%s
text_legionLog_impeachmentsuccess	%s成功弹劾了%s
text_legion_magicName1	高级修筑
text_legion_magicName2	修筑加速
text_legion_magicName3	强袭
text_legion_magicName4	快速补给
text_legion_magicName5	探查
text_legion_magicName6	防御提升
text_legion_magicName7	攻击提升
text_legion_magicDesc1	直接提升当前建筑{1}点修筑值
text_legion_magicDesc2	本轮军团战修筑速度提升50%
text_legion_magicDesc3	使一个无法到达的城池可攻击
text_legion_magicDesc4	本轮军团战攻击次数+{1}
text_legion_magicDesc5	探明1个隐蔽中的英雄
text_legion_magicDesc6	本场战斗中伤害减免提升{1}%%
text_legion_magicDesc7	本场战斗中伤害加成提升{1}%%
text_legionExploreTask	寻找魔法卡
text_legionExploreTask1	本轮剩余探索次数：
text_legionWar_buildName1	大本营
text_legionWar_buildName2	要塞
text_legionWar_buildName3	要塞
text_legionWar_buildName4	前哨
text_legionWar_buildName5	情报站
text_legionWar_buildName6	前哨
text_legionWar_buildName7	哨岗
text_legionWar_buildName8	哨岗
text_legionWar_buildName9	哨岗
text_legionWar_buildName10	前线营地
text_legionWar_buildName11	哨岗
text_legionWar_buildName12	情报站
text_legionWar_buildName13	情报站
text_legionWar_buildName14	前哨
text_legionWar_buildName15	加强前哨
text_legionWar_buildName16	前哨
text_legionWar_rankName1	新势力
text_legionWar_rankName2	黑铁Ⅲ
text_legionWar_rankName3	黑铁Ⅱ
text_legionWar_rankName4	黑铁Ⅰ
text_legionWar_rankName5	黄铜Ⅲ
text_legionWar_rankName6	黄铜Ⅱ
text_legionWar_rankName7	黄铜Ⅰ
text_legionWar_rankName8	白银Ⅲ
text_legionWar_rankName9	白银Ⅱ
text_legionWar_rankName10	白银Ⅰ
text_legionWar_rankName11	黄金Ⅲ
text_legionWar_rankName12	黄金Ⅱ
text_legionWar_rankName13	黄金Ⅰ
text_legionWar_rankName14	紫金Ⅲ
text_legionWar_rankName15	紫金Ⅱ
text_legionWar_rankName16	紫金Ⅰ
text_legionWar_rankName17	钻石Ⅲ
text_legionWar_rankName18	钻石Ⅱ
text_legionWar_rankName19	钻石Ⅰ
text_legionWar_rankName20	王者Ⅲ
text_legionWar_rankName21	王者Ⅱ
text_legionWar_rankName22	王者Ⅰ
text_legionWar_rankName23	最强王者
text_legionWar_timedesc1	准备时间
text_legionWar_timedesc2	战斗时间
text_legionWar_timedesc3	休息时间
text_bag_titleName1_0	全部道具
text_bag_titleName1_1	材料
text_bag_titleName1_2	礼包、宝箱
text_bag_titleName1_3	碎片
text_bag_titleName1_4	军械
text_bag_titleName2_0	宝石
text_bag_titleName3_0	全部装备
text_bag_titleName3_1	装备-头盔
text_bag_titleName3_2	装备-武器
text_bag_titleName3_3	装备-护肩
text_bag_titleName3_4	装备-铠甲
text_bag_titleName3_5	装备-斗篷
text_bag_titleName3_6	装备-挂饰
text_bag_titleName4_0	符文
text_rune_name1	破坏
text_rune_desc1	这枚符文中蕴含着可摧毁一切的力量！
text_rune_name2	抵御
text_rune_desc2	它可以为您带来强大的抗击打能力！
text_rune_name3	洞察
text_rune_desc3	戴上它，你就可以捕捉对手的一切弱点！
text_rune_name4	祝福
text_rune_desc4	被众神祝福，是件不可思议的事情！
text_magicCircleName1	突破法阵
text_magicCircleName2	觉醒法阵
text_magicCircleName3	天命法阵
text_magicConvertName1	特权卡
text_magicConvertName2	高级特权卡
text_magicConvertName3	vip%s
text_magicUpgradeName1	普通
text_magicUpgradeName2	精英
text_magicUpgradeName3	困难
text_magicUpgradeName4	噩梦
text_warCollegeCourseName1	步兵演练一
text_warCollegeCourseName2	骑兵演练一
text_warCollegeCourseName3	远程演练一
text_warCollegeCourseName4	步兵演练二
text_warCollegeCourseName5	骑兵演练二
text_warCollegeCourseName6	远程演练二
text_warCollegeCourseDescribe1	步兵正面牵制，远程疯狂输出才是王道！
text_warCollegeCourseDescribe2	骑兵迂回牵制敌方骑兵的进攻，才能保证输出！
text_warCollegeCourseDescribe3	远程集火消灭敌方步兵主力，才能保证骑兵的突袭！
text_warCollegeCourseDescribe4	只有步兵做到了完全的牵制，才能发挥远程的优势！
text_warCollegeCourseDescribe5	需要学会骑兵绕后的战术，才能获取胜利！
text_warCollegeCourseDescribe6	保护己方的远程，才能展现出集火的带来的高额伤害！
text_dailyTaskDesc_battleFight	完成%s次任意关卡
text_dailyTaskDesc_exploreSpeedUp	进行%s次加速挂机
text_dailyTaskDesc_friendGive	赠送好友%s次礼物
text_dailyTaskDesc_shopBuy	在珍品商店购买%s次物品
text_dailyTaskDesc_doWheel	参与%s次幸运转盘
text_dailyTaskDesc_cave	完成%s次山洞探险
text_dailyTaskDesc_equipUpgrade	进行%s次装备强化
text_dailyTaskDesc_exploreBoss	捕获%s个哥布林
text_dailyTaskDesc_territorywar	完成%s次村庄地块占领
text_dailyTaskDesc_arena	在竞技场进行%s次挑战
text_dailyTaskDesc_tavern	在酒馆进行%s次平凡招募
text_dailyTaskDesc_tavernHigh	在酒馆进行%s次奢华招募
text_dailyTaskDesc_tower	完成%s次勇者之塔重置
text_dailyTaskDesc_superBox	打开龙晶矿洞终极宝箱
text_dailyTaskDesc_supremacy	完成%s次王城争霸挑战
text_dailyTaskDesc_legionFire	参与%s次军团篝火
text_dailyTaskDesc_teamTask	完成%s次战队任务
text_dailyTaskDesc_statueAward	获取%s次点金雕像赏赐
text_dailyTaskDesc_statueImprove	完成%s次装备改良
text_dailyTaskDesc_exploreTask	完成大本营搜寻任务%s次
text_dailyTaskDesc_foodFete	进行%s次突破石祭祀
text_dailyTaskDesc_goldFete	进行%s次金币祭祀
text_dailyTaskDesc_destinyFete	进行%s次宝石袋祭祀
text_dailyTaskDesc_gemFete	进行%s次经验药水祭祀
text_dailyTaskDesc_build	进行%s次军团建设
text_dailyTaskDesc_uncharted	完成%s轮秘境矿洞探险
text_dailyTaskDesc_food	日常进餐
text_dailyTaskDesc_weekCard	特权卡礼包
text_dailyTaskDesc_monthCard	高级特权卡礼包
text_dailyTaskDesc_doubleCard	双卡礼包
text_taskBattle	通关普通第{2}关
text_taskElite	通关精英第{2}关
text_taskHard	通关困难第{2}关
text_taskNightmare	通关噩梦第{2}关
text_taskHell	通关地狱第{2}关
text_taskLevel	领主等级达到{2}级
text_taskRoleQuality	集齐{2}个{1}星英雄
text_taskSoldierLevel	{2}个英雄兵种达到{1}阶
text_taskRoleReborn	{2}个英雄突破达到{1}级
text_taskLegionLevelJoin	加入军团
text_taskLegionLevel	军团等级达到{2}级
text_taskTeamLevelJoin	加入战队
text_taskTeamLevel	战队等级达到{2}级
text_taskFightPower	战斗力达到{2}万
text_taskLegionFire	参与军团篝火达到{2}次数
text_getWayName1	充值
text_getWayName102	冒险普通关卡
text_getWayName202	冒险精英关卡
text_getWayName302	冒险噩梦关卡
text_getWayName400	酒馆
text_getWayName401	酒馆平凡招募
text_getWayName402	酒馆奢华招募
text_getWayName501	勇者之塔
text_getWayName601	大本营挂机
text_getWayName602	哥布林
text_getWayName603	探索任务
text_getWayName604	魔法阵
text_getWayName701	龙晶矿洞
text_getWayName702	龙晶合成
text_getWayName703	龙晶转换
text_getWayName801	秘境矿洞
text_getWayName901	每日任务
text_getWayName1001	竞技场
text_getWayName1101	好友赠礼
text_getWayName1201	军械合成
text_getWayName1301	王城争霸
text_getWayName1302	王者之战
text_getWayName1401	天命石合成
text_getWayName1501	山洞探险
text_getWayName1601	军团建设
text_getWayName1602	军团篝火
text_getWayName1603	军团战
text_getWayName1701	战队任务
text_getWayName1801	金币祭坛
text_getWayName1802	突破石祭坛
text_getWayName1803	宝石袋祭坛
text_getWayName1804	经验药水祭坛
text_getWayName1901	装备分解
text_getWayName2001	英雄分解
text_getWayName2101	符文分解
text_getWayName2201	点金雕像
text_getWayName2301	幸运转盘
text_getWayName2401	英雄合成
text_getWayName2501	限时兑换
text_getWayName10100	珍品商店
text_getWayName10201	英雄商店
text_getWayName10202	远古英雄商店
text_getWayName10301	改良材料商店
text_getWayName10302	稀有装备商店
text_getWayName10303	史诗装备商店
text_getWayName10304	神话装备商店
text_getWayName10305	远古装备商店
text_getWayName10306	创世装备商店
text_getWayName10401	活跃商店
text_getWayName10501	竞技商店
text_getWayName10601	战队商店
text_getWayName10701	军团商店
text_getWayName10801	王城商店
text_getWayName20001	军团高级宝箱
text_getWayName30001	豪华签到
text_getWayName30002	月度返利
text_getWayDesc1	可获取大量钻石与VIP特权
text_getWayDesc102	产出经验与装备
text_getWayDesc202	产出经验与军械
text_getWayDesc302	产出经验与远古魂晶
text_getWayDesc400	英雄主要的获取途径
text_getWayDesc401	主要的英雄获取途径
text_getWayDesc402	主要的高级英雄获取途径
text_getWayDesc501	产出符文与大量资源
text_getWayDesc601	主要的经验与装备获取途径
text_getWayDesc602	捕获偷盗的哥布林
text_getWayDesc603	探索任务，奖励丰富
text_getWayDesc604	产出核心养成资源
text_getWayDesc701	主要的龙晶产出途径
text_getWayDesc702	可合成高级龙晶
text_getWayDesc703	可获取极品龙晶
text_getWayDesc801	主要的精炼石获取之一
text_getWayDesc901	完成任务，可获取大量奖励
text_getWayDesc1001	根据排名产出大量资源
text_getWayDesc1101	可赠送好友礼包
text_getWayDesc1201	合成可获取进阶勋章
text_getWayDesc1301	爵位产出王城币和宝石
text_getWayDesc1302	王者之战可获得天命石和高级宝石
text_getWayDesc1401	合成获取高级天命石
text_getWayDesc1501	可获取大量宝箱
text_getWayDesc1601	建设军团，人人有责
text_getWayDesc1602	篝火红包奖不停
text_getWayDesc1603	同心协力，争夺最强军团
text_getWayDesc1701	集结最强五人组
text_getWayDesc1801	祈求获取大量金币
text_getWayDesc1802	祈求获取大量突破石
text_getWayDesc1803	祈求获取大量觉醒石
text_getWayDesc1804	祈求获取大量经验经验药水
text_getWayDesc1901	无用装备再利用
text_getWayDesc2001	多余英雄可分解
text_getWayDesc2101	多余符文可分解
text_getWayDesc2201	点金雕像，可获得神秘的赏赐！
text_getWayDesc2301	赢取极品道具！
text_getWayDesc2401	获得极品英雄！
text_getWayDesc2501	兑换珍惜道具！
text_getWayDesc10100	珍惜材料大售卖
text_getWayDesc10201	大量出售英雄碎片
text_getWayDesc10202	出售远古英雄碎片
text_getWayDesc10301	出售装备改良材料
text_getWayDesc10302	出售稀有装备
text_getWayDesc10303	出售史诗装备
text_getWayDesc10304	出售神话装备
text_getWayDesc10305	出售远古装备
text_getWayDesc10306	出售创世装备
text_getWayDesc10401	可使用活跃值购买道具
text_getWayDesc10501	可使用竞技币购买道具
text_getWayDesc10601	可使用战队币购买道具
text_getWayDesc10701	可使用军团币购买道具
text_getWayDesc10801	可使用王城币购买道具
text_getWayDesc20001	开启宝箱，获取丰富奖励
text_getWayDesc30001	获取金苹果
text_getWayDesc30002	获取海量金苹果
text_legionLevelHelp	军团等级
text_legionLevelHelpTitle1	军团建设值
text_legionLevelHelpDesc1-1	军团建设值属于军团。
text_legionLevelHelpDesc1-2	加入军团后的玩家获得的军团建设值都将归军团所有。
text_legionLevelHelpTitle2	军团建设值的获取
text_legionLevelHelpDesc2-1	军团成员完成每日建设
text_legionLevelHelpDesc2-2	参与军团各项活动
text_legionLevelHelpTitle3	军团等级提升的收益
text_legionLevelHelpDesc3-1	提升军团成员上限
text_legionLevelHelpDesc3-2	提升副团长与精英的官职数量
text_legionLevelHelpDesc3-3	提升篝火的经验奖励
text_legionLevelHelpDesc3-4	可挑战更高级的军团BOSS
text_teamLevelHelp	战队等级
text_teamLevelHelpTitle1	战队经验
text_teamLevelHelpDesc1-1	战队经验属于玩家个人
text_teamLevelHelpDesc1-2	战队成员所拥有的战队经验总和决定战队等级
text_teamLevelHelpDesc1-3	若成员离队，战队可能因为失去该成员所携带的战队经验而导致战队等级降低
text_teamLevelHelpTitle2	战队经验的获取
text_teamLevelHelpDesc2-1	完成战队每日任务
text_teamLevelHelpDesc2-2	参与战队活动
text_teamLevelHelpTitle3	战队等级提升的收益
text_teamLevelHelpDesc3-1	提升每日战队福利
text_teamLevelHelpDesc3-2	提升战队任务奖励
text_teamLevelHelpDesc3-3	解锁战队商店道具
text_teamLevelHelpDesc3-4	解锁战队活动
text_team_playerJoin	新成员 %s 加入了战队
text_team_playerExit	成员 %s 退出了战队
text_team_playerRemove	成员 %s 被队长踢出了战队
text_team_teamLevelUp	战队等级提升至 %s 级
text_team_teamLevelDown	战队等级下降至 %s 级
text_team_performTask	成员 %s 完成了战队任务，战队经验+ %s
text_team_captainChange	%s成为了战队新的队长
text_team_establishTeam	%s 战队成立了
text_talent_1000000_1	每当有友军英雄死亡时，自身攻击力增加5%，效果持续到战斗结束（可叠加）
text_talent_1000000_2	每击杀一个敌方英雄，额外获得30%的怒气值
text_talent_5001_1	受到来自英雄的攻击时，有20%的概率恢复自身最大生命值3%的生命
text_talent_5001_2	普通攻击时，有25%概率使目标受到的伤害提高50%，持续3秒
text_talent_5002_1	森语魔女存在于场上时，全体己方单位受到治疗效果提升10%
text_talent_5002_2	自身死亡时，立刻释放一次如沐春风
text_talent_5003_1	自身免疫眩晕
text_talent_5003_2	普通攻击已经眩晕的单位，伤害提升30%
text_talent_5004_1	普通攻击无视目标12%的护甲
text_talent_5004_2	攻击血量低于50%的目标时，输出伤害将提高20%
text_talent_5005_1	自身每损失10%的生命值，提升5%的攻击力，效果持续到战斗结束
text_talent_5005_2	自身血量低于25%时，减免40%的伤害
text_talent_5006_1	普通攻击血量高于70%的单位，额外造成30%的伤害
text_talent_5006_2	每击杀一个敌方英雄，额外获得30%的怒气值
text_talent_5007_1	战斗开始时，提升自身16%攻击力，持续20秒
text_talent_5007_2	普通攻击时，有25%的概率使对手缴械（无法普通攻击）3秒
text_talent_5008_1	战斗开始前10秒，自身暴击几率提升50%
text_talent_5008_2	每击杀一个敌方英雄，暴击伤害提升10%，效果持续到战斗结束（可叠加）
text_talent_5009_1	每有一个友方单位死亡，提升自身5%攻击力，效果持续到战斗结束（可叠加）
text_talent_5009_2	战斗开始时，对敌人造成伤害提升20%，持续20秒
text_talent_5010_1	每击杀一个敌方英雄，提升自身10%的攻击力，效果持续到战斗结束（可叠加）
text_talent_5010_2	战斗开始时，立即释放1次【黑暗之箭】
text_talent_5011_1	攻击酸雾腐蚀中的单位时，伤害提升15%
text_talent_5011_2	每次击杀敌方英雄单位，会在5秒时间里恢复300%攻击力的血量
text_talent_5012_1	首次死亡时，会以30%的生命值重生
text_talent_5012_2	受到来自英雄的攻击时，有20%的概率恢复自身最大血量4%的生命值
text_talent_5013_1	战斗开始时，释放一次【混乱风暴】技能
text_talent_5013_2	战斗开始时，提升自身30%技能加成，持续20秒
text_talent_5014_1	战斗开始时，释放一次【鼓舞士气】技能
text_talent_5014_2	己方有英雄死亡时，会回复自身20%怒气值
text_talent_5015_1	圣骑士存在于场上时，全体己方单位受到伤害降低10%
text_talent_5015_2	圣骑士存在于场上时，全体己方单位负面抗性提升30%
text_talent_5016_1	技能暴击率提升30%
text_talent_5016_2	战斗开始时，暴击伤害提升75%，持续25秒
text_talent_5017_1	战斗开始时，释放一次【巨盾守护】技能
text_talent_5017_2	受到来自英雄的普通攻击时，额外回复3%怒气值
text_talent_5018_1	每击杀一个敌方英雄，提升自身10%的攻击力，效果持续到战斗结束（可叠加）
text_talent_5018_2	战斗开始时，立即释放1次【银月之箭】
text_talent_5019_1	自身死亡时，释放一次【静默法术】技能
text_talent_5019_2	攻击已经沉默了的单位，伤害提升30%
text_talent_5020_1	【亡灵波】弹射次数+4
text_talent_5020_2	发动【亡灵波】所需普通攻击次数-2
text_talent_5021_1	战斗开始的前15秒内受到神之赐福，自身攻防提升12%
text_talent_5021_2	受到来自英雄的普通攻击时，额外回复3%怒气值
text_talent_5022_1	每次普通攻击额外回复5%怒气值
text_talent_5022_2	古怪巫师死亡时，会在死亡位置召唤出1只地狱火
text_talent_5023_1	发动【英勇冲撞】所需普通攻击次数-1
text_talent_5023_2	对远程单位克制增强25%
text_talent_5024_1	攻击无视敌方10%防御
text_talent_5024_2	每击杀1个敌方英雄，攻速提升15%，持续至战斗结束（可叠加）
text_talent_5025_1	对生命值低于50%的目标造成15%额外伤害
text_talent_5025_2	己方有英雄死亡时，会回复自身20%怒气值
text_talent_5026_1	海洋之灵存在于场上时，全体己方英雄怒气回复速度提升10%
text_talent_5026_2	海洋之灵存在于场上时，全体己方单位受到治疗效果提升20%
text_talent_5027_1	每次有敌方英雄死亡时，自身可以回复8%的血量
text_talent_5027_2	首次死亡时，死亡大帝会以50%的生命值重生
text_talent_5028_1	技能暴击率提升30%
text_talent_5028_2	驯龙女巫每次普通攻击，自身暴击伤害提升3%，持续至战斗结束（可叠加）
text_talent_5029_1	受到来自英雄的普通攻击时，额外回复2%怒气值
text_talent_5029_2	自身死亡时，释放一次【地龙突刺】技能
text_talent_5030_1	每次普通攻击额外回复5%怒气值
text_talent_5030_2	技能暴击率提升40%
text_talent_5031_1	发动【巨爪猛击】所需普通攻击次数-1
text_talent_5031_2	攻击血量低于50%的目标时，输出伤害将提高20%
text_talent_5032_1	战斗开始时，释放一次【龙晶禁锢】技能
text_talent_5032_2	龙母的技能攻击有2%概率直接致死目标
text_talent_7001_1	待配置
text_talent_7001_2	待配置
text_talent_7002_1	待配置
text_talent_7002_2	待配置
text_talent_7003_1	待配置
text_talent_7003_2	待配置
text_talent_7004_1	待配置
text_talent_7004_2	待配置
text_skill_1000000_effectName1_1	【守护】
text_skill_1000000_effectDesc1_1	额外回复目标已损失血量5%的生命值
text_skill_1000000_effectName1_2	【护佑】
text_skill_1000000_effectDesc1_2	治疗目标提升至2个
text_skill_1000000_effectName2_1	【破甲一击】
text_skill_1000000_effectDesc2_1	被命中目标防御降低10%，持续10秒
text_skill_1000000_effectName2_2	【觉醒力量】
text_skill_1000000_effectDesc2_2	无视目标40%防御
text_skill_5001_effectName1_1	【自然愈合】
text_skill_5001_effectDesc1_1	额外回复自身已损失血量5%的生命值
text_skill_5001_effectName1_2	【森语之力】
text_skill_5001_effectDesc1_2	【树灵守护】将对森语国王及其部队生效
text_skill_5001_effectName2_1	【寄生孢子】
text_skill_5001_effectDesc2_1	被缠绕单位受到伤害提升16.67%
text_skill_5001_effectName2_2	【自然之怒】
text_skill_5001_effectDesc2_2	被缠绕单位将丧失一切行动能力
text_skill_5002_effectName1_1	【丛林祝福】
text_skill_5002_effectDesc1_1	额外回复目标英雄5%怒气
text_skill_5002_effectName1_2	【丛林守护】
text_skill_5002_effectDesc1_2	使目标在3秒内免疫一切伤害
text_skill_5002_effectName2_1	【丛林印记】
text_skill_5002_effectDesc2_1	治疗中单位防御提升5.33%
text_skill_5002_effectName2_2	【丛林呼唤】
text_skill_5002_effectDesc2_2	技能持续时间内额外回复己方单位2.4%血量
text_skill_5003_effectName1_1	【雷罚降临】
text_skill_5003_effectDesc1_1	燃烧目标英雄4%怒气
text_skill_5003_effectName1_2	【雷霆之怒】
text_skill_5003_effectDesc1_2	【怒雷击】有83.33%几率造成暴击伤害
text_skill_5003_effectName2_1	【雷霆觉醒】
text_skill_5003_effectDesc2_1	无视目标35.91%防御
text_skill_5003_effectName2_2	【雷电扩散】
text_skill_5003_effectDesc2_2	随机部队数提升至5个
text_skill_5004_effectName1_1	【弱点击破】
text_skill_5004_effectDesc1_1	额外附加目标当前血量6%的伤害
text_skill_5004_effectName1_2	【猎杀】
text_skill_5004_effectDesc1_2	【暗杀】将同时攻击2个目标
text_skill_5004_effectName2_1	【穿甲弹】
text_skill_5004_effectDesc2_1	无视目标23.94%防御
text_skill_5004_effectName2_2	【爆燃】
text_skill_5004_effectDesc2_2	额外附加目标已损失血量35%的伤害
text_skill_5005_effectName1_1	【猩红之力】
text_skill_5005_effectDesc1_1	【嗜血】状态下受到伤害降低7.43%
text_skill_5005_effectName1_2	【血之狂暴】
text_skill_5005_effectDesc1_2	攻击提升效果增强50%
text_skill_5005_effectName2_1	【碎甲】
text_skill_5005_effectDesc2_1	每一击额外附加目标已损失血量2.5%的伤害
text_skill_5005_effectName2_2	【狂乱】
text_skill_5005_effectDesc2_2	无视目标40%防御
text_skill_5006_effectName1_1	【生命吸收】
text_skill_5006_effectDesc1_1	对目标造成伤害的11.25%将转化为美杜莎的生命值
text_skill_5006_effectName1_2	【蛇族秘术】
text_skill_5006_effectDesc1_2	攻击目标提升至3个
text_skill_5006_effectName2_1	【石化之眼】
text_skill_5006_effectDesc2_1	石化时间延长0.38秒
text_skill_5006_effectName2_2	【蛇发魔力】
text_skill_5006_effectDesc2_2	【石化凝视】对小兵造成1.5倍伤害
text_skill_5007_effectName1_1	【天堂十字】
text_skill_5007_effectDesc1_1	【圣光十字】使敌人防御降低8.35%
text_skill_5007_effectName1_2	【圣焰之力】
text_skill_5007_effectDesc1_2	【圣光十字】效果增强50%
text_skill_5007_effectName2_1	【神圣洗礼】
text_skill_5007_effectDesc2_1	无视目标21.55%防御
text_skill_5007_effectName2_2	【审判力量】
text_skill_5007_effectDesc2_2	【神圣审判】有20%几率造成暴击伤害
text_skill_5008_effectName1_1	【专注Ⅰ】
text_skill_5008_effectDesc1_1	【孤注一掷】效果提升15%
text_skill_5008_effectName1_2	【专注Ⅱ】
text_skill_5008_effectDesc1_2	【孤注一掷】效果提升50%
text_skill_5008_effectName2_1	【光明之力Ⅰ】
text_skill_5008_effectDesc2_1	【光明箭雨】暴击几率提升13.47%
text_skill_5008_effectName2_2	【光明之力Ⅱ】
